PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;56;8;28079056_8_8;2019;10;03;00033;V;00040;V;00038;V;00039;V;00042;V;00030;V;00044;V;00057;V;00070;V;00076;V;00088;V;00070;V;00051;V;00056;V;00058;V;00052;V;00063;V;00075;V;00098;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;9;28079056_9_47;2019;10;03;00005;V;00005;V;00005;V;00004;V;00003;V;00004;V;00005;V;00007;V;00008;V;00015;V;00017;V;00013;V;00010;V;00009;V;00007;V;00007;V;00008;V;00012;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;10;28079056_10_47;2019;10;03;00009;V;00008;V;00010;V;00008;V;00007;V;00009;V;00009;V;00011;V;00014;V;00026;V;00031;V;00025;V;00020;V;00020;V;00019;V;00018;V;00016;V;00021;V;00021;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;12;28079056_12_8;2019;10;03;00045;V;00048;V;00052;V;00050;V;00056;V;00041;V;00082;V;00114;V;00197;V;00246;V;00264;V;00157;V;00098;V;00110;V;00111;V;00093;V;00110;V;00124;V;00182;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;14;28079056_14_6;2019;10;03;46.98;V;35.77;V;33.57;V;23.12;V;15.60;V;21.87;V;13.38;V;05.85;V;03.81;V;06.46;V;10.89;V;25.46;V;40.30;V;43.08;V;53.05;V;60.36;V;59.49;V;52.07;V;38.14;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;1;28079057_1_38;2019;10;03;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00008;V;00008;V;00008;V;00007;V;00007;V;00006;V;00005;V;00005;V;00005;V;00005;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;6;28079057_6_48;2019;10;03;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;7;28079057_7_8;2019;10;03;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00023;V;00033;V;00013;V;00012;V;00030;V;00025;V;00018;V;00015;V;00010;V;00007;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;8;28079057_8_8;2019;10;03;00013;V;00019;V;00012;V;00007;V;00007;V;00010;V;00034;V;00044;V;00057;V;00057;V;00030;V;00027;V;00051;V;00056;V;00049;V;00047;V;00042;V;00047;V;00064;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;10;28079057_10_47;2019;10;03;00007;V;00006;V;00009;V;00005;V;00006;V;00008;V;00008;V;00011;V;00013;V;00015;V;00014;V;00012;V;00016;V;00011;V;00010;V;00010;V;00008;V;00009;V;00012;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;12;28079057_12_8;2019;10;03;00015;V;00021;V;00014;V;00009;V;00008;V;00011;V;00036;V;00051;V;00093;V;00107;V;00050;V;00046;V;00097;V;00095;V;00076;V;00070;V;00057;V;00057;V;00080;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;7;28079058_7_8;2019;10;03;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00018;V;00013;V;00007;V;00006;V;00013;V;00006;V;00008;V;00009;V;00008;V;00007;V;00003;V;00003;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;8;28079058_8_8;2019;10;03;00015;V;00013;V;00014;V;00014;V;00013;V;00013;V;00020;V;00031;V;00026;V;00015;V;00019;V;00033;V;00022;V;00032;V;00039;V;00040;V;00040;V;00035;V;00037;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;12;28079058_12_8;2019;10;03;00016;V;00015;V;00015;V;00016;V;00015;V;00015;V;00027;V;00058;V;00046;V;00027;V;00029;V;00052;V;00031;V;00045;V;00054;V;00052;V;00051;V;00040;V;00041;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;14;28079058_14_6;2019;10;03;35.91;V;33.18;V;28.36;V;25.19;V;22.87;V;21.66;V;13.79;V;04.75;V;05.35;V;15.94;V;27.70;V;38.72;V;59.70;V;59.71;V;61.34;V;65.85;V;70.94;V;78.13;V;75.59;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;7;28079059_7_8;2019;10;03;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00008;V;00018;V;00013;V;00022;V;00025;V;00019;V;00015;V;00014;V;00008;V;00008;V;00006;V;00006;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;8;28079059_8_8;2019;10;03;00027;V;00033;V;00019;V;00013;V;00009;V;00019;V;00028;V;00053;V;00057;V;00036;V;00038;V;00043;V;00039;V;00038;V;00037;V;00030;V;00036;V;00041;V;00048;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;12;28079059_12_8;2019;10;03;00028;V;00034;V;00021;V;00014;V;00010;V;00020;V;00032;V;00065;V;00084;V;00056;V;00072;V;00081;V;00068;V;00061;V;00058;V;00042;V;00048;V;00051;V;00056;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;14;28079059_14_6;2019;10;03;35.09;V;30.54;V;39.02;V;44.24;V;44.52;V;36.12;V;26.27;V;04.28;V;04.08;V;17.76;V;20.93;V;25.56;V;33.56;V;43.94;V;48.61;V;59.97;V;63.78;V;63.54;V;57.22;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;7;28079060_7_8;2019;10;03;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00020;V;00086;V;00062;V;00014;V;00016;V;00028;V;00025;V;00017;V;00008;V;00005;V;00002;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;8;28079060_8_8;2019;10;03;00014;V;00018;V;00011;V;00009;V;00010;V;00013;V;00019;V;00031;V;00022;V;00005;V;00013;V;00011;V;00012;V;00015;V;00025;V;00028;V;00022;V;00022;V;00037;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;10;28079060_10_47;2019;10;03;00007;V;00005;V;00005;V;00003;V;00003;V;00006;V;00004;V;00007;V;00017;V;00017;V;00013;V;00010;V;00014;V;00010;V;00007;V;00011;V;00012;V;00010;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;12;28079060_12_8;2019;10;03;00015;V;00019;V;00013;V;00010;V;00012;V;00015;V;00020;V;00062;V;00153;V;00099;V;00035;V;00035;V;00055;V;00053;V;00051;V;00041;V;00030;V;00025;V;00045;V;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;14;28079060_14_6;2019;10;03;64.78;V;55.35;V;59.48;V;63.11;V;59.83;V;50.76;V;37.90;V;20.93;V;06.19;V;11.40;V;32.13;V;36.35;V;35.49;V;44.52;V;55.35;V;70.64;V;77.03;V;83.87;V;68.11;V;00000;N;00000;N;00000;N;00000;N;00000;N
