FECHA;RANGO HORARIO;DIA SEMANA;DISTRITO;LUGAR ACCIDENTE;Nº;Nº PARTE;CPFA Granizo;CPFA Hielo;CPFA Lluvia;CPFA Niebla;CPFA Seco;CPFA Nieve;CPSV Mojada;CPSV Aceite;CPSV Barro;CPSV Grava Suelta;CPSV Hielo;CPSV Seca Y Limpia;Nº VICTIMAS *;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO;LESIVIDAD;Tramo Edad
06/02/2013;DE 14:00 A 14:59;MIERCOLES;CENTRO                        ;PASEO DEL PRADO NUM                                                                                 ;8;2013/1203;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 50 A 54 AÑOS
06/02/2013;DE 14:00 A 14:59;MIERCOLES;TETUAN                        ;CALLE DE DULCINEA - AVENIDA DEL GENERAL PERON                                                       ;0;2013/1216;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 30 A 34 ANOS
08/02/2013;DE 11:00 A 11:59;VIERNES;CENTRO                        ;CALLE DE LA CORREDERA BAJA DE SAN PABLO - CALLE DE LA LUNA                                          ;0;2013/1314;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
10/02/2013;DE 16:00 A 16:59;DOMINGO;LATINA                        ;GLORIETA DEL PUENTE DE SEGOVIA NUM                                                                  ;1;2013/1336;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
12/02/2013;DE 9:00 A 9:59;MARTES;SAN BLAS                      ;CALLE DE JUAN IGNACIO LUCA DE TENA - CALLE DEL DOCTOR ZAMENHOF                                      ;0;2013/1386;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
12/02/2013;DE 10:00 A 10:59;MARTES;VILLAVERDE                    ;AVENIDA DE LOS ROSALES - CALLE  EUSKALDUNA                                                          ;0;2013/1388;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
12/02/2013;DE 12:00 A 12:59;MARTES;USERA                         ;CAMINO DE PERALES NUM                                                                               ;48;2013/1551;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 40 A 44 AÑOS
12/02/2013;DE 13:00 A 13:59;MARTES;CENTRO                        ;CALLE DE ALCALA - CALLE DEL MARQUES DE CUBAS                                                        ;0;2013/1393;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 21 A 24 AÑOS
12/02/2013;DE 17:00 A 17:59;MARTES;VICALVARO                     ;BULEVAR DE INDALECIO PRIETO NUM                                                                     ;19;2013/1376;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 21 A 24 AÑOS
12/02/2013;DE 19:00 A 19:59;MARTES;SALAMANCA                     ;CALLE DE ALCALA NUM                                                                                 ;93;2013/1379;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 15 A 17 AÑOS
13/02/2013;DE 19:00 A 19:59;MIERCOLES;CENTRO                        ;CALLE  GRAN VIA NUM                                                                                 ;70;2013/1435;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 30 A 34 ANOS
13/02/2013;DE 22:00 A 22:59;MIERCOLES;HORTALEZA                     ;CALLE DE AMERICO CASTRO - CALLE DE PRINCESA DE EBOLI                                                ;          ;2013/1432;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
15/02/2013;DE 12:00 A 12:59;VIERNES;SAN BLAS                      ;AVENIDA DE ARAGON NUM                                                                               ;330;2013/1554;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;NO ASIGNADA;DE 25 A 29 AÑOS
15/02/2013;DE 14:00 A 14:59;VIERNES;CHAMARTIN                     ;CALLE DE AGUSTIN DE FOXA NUM                                                                        ;20;2013/1537;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
15/02/2013;DE 21:00 A 21:59;VIERNES;CHAMBERI                      ;PASEO DE EDUARDO DATO NUM                                                                           ;23;2013/1507;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
16/02/2013;DE 11:00 A 11:59;SABADO;PUENTE DE VALLECAS            ;AVENIDA DE MIGUEL HERNANDEZ - CALLE DE TORREMOLINOS                                                 ;0;2013/1519;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
16/02/2013;DE 20:00 A 20:59;SABADO;CHAMBERI                      ;CALLE DE ALONSO CANO - CALLE DE JOSE ABASCAL                                                        ;0;2013/1524;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
17/02/2013;DE 22:00 A 22:59;DOMINGO;MONCLOA-ARAVACA               ;PASEO DE LA FLORIDA NUM                                                                             ;2;2013/1599;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
20/02/2013;DE 20:00 A 20:59;MIERCOLES;TETUAN                        ;CALLE DE BRAVO MURILLO NUM                                                                          ;320;2013/1672;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN MÚLTIPLE                       ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
21/02/2013;DE 14:00 A 14:59;JUEVES;CIUDAD LINEAL                 ;AVENIDA DEL MARQUES DE CORBERA NUM                                                                  ;53;2013/1742;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
23/02/2013;DE 14:00 A 14:59;SABADO;HORTALEZA                     ;CARRETERA A LA ESTACION DE HORTALEZA - AVENIDA DE NICETO ALCALA ZAMORA                              ;0;2013/1766;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 35 A 39 AÑOS
27/02/2013;DE 17:00 A 17:59;MIERCOLES;CIUDAD LINEAL                 ;CALLE DE GERMAN PEREZ CARRASCO NUM                                                                  ;70;2013/1940;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
27/02/2013;DE 19:00 A 19:59;MIERCOLES;SALAMANCA                     ;CALLE DE VILLANUEVA NUM                                                                             ;2;2013/1986;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
28/02/2013;DE 8:00 A 8:59;JUEVES;CIUDAD LINEAL                 ;CALLE DE ARTURO SORIA NUM                                                                           ;287;2013/1956;NO;NO;SI;NO;NO;SI;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 30 A 34 ANOS
01/03/2013;DE 8:00 A 8:59;VIERNES;TETUAN                        ;PASEO DE LA CASTELLANA NUM                                                                          ;187;2013/1990;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 25 A 29 AÑOS
01/03/2013;DE 11:00 A 11:59;VIERNES;CARABANCHEL                   ;AVENIDA DE OPORTO - CALLE DEL CAMINO VIEJO DE LEGANES                                               ;0;2013/1976;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
02/03/2013;DE 10:00 A 10:59;SABADO;ARGANZUELA                    ;CALLE DE LAS CANARIAS - PASEO DE LAS DELICIAS                                                       ;0;2013/2036;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 18 A 20 AÑOS
03/03/2013;DE 13:00 A 13:59;DOMINGO;RETIRO                        ;CALLE DEL CERRO DE LA PLATA NUM                                                                     ;1;2013/2068;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
05/03/2013;DE 14:00 A 14:59;MARTES;LATINA                        ;CALLE DE LAS HIGUERAS - CALLE DE ALMAZAN                                                            ;0;2013/2156;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
09/03/2013;DE 14:00 A 14:59;SABADO;CHAMARTIN                     ;CALLE DE CLARA DEL REY NUM                                                                          ;22;2013/2371;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 21 A 24 AÑOS
11/03/2013;DE 11:00 A 11:59;LUNES;USERA                         ;CALLE DE MARCELO USERA NUM                                                                          ;170;2013/2455;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
12/03/2013;DE 22:00 A 22:59;MARTES;LATINA                        ;CALLE DE SEPULVEDA - CALLE DE GOTARRENDURA                                                          ;0;2013/2412;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 55 A 59 AÑOS
13/03/2013;DE 7:00 A 7:59;MIERCOLES;CENTRO                        ;CALLE DE FERNANDO VI - CALLE DE HORTALEZA                                                           ;0;2013/2427;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 40 A 44 AÑOS
14/03/2013;DE 14:00 A 14:59;JUEVES;CHAMBERI                      ;CALLE DE BRAVO MURILLO NUM                                                                          ;36;2013/2509;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
15/03/2013;DE 14:00 A 14:59;VIERNES;CIUDAD LINEAL                 ;CALLE DE LOS HERMANOS GARCIA NOBLEJAS - CALLE DE ASCAO                                              ;0;2013/2629;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
17/03/2013;DE 11:00 A 11:59;DOMINGO;HORTALEZA                     ;AVENIDA DE LOGROÑO NUM                                                                              ;39;2013/2841;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
17/03/2013;DE 22:00 A 22:59;DOMINGO;TETUAN                        ;CALLE DEL CAPITAN BLANCO ARGIBAY - CALLE DE GUZMANIA                                                ;0;2013/2571;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
18/03/2013;DE 11:00 A 11:59;LUNES;CARABANCHEL                   ;AVENIDA DE LOS POBLADOS - AVENIDA DE LA PRINCESA JUANA DE AUSTRIA                                   ;0;2013/2597;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
18/03/2013;DE 12:00 A 12:59;LUNES;CHAMBERI                      ;CALLE DE MELENDEZ VALDES - CALLE DE BLASCO DE GARAY                                                 ;0;2013/2607;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 65 A 69 AÑOS
18/03/2013;DE 12:00 A 12:59;LUNES;SAN BLAS                      ;CALLE DE MEQUINENZA NUM                                                                             ;24;2013/2590;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 10 A 14 AÑOS
18/03/2013;DE 12:00 A 12:59;LUNES;SAN BLAS                      ;CALLE DE MEQUINENZA NUM                                                                             ;24;2013/2590;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 15 A 17 AÑOS
18/03/2013;DE 12:00 A 12:59;LUNES;SAN BLAS                      ;CALLE DE MEQUINENZA NUM                                                                             ;24;2013/2590;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 60 A 64 AÑOS
20/03/2013;DE 10:00 A 10:59;MIERCOLES;USERA                         ;CALLE DE TOLOSA NUM                                                                                 ;22;2013/2807;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;NO ASIGNADA;DE 40 A 44 AÑOS
20/03/2013;DE 18:00 A 18:59;MIERCOLES;CENTRO                        ;PLAZA DEL EMPERADOR CARLOS V NUM                                                                    ;10;2013/2698;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
21/03/2013;DE 19:00 A 19:59;JUEVES;CENTRO                        ;CALLE  GRAN VIA NUM                                                                                 ;9;2013/2732;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 30 A 34 ANOS
