FECHA;RANGO HORARIO;DIA SEMANA;DISTRITO;LUGAR ACCIDENTE;Nº;Nº PARTE;CPFA Granizo;CPFA Hielo;CPFA Lluvia;CPFA Niebla;CPFA Seco;CPFA Nieve;CPSV Mojada;CPSV Aceite;CPSV Barro;CPSV Grava Suelta;CPSV Hielo;CPSV Seca Y Limpia;* Nº VICTIMAS;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO;LESIVIDAD;Tramo Edad
28/09/2018;DE 15:00 A 15:59;VIERNES;CIUDAD LINEAL                 ;CALLE DE LOPEZ DE HOYOS NUM                                                                         ;322;2018/11015;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
28/09/2018;DE 20:00 A 20:59;VIERNES;VILLA DE VALLECAS             ;CALLE DE CABEZA MESADA NUM                                                                          ;5;2018/10898;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 45 A 49 AÑOS
28/09/2018;DE 22:00 A 22:59;VIERNES;TETUAN                        ;CALLE DE BRAVO MURILLO NUM                                                                          ;180;2018/11108;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
29/09/2018;DE 12:00 A 12:59;SABADO;FUENCARRAL-EL PARDO           ;CARRETERA DE PARDO A FUENCARRAL KM.                                                                 ;7;2018/10953;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
29/09/2018;DE 15:00 A 15:59;SABADO;RETIRO                        ;CALLE DE ABTAO - CALLE DE CAVANILLES                                                                ;0;2018/10930;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 40 A 44 AÑOS
29/09/2018;DE 19:00 A 19:59;SABADO;VILLAVERDE                    ;CALLE DE BENITA LOPEZ NUM                                                                           ;66;2018/10976;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 6 A 9 AÑOS 
29/09/2018;DE 23:00 A 23:59;SABADO;SALAMANCA                     ;CALLE DE CARTAGENA - CALLE DE MARTINEZ IZQUIERDO                                                    ;0;2018/11047;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
30/09/2018;DE 10:00 A 10:59;DOMINGO;CIUDAD LINEAL                 ;CALLE DE MALMOE - PLAZA DE ALSACIA                                                                  ;0;2018/11007;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
30/09/2018;DE 12:00 A 12:59;DOMINGO;MONCLOA-ARAVACA               ;CAMINO DEL PRINCIPE NUM                                                                             ;2;2018/11163;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 55 A 59 AÑOS
01/10/2018;DE 11:00 A 11:59;LUNES;CARABANCHEL                   ;GLORIETA DEL VALLE DE ORO NUM                                                                       ;2;2018/11320;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 60 A 64 AÑOS
01/10/2018;DE 22:00 A 22:59;LUNES;CHAMBERI                      ;CALLE DE ELOY GONZALO - CALLE DEL CASTILLO                                                          ;0;2018/11111;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
02/10/2018;DE 15:00 A 15:59;MARTES;CENTRO                        ;GLORIETA DE SAN VICENTE - JARDIN DEL PALACIO REAL                                                   ;0;2018/11543;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
02/10/2018;DE 19:00 A 19:59;MARTES;CENTRO                        ;CALLE  MAYOR NUM                                                                                    ;1;2018/11276;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
02/10/2018;DE 20:00 A 20:59;MARTES;CENTRO                        ;CALLE DE LA MAGDALENA - CALLE DE LAVAPIES                                                           ;0;2018/11201;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
03/10/2018;DE 15:00 A 15:59;MIERCOLES;SAN BLAS                      ;AVENIDA DE CANILLEJAS A VICALVARO - CALLE DEL CANAL DE BOSFORO                                      ;0;2018/11262;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
03/10/2018;DE 17:00 A 17:59;MIERCOLES;CHAMBERI                      ;CALLE DE MIGUEL ANGEL - PASEO DEL GENERAL MARTINEZ CAMPOS                                           ;0;2018/11259;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
03/10/2018;DE 18:00 A 18:59;MIERCOLES;CHAMARTIN                     ;CALLE DE DOLORES SANCHEZ CARRASCOSA - CALLE DE MATEO INURRIA                                        ;0;2018/11264;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
04/10/2018;DE 19:00 A 19:59;JUEVES;MONCLOA-ARAVACA               ;CARRETERA DEL TELEFERICO - PASEO DEL ROBLEDAL                                                       ;0;2018/11409;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 15 A 17 AÑOS
04/10/2018;DE 21:00 A 21:59;JUEVES;CARABANCHEL                   ;GLORIETA DEL MARQUES DE VADILLO NUM                                                                 ;6;2018/11339;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
05/10/2018;DE 10:00 A 10:59;VIERNES;MONCLOA-ARAVACA               ;CARRETERA DE LA CIUDAD UNIVERSITARIA NUM                                                            ;0;2018/11497;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 65 A 69 AÑOS
05/10/2018;DE 11:00 A 11:59;VIERNES;TETUAN                        ;CALLE DE BRAVO MURILLO NUM                                                                          ;296;2018/11594;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
06/10/2018;DE 11:00 A 11:59;SABADO;VICALVARO                     ;ACCESO  RADIAL 3 - AVENIDA DE DAROCA                                                                ;0;2018/11387;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 65 A 69 AÑOS
06/10/2018;DE 19:00 A 19:59;SABADO;MONCLOA-ARAVACA               ;CARRETERA DEL TELEFERICO - PASEO DEL ROBLEDAL                                                       ;0;2018/11475;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
07/10/2018;DE 9:00 A 9:59;DOMINGO;MORATALAZ                     ;CALLE DE JOSE BERGAMIN NUM                                                                          ;30;2018/11500;NO;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 15 A 17 AÑOS
07/10/2018;DE 13:00 A 13:59;DOMINGO;FUENCARRAL-EL PARDO           ;CALLE DE NUESTRA SEÑORA DE VALVERDE - CARRETERA DE FUENCARRAL A ALCOBENDAS                          ;0;2018/11510;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE MAS DE 74 AÑOS 
07/10/2018;DE 15:00 A 15:59;DOMINGO;CENTRO                        ;CALLE DEL DOCTOR MATA NUM                                                                           ;2;2018/11485;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
07/10/2018;DE 21:00 A 21:59;DOMINGO;CENTRO                        ;GRAN VIA DE SAN FRANCISCO NUM                                                                       ;9;2018/11962;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
08/10/2018;DE 12:00 A 12:59;LUNES;VILLA DE VALLECAS             ;AVENIDA DE SANTA EUGENIA - CALLE DE LA VIRGEN DE LAS VIÑAS                                          ;0;2018/11578;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
08/10/2018;DE 20:00 A 20:59;LUNES;LATINA                        ;CALLE  VIA CARPETANA - CALLE DE GALLUR                                                              ;0;2018/11614;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
09/10/2018;DE 16:00 A 16:59;MARTES;CENTRO                        ;PLAZA DE JACINTO BENAVENTE NUM                                                                      ;1;2018/11760;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 25 A 29 AÑOS
09/10/2018;DE 16:00 A 16:59;MARTES;MONCLOA-ARAVACA               ;PLAZA DEL CARDENAL CISNEROS NUM                                                                     ;1;2018/11770;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 35 A 39 AÑOS
09/10/2018;DE 19:00 A 19:59;MARTES;SALAMANCA                     ;CALLE DE AGUIRRE - CALLE DE O'DONNELL                                                               ;0;2018/11617;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 30 A 34 ANOS
09/10/2018;DE 22:00 A 22:59;MARTES;SALAMANCA                     ;CALLE DE SERRANO NUM                                                                                ;44;2018/11666;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
10/10/2018;DE 12:00 A 12:59;MIERCOLES;PUENTE DE VALLECAS            ;CALLE DEL TRANVIA DE ARGANDA NUM                                                                    ;1;2018/11900;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 30 A 34 ANOS
10/10/2018;DE 13:00 A 13:59;MIERCOLES;CHAMBERI                      ;CALLE DE RIOS ROSAS NUM                                                                             ;40;2018/11736;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;2;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 21 A 24 AÑOS
10/10/2018;DE 21:00 A 21:59;MIERCOLES;TETUAN                        ;CALLE DE BRAVO MURILLO NUM                                                                          ;109;2018/12083;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
10/10/2018;DE 22:00 A 22:59;MIERCOLES;CIUDAD LINEAL                 ;CALLE DE GUTIERRE DE CETINA NUM                                                                     ;21;2018/12192;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 10 A 14 AÑOS
11/10/2018;DE 14:00 A 14:59;JUEVES;RETIRO                        ;CALLE DE SANCHEZ BARCAIZTEGUI NUM                                                                   ;7;2018/11752;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 55 A 59 AÑOS
13/10/2018;DE 4:00 A 4:59;SABADO;ARGANZUELA                    ;CALLE DE CACERES - CALLE DE EMBAJADORES                                                             ;0;2018/11857;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
13/10/2018;DE 11:00 A 11:59;SABADO;MONCLOA-ARAVACA               ;CAMINO DEL ZARZON KM.                                                                               ;10;2018/11934;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
13/10/2018;DE 21:00 A 21:59;SABADO;SALAMANCA                     ;CALLE DE LAGASCA NUM                                                                                ;87;2018/11914;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
14/10/2018;DE 17:00 A 17:59;DOMINGO;SAN BLAS                      ;CALLE DE ESTOCOLMO - CALLE DE MARIA SEVILLA DIAGO                                                   ;0;2018/11967;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
14/10/2018;DE 19:00 A 19:59;DOMINGO;FUENCARRAL-EL PARDO           ;CALLE DE COLLADO DE CERRO MALEJO - CALLE DE LA MASO                                                 ;0;2018/11961;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 15 A 17 AÑOS
14/10/2018;DE 22:00 A 22:59;DOMINGO;CHAMBERI                      ;CALLE DE ZURBANO NUM                                                                                ;31;2018/11941;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
14/10/2018;DE 23:00 A 23:59;DOMINGO;CENTRO                        ;CALLE DE ATOCHA NUM                                                                                 ;96;2018/11986;NO;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
15/10/2018;DE 14:00 A 14:59;LUNES;CIUDAD LINEAL                 ;AVENIDA DE DAROCA NUM                                                                               ;90;2018/12091;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 50 A 54 AÑOS
16/10/2018;DE 12:00 A 12:59;MARTES;ARGANZUELA                    ;CALLE DE BUSTAMANTE NUM                                                                             ;9;2018/12067;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
16/10/2018;DE 14:00 A 14:59;MARTES;MONCLOA-ARAVACA               ;CALLE DE FERRAZ - CALLE DE IRUN                                                                     ;0;2018/12456;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 18 A 20 AÑOS
16/10/2018;DE 15:00 A 15:59;MARTES;CIUDAD LINEAL                 ;CALLE DE EMETERIO CASTAÑOS NUM                                                                      ;1;2018/12171;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
16/10/2018;DE 19:00 A 19:59;MARTES;TETUAN                        ;CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE - CALLE DEL GENERAL MOSCARDO                                 ;0;2018/12180;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 40 A 44 AÑOS
16/10/2018;DE 20:00 A 20:59;MARTES;SALAMANCA                     ;CALLE DE MARIA DE MOLINA - CALLE DE VELAZQUEZ                                                       ;0;2018/12093;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
17/10/2018;DE 20:00 A 20:59;MIERCOLES;CENTRO                        ;CALLE  GRAN VIA - CALLE DE JACOMETREZO                                                              ;0;2018/12544;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 30 A 34 ANOS
17/10/2018;DE 20:00 A 20:59;MIERCOLES;CENTRO                        ;CALLE DE LA COLEGIATA - CALLE DE TOLEDO                                                             ;0;2018/12469;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
18/10/2018;DE 7:00 A 7:59;JUEVES;MONCLOA-ARAVACA               ;AVENIDA DE PABLO IGLESIAS - AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALI                                ;0;2018/12440;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 50 A 54 AÑOS
18/10/2018;DE 17:00 A 17:59;JUEVES;CIUDAD LINEAL                 ;AVENIDA DE DONOSTIARRA NUM                                                                          ;23;2018/12233;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
19/10/2018;DE 15:00 A 15:59;VIERNES;TETUAN                        ;CALLE DE ORENSE NUM                                                                                 ;33;2018/12274;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
20/10/2018;DE 9:00 A 9:59;SABADO;HORTALEZA                     ;AVENIDA DE LAS AZALEAS - AVENIDA DEL ARROYO DEL SANTO                                               ;0;2018/12369;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
20/10/2018;DE 11:00 A 11:59;SABADO;MONCLOA-ARAVACA               ;CALLE DE ANICETO MARINAS NUM                                                                        ;26;2018/12454;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 30 A 34 ANOS
20/10/2018;DE 13:00 A 13:59;SABADO;MORATALAZ                     ;AVENIDA DEL DOCTOR GARCIA TAPIA NUM                                                                 ;126;2018/12611;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 40 A 44 AÑOS
20/10/2018;DE 20:00 A 20:59;SABADO;SALAMANCA                     ;CALLE DE ALCALA - CALLE DE ALMERIA                                                                  ;0;2018/12327;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 50 A 54 AÑOS
20/10/2018;DE 23:00 A 23:59;SABADO;CHAMBERI                      ;PASEO DE EDUARDO DATO - PASEO DE LA CASTELLANA                                                      ;0;2018/12313;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA MOTOCICLETA                       ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 25 A 29 AÑOS
22/10/2018;DE 16:00 A 16:59;LUNES;SALAMANCA                     ;CALLE DE ALCALA - PLAZA DE LA INDEPENDENCIA                                                         ;0;2018/12417;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 35 A 39 AÑOS
22/10/2018;DE 19:00 A 19:59;LUNES;TETUAN                        ;CALLE DE BRAVO MURILLO - CALLE DE JUAN PANTOJA                                                      ;0;2018/12460;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 40 A 44 AÑOS
23/10/2018;DE 8:00 A 8:59;MARTES;CHAMBERI                      ;CALLE DE SANTA ENGRACIA NUM                                                                         ;59;2018/12508;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 45 A 49 AÑOS
23/10/2018;DE 16:00 A 16:59;MARTES;CENTRO                        ;RONDA DE ATOCHA NUM                                                                                 ;12;2018/12478;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HG                                      ;DE 35 A 39 AÑOS
23/10/2018;DE 19:00 A 19:59;MARTES;VILLAVERDE                    ;AVENIDA  REAL DE PINTO - CALLE DE LA PLATA                                                          ;0;2018/12551;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
24/10/2018;DE 00:00 A 00:59;MIERCOLES;CENTRO                        ;CALLE DE ALCALA NUM                                                                                 ;3;2018/12683;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 50 A 54 AÑOS
25/10/2018;DE 9:00 A 9:59;JUEVES;CHAMARTIN                     ;CALLE DE LA HIEDRA NUM                                                                              ;24;2018/12678;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 60 A 64 AÑOS
25/10/2018;DE 9:00 A 9:59;JUEVES;CHAMBERI                      ;CALLE DE ALONSO CANO - CALLE DE ESPRONCEDA                                                          ;0;2018/12694;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 40 A 44 AÑOS
25/10/2018;DE 9:00 A 9:59;JUEVES;CHAMBERI                      ;PASEO DE EDUARDO DATO NUM                                                                           ;23;2018/12688;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 35 A 39 AÑOS
25/10/2018;DE 19:00 A 19:59;JUEVES;CIUDAD LINEAL                 ;CALLE DE EZEQUIEL SOLANA - CALLE DE SERVANDO BATANERO                                               ;0;2018/12733;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 10 A 14 AÑOS
25/10/2018;DE 23:00 A 23:59;JUEVES;CHAMBERI                      ;CALLE DE BRAVO MURILLO NUM                                                                          ;67;2018/12699;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 25 A 29 AÑOS
26/10/2018;DE 15:00 A 15:59;VIERNES;CHAMBERI                      ;PLAZA DE ALONSO MARTINEZ NUM                                                                        ;3;2018/12770;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
27/10/2018;DE 00:00 A 00:59;SABADO;ARGANZUELA                    ;PASEO DE SANTA MARIA DE LA CABEZA NUM                                                               ;27;2018/12812;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
27/10/2018;DE 23:00 A 23:59;SABADO;TETUAN                        ;CALLE DE BRAVO MURILLO NUM                                                                          ;187;2018/12885;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
28/10/2018;DE 10:00 A 10:59;DOMINGO;LATINA                        ;PASEO DE EXTREMADURA NUM                                                                            ;63;2018/13359;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
