FECHA;RANGO HORARIO;DIA SEMANA;DISTRITO;LUGAR ACCIDENTE;Nº;Nº PARTE;CPFA Granizo;CPFA Hielo;CPFA Lluvia;CPFA Niebla;CPFA Seco;CPFA Nieve;CPSV Mojada;CPSV Aceite;CPSV Barro;CPSV Grava Suelta;CPSV Hielo;CPSV Seca Y Limpia;Nº VICTIMAS *;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO;LESIVIDAD;Tramo Edad
17/01/2014;DE 14:00 A 14:59;VIERNES;MONCLOA-ARAVACA               ;PASEO DE CAMOENS Y VALERO - PASEO DE RUPERTO CHAPI                                                  ;0;2014/559;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
17/01/2014;DE 16:00 A 16:59;VIERNES;CARABANCHEL                   ;CALLE DE POLVORANCA NUM                                                                             ;35;2014/628;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;NO ASIGNADA;DE 10 A 14 AÑOS
17/01/2014;DE 20:00 A 20:59;VIERNES;CARABANCHEL                   ;AVENIDA DE LA PESETA - CALLE DEL PINAR DE SAN JOSE                                                  ;0;2014/622;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 15 A 17 AÑOS
18/01/2014;DE 17:00 A 17:59;SABADO;FUENCARRAL-EL PARDO           ;AVENIDA DEL MONASTERIO DE EL ESCORIAL - AVENIDA DEL MONASTERIO DE SILOS                             ;0;2014/583;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
20/01/2014;DE 13:00 A 13:59;LUNES;CIUDAD LINEAL                 ;AUTOVIA  M-30 CALZADA 1 - AVENIDA DEL MARQUES DE CORBERA                                            ;0;2014/733;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 60 A 64 AÑOS
22/01/2014;DE 9:00 A 9:59;MIERCOLES;RETIRO                        ;PASEO DEL FERNAN NUÑEZ                                                                              ;0;2014/719;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 40 A 44 AÑOS
22/01/2014;DE 11:00 A 11:59;MIERCOLES;CENTRO                        ;PLAZA DE LAS CORTES NUM                                                                             ;5;2014/725;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
22/01/2014;DE 11:00 A 11:59;MIERCOLES;SALAMANCA                     ;CALLE DE FRANCISCO SILVELA - CALLE DEL PRINCIPE DE VERGARA                                          ;0;2014/704;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HG                                      ;DE 45 A 49 AÑOS
22/01/2014;DE 16:00 A 16:59;MIERCOLES;CHAMBERI                      ;CALLE DE ALMAGRO NUM                                                                                ;26;2014/750;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
23/01/2014;DE 00:00 A 00:59;JUEVES;TETUAN                        ;PLAZA DE LIMA                                                                                       ;0;2014/804;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
23/01/2014;DE 12:00 A 12:59;JUEVES;PUENTE DE VALLECAS            ;CALLE DE LA ARBOLEDA NUM                                                                            ;20;2014/745;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;MT                                      ;DE 65 A 69 AÑOS
24/01/2014;DE 19:00 A 19:59;VIERNES;SAN BLAS                      ;CALLE DE ESTOCOLMO - CALLE DE MARIA SEVILLA DIAGO                                                   ;0;2014/838;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 15 A 17 AÑOS
25/01/2014;DE 17:00 A 17:59;SABADO;CARABANCHEL                   ;CALLE  VIA LUSITANA - CALLE DEL HALCONERO DEL REY                                                   ;          ;2014/834;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 10 A 14 AÑOS
26/01/2014;DE 14:00 A 14:59;DOMINGO;FUENCARRAL-EL PARDO           ;AVENIDA DEL CAMINO DE SANTIAGO - CALLE DE VILORIA DE LA RIOJA                                       ;0;2014/995;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 10 A 14 AÑOS
26/01/2014;DE 14:00 A 14:59;DOMINGO;FUENCARRAL-EL PARDO           ;CALLE DE LABAJOS - CALLE DE ZAMARRAMALA                                                             ;0;2014/876;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 0 A 5 AÑOS
27/01/2014;DE 13:00 A 13:59;LUNES;USERA                         ;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;6400;2014/905;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 21 A 24 AÑOS
27/01/2014;DE 16:00 A 16:59;LUNES;BARAJAS                       ;AVENIDA DE LOGROÑO NUM                                                                              ;34;2014/884;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
30/01/2014;DE 8:00 A 8:59;JUEVES;SAN BLAS                      ;CALLE DEL GENERAL ARANAZ NUM                                                                        ;58;2014/989;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 6 A 9 AÑOS 
30/01/2014;DE 23:00 A 23:59;JUEVES;ARGANZUELA                    ;AUTOVIA  M-30 CALZADA 1 - CALLE DEL MAESTRO ARBOS                                                   ;          ;2014/994;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
30/01/2014;DE 23:00 A 23:59;JUEVES;PUENTE DE VALLECAS            ;AVENIDA DE LA ALBUFERA NUM                                                                          ;45;2014/986;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 25 A 29 AÑOS
31/01/2014;DE 14:00 A 14:59;VIERNES;CIUDAD LINEAL                 ;AVENIDA DE DONOSTIARRA NUM                                                                          ;1;2014/1180;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CHOQUE CON OBJETO FIJO                  ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
01/02/2014;DE 5:00 A 5:59;SABADO;CENTRO                        ;CALLE DE ALCALA NUM                                                                                 ;44;2014/1048;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
01/02/2014;DE 10:00 A 10:59;SABADO;MONCLOA-ARAVACA               ;CALLE DE CABELLERA DE BERENICE - CAMINO DE LA ZARZUELA                                              ;0;2014/1096;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
01/02/2014;DE 12:00 A 12:59;SABADO;VILLA DE VALLECAS             ;CALLE DE PEÑA AMBOTE - CALLE DEL MONTE AYA                                                          ;0;2014/1056;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 15 A 17 AÑOS
02/02/2014;DE 11:00 A 11:59;DOMINGO;FUENCARRAL-EL PARDO           ;CARRETERA DE PARDO A FUENCARRAL KM.                                                                 ;3500;2014/1060;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
02/02/2014;DE 11:00 A 11:59;DOMINGO;FUENCARRAL-EL PARDO           ;CARRETERA DE PARDO A FUENCARRAL KM.                                                                 ;3500;2014/1062;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
02/02/2014;DE 13:00 A 13:59;DOMINGO;CENTRO                        ;CALLE DE SANTA ISABEL - PLAZA DEL EMPERADOR CARLOS V                                                ;0;2014/1049;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 30 A 34 ANOS
02/02/2014;DE 13:00 A 13:59;DOMINGO;HORTALEZA                     ;CALLE DE MAHONIA                                                                                    ;0;2014/1209;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
02/02/2014;DE 18:00 A 18:59;DOMINGO;CENTRO                        ;CALLE DE ALCALA - CALLE DE CEDACEROS                                                                ;0;2014/1041;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 21 A 24 AÑOS
02/02/2014;DE 19:00 A 19:59;DOMINGO;ARGANZUELA                    ;PASEO DEL DOCTOR VALLEJO NAGERA NUM                                                                 ;43;2014/1127;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 50 A 54 AÑOS
03/02/2014;DE 17:00 A 17:59;LUNES;SALAMANCA                     ;CALLE DE GOYA - CALLE DE SERRANO                                                                    ;0;2014/1120;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 30 A 34 ANOS
04/02/2014;DE 15:00 A 15:59;MARTES;CENTRO                        ;PASEO DEL PRADO - PLAZA DE CANOVAS DEL CASTILLO                                                     ;0;2014/1154;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
05/02/2014;DE 12:00 A 12:59;MIERCOLES;BARAJAS                       ;AVENIDA DE LOGROÑO - PLAZA DE PAJARONES                                                             ;0;2014/1210;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
06/02/2014;DE 11:00 A 11:59;JUEVES;HORTALEZA                     ;AVENIDA DE NICETO ALCALA ZAMORA - AVENIDA DEL ALCALDE CONDE DE MAYALDE                              ;0;2014/1476;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 50 A 54 AÑOS
06/02/2014;DE 20:00 A 20:59;JUEVES;CHAMARTIN                     ;CALLE DE MAURICIO LEGENDRE NUM                                                                      ;40;2014/1285;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
10/02/2014;DE 22:00 A 22:59;LUNES;CARABANCHEL                   ;CARRIL  ANILLO VERDE CICLISTA KM.                                                                   ;32800;2014/1445;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 15 A 17 AÑOS
12/02/2014;DE 19:00 A 19:59;MIERCOLES;HORTALEZA                     ;AVENIDA DE LOS ANDES - AVENIDA DE MACHUPICHU                                                        ;0;2014/1533;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
12/02/2014;DE 20:00 A 20:59;MIERCOLES;CIUDAD LINEAL                 ;CALLE DE AGASTIA - CALLE DEL DUQUE DE TAMAMES                                                       ;0;2014/1484;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
13/02/2014;DE 13:00 A 13:59;JUEVES;RETIRO                        ;CALLE DE ALFONSO XII - PLAZA DE LA INDEPENDENCIA                                                    ;0;2014/2481;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 45 A 49 AÑOS
13/02/2014;DE 13:00 A 13:59;JUEVES;USERA                         ;AVENIDA DE LOS POBLADOS - CALLE DE LA EXPROPIACION                                                  ;0;2014/1746;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 70 A 74 AÑOS
13/02/2014;DE 14:00 A 14:59;JUEVES;RETIRO                        ;CALLE DE LA ESTRELLA POLAR - CALLE DE LOS ASTROS                                                    ;0;2014/1483;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 55 A 59 AÑOS
13/02/2014;DE 20:00 A 20:59;JUEVES;SALAMANCA                     ;AVENIDA DE LOS TOREROS NUM                                                                          ;45;2014/2324;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;2;COLISIÓN MÚLTIPLE                       ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 25 A 29 AÑOS
15/02/2014;DE 13:00 A 13:59;SABADO;MONCLOA-ARAVACA               ;CALLE DE ARROYOFRESNO NUM                                                                           ;3;2014/1647;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;NO ASIGNADA;DE 45 A 49 AÑOS
15/02/2014;DE 19:00 A 19:59;SABADO;PUENTE DE VALLECAS            ;CALLE DE MARTINEZ DE LA RIVA - CALLE DE SIERRA BERMEJA                                              ;0;2014/1571;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
15/02/2014;DE 21:00 A 21:59;SABADO;PUENTE DE VALLECAS            ;AVENIDA DE PEÑA PRIETA - CALLE DE LOS HERMANOS CARPI                                                ;0;2014/1572;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
15/02/2014;DE 23:00 A 23:59;SABADO;CENTRO                        ;CALLE DE FUENCARRAL NUM                                                                             ;100;2014/1650;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
16/02/2014;DE 12:00 A 12:59;DOMINGO;CARABANCHEL                   ;AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS                                   ;0;2014/1665;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 40 A 44 AÑOS
17/02/2014;DE 14:00 A 14:59;LUNES;CHAMBERI                      ;CALLE DE ELOY GONZALO - CALLE DE QUESADA                                                            ;0;2014/1616;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 40 A 44 AÑOS
17/02/2014;DE 21:00 A 21:59;LUNES;CARABANCHEL                   ;AVENIDA DE OPORTO - CALLE DEL CAMINO VIEJO DE LEGANES                                               ;0;2014/1678;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 25 A 29 AÑOS
18/02/2014;DE 8:00 A 8:59;MARTES;USERA                         ;AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS                                   ;0;2014/1950;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN MÚLTIPLE                       ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
18/02/2014;DE 11:00 A 11:59;MARTES;LATINA                        ;AVENIDA DE PORTUGAL NUM                                                                             ;1;2014/1684;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 55 A 59 AÑOS
18/02/2014;DE 17:00 A 17:59;MARTES;SAN BLAS                      ;CALLE DE CASTROPOL - CALLE DEL CASTILLO DE AREVALO                                                  ;0;2014/1707;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
19/02/2014;DE 17:00 A 17:59;MIERCOLES;SAN BLAS                      ;CALLE DE ESTOCOLMO - CALLE DE SOFIA                                                                 ;0;2014/1721;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 35 A 39 AÑOS
20/02/2014;DE 6:00 A 6:59;JUEVES;USERA                         ;AVENIDA DE RAFAELA YBARRA - CALLE DE DOLORES BARRANCO                                               ;0;2014/2079;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
20/02/2014;DE 8:00 A 8:59;JUEVES;FUENCARRAL-EL PARDO           ;AVENIDA DEL CARDENAL HERRERA ORIA - AVENIDA DEL LLANO CASTELLANO                                    ;0;2014/1777;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
23/02/2014;DE 12:00 A 12:59;DOMINGO;LATINA                        ;CALLE DE ILLESCAS - CALLE DE VALMOJADO                                                              ;0;2014/1850;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 15 A 17 AÑOS
23/02/2014;DE 14:00 A 14:59;DOMINGO;RETIRO                        ;CALLE DE NARVAEZ - CALLE DE O'DONNELL                                                               ;          ;2014/1835;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 0 A 5 AÑOS
23/02/2014;DE 17:00 A 17:59;DOMINGO;RETIRO                        ;CALLE DE ALFONSO XII - PASEO DE LA INFANTA ISABEL                                                   ;0;2014/2795;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
23/02/2014;DE 18:00 A 18:59;DOMINGO;HORTALEZA                     ;CALLE DE ANDRES OBISPO - GLORIETA DE FRANCISCO FERNANDEZ ORDOÑEZ                                    ;0;2014/1873;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
25/02/2014;DE 17:00 A 17:59;MARTES;ARGANZUELA                    ;CALLE DE MENDEZ ALVARO NUM                                                                          ;20;2014/1955;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
25/02/2014;DE 17:00 A 17:59;MARTES;CARABANCHEL                   ;CALLE DE EUGENIA DE MONTIJO NUM                                                                     ;95;2014/2016;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 10 A 14 AÑOS
26/02/2014;DE 13:00 A 13:59;MIERCOLES;HORTALEZA                     ;AVENIDA DE SAN LUIS NUM                                                                             ;25;2014/2109;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 10 A 14 AÑOS
26/02/2014;DE 19:00 A 19:59;MIERCOLES;MONCLOA-ARAVACA               ;CALLE DEL MARQUES DE URQUIJO - PASEO DEL PINTOR ROSALES                                             ;0;2014/1984;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN MÚLTIPLE                       ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 55 A 59 AÑOS
26/02/2014;DE 23:00 A 23:59;MIERCOLES;HORTALEZA                     ;CALLE DE AREQUIPA - CALLE DE JAVIER DEL QUINTO                                                      ;0;2014/2430;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
