CODIGO;NOMBRE;INSTITUCION;DIRECCION;CODIGO_POSTAL;LOCALIDAD;PROVINCIA;COMUNIDAD_AUTONOMA;PAIS;TRANSPORTE;AÑO_FUNDACION;HORARIO;TIPO_ACCESO;NOTAS_ACCESO;TIPO_BIBLIOTECA;TIPO_DEPENDENCIA;PRESTAMO_INTERBIBLIOTECARIO;CATALOGOS_IMPRESOS;OBSERVACIONES
X41000101;Instituto Cervantes. Biblioteca (Londres, Reino Unido);Instituto Cervantes;15-19 Devereux Court;WC2R 3JJ;Londres;;;Reino Unido;;;;Acceso libre;;Especializada;Administración pública central
060110224;Conservatorio Oficial de Música (Almendralejo, Badajoz. Biblioteca;Junta de Extremadura;Avda. de San Antonio 1;06200;Almendralejo;Badajoz;Extremadura;España;;;;Acceso restringido;para profesores y alumnos;Especializada;Administración autonómica
060120043;Biblioteca Pública Municipal Luis Chamizo (Arroyo de San Serván, Badajoz);Biblioteca Pública Municipal Luis Chamizo (Arroyo de San Serván, Badajoz);Avda. Constitución s/n;06850;Arroyo de San Serván;Badajoz;Extremadura;España;;1967;Lunes-viernes de 19-21'30, Verano de 20'30-22'30, Cerrada vacaciones escolares .;Acceso libre;;General/Pública;Administración local municipal
060130328;Agencia de Lectura (Atalaya, Badajoz);Agencia de Lectura (Atalaya, Badajoz);Ayuntamiento;06329;Atalaya;Badajoz;Extremadura;España;;;;Acceso libre;;General/Pública;Administración local municipal
060140009;Instituto de Educación Secundaria. IES Bembézar (Azuaga, Badajoz). Biblioteca;Junta de Extremadrua;Avda. de Santo Tomás de Aquino 4;06920;Azuaga;Badajoz;Extremadura;España;;1980;Lunes-viernes de 9'25-13'35;Acceso restringido;para profesores y alumnos;Escolar;Administración autonómica
060140044;Biblioteca Pública Municipal (Azuaga, Badajoz);Biblioteca Pública Municipal (Azuaga, Badajoz);Plaza de la Merced 14;06920;Azuaga;Badajoz;Extremadura;España;;1954;Lunes-viernes de 10-14 y de 17-20;Acceso libre;;General/Pública;Administración local municipal;a nivel nacional
060140329;Agencia de Lectura de la Cardenchosa (Azuaga, Badajoz);Agencia de Lectura de la Cardenchosa (Azuaga, Badajoz);Escuelas 2;06929;Azuaga;Badajoz;Extremadura;España;;;;Acceso libre;;General/Pública;Administración local municipal
060150001;Biblioteca Pública del Estado Bartolomé José Gallardo (Badajoz);Biblioteca Pública del Estado Bartolomé José Gallardo;Avda. de Europa 2;06004;Badajoz;Badajoz;Extremadura;España;;;Lunes-viernes de 9'30-13 y de 17-20, Sábados y Domingos de 9-14 y de 17-21;Acceso libre;;General/Pública;Administración autonómica;;Catálogo de revistas y publicaciones periódicas/ Mª del Carmen de la Carrera Mancera, Guzmán López Navarrete. - Mérida: Editora Regional de Extremadura, 1993
060150005;Universidad de Extremadura. Facultad de Educación. Biblioteca;Universidad de Extremadura. Facultad de Educación;Avda. de Elvas s/n;06006;Badajoz;Badajoz;Extremadura;España;;1963;Lunes-viernes de 09-14'30 y de 15'30-21;Acceso restringido;para profesores y alumnos;Universitaria;Administración autonómica
060150006;Instituto de Educación Secundaria. IES Rodríguez Moñino (Badajoz). Biblioteca;Junta de Extremadura;Avda. República Dominicana 5;06011;Badajoz;Badajoz;Extremadura;España;;1970;Lunes-viernes de 9'30-13'30, Martes y miércoles de 17-19'30;Acceso restringido;para profesores y alumnos;Escolar;Administración autonómica
060150027;Universidad de Extremadura. Escuela de Ingenierías Agrarias. Biblioteca;Universidad de Extremadura;Avda. Adolfo Suárez s/n;06005;Badajoz;Badajoz;Extremadura;España;;1973;Lunes-viernes de 9-21;Acceso restringido;para alumnos y profesionales;Universitaria;Administración autonómica
060150028;Biblioteca Pública Municipal Antonio Domínguez (Badajoz);Biblioteca Pública Municipal Antonio Domínguez (Badajoz);Tomillo 46;06010;Badajoz;Badajoz;Extremadura;España;;;Lunes-Viernes de 17'30-19'30;Acceso libre;;General/Pública;Administración local municipal
060150029;Centro Penitenciario de Badajoz. Biblioteca;Ministerio del Interior. Dirección General de Instituciones Penitenciarias. Centro Penitenciario de Badajoz. Biblioteca;Ctra. de Olivenza Km. 7'5;06007;Badajoz;Badajoz;Extremadura;España;;1984;Lunes-viernes de 9-13 y de 16'30-19;Acceso restringido;para internos y funcionarios;General/Pública;Administración pública central
060150031;Real Sociedad Económica Extremeña de Amigos del País. RSEEAP (Badajoz). Biblioteca;Real Sociedad Económica Extremeña de Amigos del País. RSEEAP;San Juan 6;06002;Badajoz;Badajoz;Extremadura;España;;1870;Lunes-viernes de 10-14 y de 17-19'30;Acceso restringido;;General/Pública;Entidad privada;;;La mayoría de los títulos son regionales. 'El Avisador', 'Correo de Extremadura', 'La Coalición', 'El Curioso Extremeño', 'Diario de Badajoz', 'Nuevo Diario de Badajoz', 'Heraldo de Badajoz', 'La Libertad', 'Magisterio Extremeño', 'Noticiero Extremeño', 'El Orden', 'La Región Extremeña', 'El Periódico Extremadura', 'El Hoy Diario de Extremadura', 'La Crónica de Badajoz'
060150034;Comandancia de la Guardia Civil (Badajoz). Biblioteca;Ministerio del Interior. Dirección General de la Guardia Civil. Comandancia de la Guardia Civil (Badajoz). Biblioteca;Víctor Moreno Márquez 6;06009;Badajoz;Badajoz;Extremadura;España;;1928;Lunes-sábado por la mañana;Acceso restringido;para personal del Centro;General/Pública;Administración pública central
060150037;Seminario Metropolitano San Atón (Badajoz). Biblioteca;Seminario Metropolitano San Atón (Badajoz);Manuel Saavedra Martínez 2;06006;Badajoz;Badajoz;Extremadura;España;;1786;Previa consulta;Acceso libre;;Especializada;Iglesia
060150062;Universidad de Extremadura. Facultad de Medicina. Biblioteca;Universidad de Extremadura. Facultad de Medicina;Avda. de Elvas s/n;06071;Badajoz;Badajoz;Extremadura;España;;1976;Lunes-viernes de 9-14'30 y de 15'30-21;Acceso restringido;para universitarios, docentes e investigadores;Universitaria;Administración autonómica;a nivel nacional
060150063;Universidad de Extremadura. Escuela de Ingenierías Industriales. Biblioteca;Universidad de Extremadura. Escuela de Ingenierías Industriales;Avda. de Elvas s/n;06006;Badajoz;Badajoz;Extremadura;España;;1975;Lunes-viernes de 8-21'30;Acceso restringido;para profesores y alumnos;Universitaria;Administración autonómica
060150080;Universidad de Extremadura. Biblioteca Central Campus Badajoz;Universidad de Extremadura;Avda. de Elvas s/n;06006;Badajoz;Badajoz;Extremadura;España;;1983;Lunes-viernes de 8'30-21'30;Acceso libre;;Universitaria;Administración autonómica;a nivel nacional y local
060150098;Hospital Maternal e Infantil (Badajoz). Biblioteca;Junta de Extremadura;La Violeta 3;06010;Badajoz;Badajoz;Extremadura;España;;1983;Lunes-viernes de 8-15;Acceso restringido;;Especializada;Administración autonómica;a nivel nacional y local
060150100;Audiencia Provincial de Badajoz. Biblioteca;Audiencia Provincial de Badajoz;Avda. de Colón 4;06007;Badajoz;Badajoz;Extremadura;España;;;Lunes-viernes de 8-15;Acceso restringido;para magistrados;Especializada;Administración pública central
060150102;Centro de Estudios Extremeños (Badajoz). Biblioteca;Centro de Estudios Extremeños (Badajoz);Godofredo Ortega Muñoz 2;06011;Badajoz;Badajoz;Extremadura;España;;1927;Lunes-viernes de 8-14;Acceso libre;;Especializada;Admón local provincial, insular, etc.
060150139;Diputación Provincial de Badajoz. Archivo. Biblioteca Auxiliar;Diputación Provincial de Badajoz;Avda. José María Alcaraz y Alenda 1. Pasaje;06011;Badajoz;Badajoz;Extremadura;España;;1813;Lunes-viernes de 8'30-14'30;Acceso libre;;Especializada;Administración autonómica
060150143;AEMET. Agencia Estatal de Meteorología. Delegación Territorial en Extremadura (Badajoz). Sucursal de la Biblioteca Central;AEMET. Agencia Estatal de Meteorología;Avda. de Elvas s/n. Apdo. correos 30173;06071;Badajoz;Badajoz;Extremadura;España;;1961;Lunes-viernes de 9-14;Acceso restringido;para personal del centro y consultas autorizadas;Especializada;Administración pública central
060150148;Hospital Provincial San Sebastián (Badajoz). Biblioteca;Hospital Provincial San Sebastián (Badajoz). Biblioteca;Plaza de Minayo 2;06002;Badajoz;Badajoz;Extremadura;España;;1985;Lunes-viernes de 9-14;Acceso restringido;;Especializada;Administración autonómica
060150150;Museo Arqueológico Provincial (Badajoz). Biblioteca;Museo Arqueológico Provincial (Badajoz);Plaza José Álvarez y Sáez de Buruaga s/n;06002;Badajoz;Badajoz;Extremadura;España;;1867;Lunes-viernes de 8-15;Acceso restringido;con carnet de usuario;Especializada;Administración autonómica
060150151;Hospital Perpetuo Socorro (Badajoz). Biblioteca;Junta de Extremadura;Damián Téllez Lafuente s/n;06010;Badajoz;Badajoz;Extremadura;España;;1956;Lunes-Viernes de 10-13;Acceso restringido;para personal del Centro;Especializada;Administración autonómica
060150156;Colegio Santo Ángel (Badajoz). Biblioteca;Colegio Santo Ángel (Badajoz);Ramón Albarrán 20;06002;Badajoz;Badajoz;Extremadura;España;;;Martes de 10-12, jueves de 10'30-12;Acceso restringido;para profesores y alumnos;Escolar;Entidad privada
060150158;Instituto de Educación Secundaria. IES Bárbara de Braganza (Badajoz). Biblioteca;Junta de Extremadura;Ciudad de Évora 2;06003;Badajoz;Badajoz;Extremadura;España;;1963;Lunes-viernes de 9-13;Acceso restringido;para profesores y alumnos;Escolar;Administración autonómica
060150159;Instituto de Educación Secundaria. IES Zurbarán (Badajoz). Biblioteca;Junta de Extremadura;Avda. de Huelva 3;06005;Badajoz;Badajoz;Extremadura;España;;1961;Lunes viernes de 9-14 y de 16-21;Acceso restringido;para profesores y alumnos;Escolar;Administración autonómica
060150160;Instituto de Educación Secundaria. IES Ntra. Sra. de Bótoa (Badajoz). Biblioteca;Junta de Extremadura;Ctra. de Madrid Km. 396;06009;Badajoz;Badajoz;Extremadura;España;;;Lunes-jueves de 19'30-21;Acceso restringido;para profesores y alumnos;Escolar;Administración autonómica
060150161;Instituto de Educación Secundaria. IES Castelar (Badajoz). Biblioteca;Junta de Extremadura;Avda. Ramón y Cajal s/n;06001;Badajoz;Badajoz;Extremadura;España;;1975;Lunes-viernes de 8'30-14'30 y de 15'30-21'30;Acceso restringido;para profesores y alumnos;Escolar;Administración autonómica
060150163;Instituto de Educación Secundaria. IES Reino Aftasí (Badajoz). Biblioteca;Junta de Extremadura;Avenida Diario Hoy 34;06008;Badajoz;Badajoz;Extremadura;España;;1979;Lunes-viernes de 8'30-14;Acceso restringido;para profesores y alumnos;Escolar;Administración autonómica
060150164;Instituto de Educación Secundaria. IES San Fernando (Badajoz). Biblioteca;Junta de Extremadura;Avda. Augusto Vázquez 1;06006;Badajoz;Badajoz;Extremadura;España;;1984;Lunes-viernes de 9'30-13'30, Lunes a jueves de 17-20;Acceso restringido;para profesores y alumnos;Escolar;Administración autonómica;a nivel local
060150221;Hospital Regional Universitario Infanta Cristina (Badajoz). Biblioteca;Junta de Extremadura;Avda. de Elvas s/n;06006;Badajoz;Badajoz;Extremadura;España;;1987;Lunes-viernes de 8-15;Acceso libre;;Especializada;Administración autonómica;a nivel nacional y local
060150222;Universidad de Extremadura. Servicio de Bibliotecas;Universidad de Extremadura. Servicio de Bibliotecas;Avda. de Elvas s/n. Edificio del Rectorado;06071;Badajoz;Badajoz;Extremadura;España;;1973;Lunes-viernes de 9-21;Acceso restringido;para profesores y alumnos;Universitaria;Administración autonómica
060150223;Confederación Hidrográfica del Guadiana (Badajoz). Biblioteca;Confederación Hidrográfica del Guadiana (Badajoz);Sinforiano Madroñero 12;06011;Badajoz;Badajoz;Extremadura;España;;1989;Lunes-viernes de 8-15;Acceso restringido;;Especializada;Administración pública central
060150232;Residencia Universitaria Juan XXIII (Badajoz). Biblioteca;Residencia Universitaria Juan XXIII (Badajoz). Biblioteca;Ronda del Pilar 18;06002;Badajoz;Badajoz;Extremadura;España;;1986;Lunes-viernes de 12-14 y de 19-21;Acceso restringido;para residentes;General/Pública;Administración autonómica
060150233;Universidad de Extremadura. Facultad de Ciencias de la Documentación y Comunicación. Biblioteca Diego Hidalgo Schnur;Universidad de Extremadura;Plaza Ibn Marwan s/n;06001;Badajoz;Badajoz;Extremadura;España;;1994;Lunes-viernes de 9-21;Acceso libre;;Universitaria;Administración autonómica;a nivel nacional y local
060150288;Biblioteca Pública Municipal Felipe Trigo de Pueblo Nuevo del Guadiana (Badajoz);Biblioteca Pública Municipal Felipe Trigo de Pueblo Nuevo del Guadiana (Badajoz);Rincón 2.  Pueblonuevo del Guadiana;06184;Badajoz;Badajoz;Extremadura;España;;1989;Lunes-viernes de 17-20;Acceso libre;;General/Pública;Administración local municipal;a nivel local
060150291;Biblioteca Pública Municipal Cerro de Reyes (Badajoz);Biblioteca Pública Municipal Cerro de Reyes (Badajoz);Gustavo Adolfo Bécquer s/n;06010;Badajoz;Badajoz;Extremadura;España;;;Lunes-Viernes de 17'30-19'30;Acceso libre;;General/Pública;Administración local municipal
060150292;Biblioteca Pública Municipal Barriada de Llera (Badajoz);Biblioteca Pública Municipal Barriada de Llera (Badajoz);Álamo 3;06011;Badajoz;Badajoz;Extremadura;España;;;Lunes-Viernes de 17'30-19'30;Acceso libre;;General/Pública;Administración local municipal
060150293;Biblioteca Pública Municipal Barrio Pardaleras (Badajoz);Biblioteca Pública Municipal Barrio Pardaleras (Badajoz);Lucas Vázquez Aillón s/n;06003;Badajoz;Badajoz;Extremadura;España;;;Lunes-Viernes de 17'30-19'30;Acceso libre;;General/Pública;Administración local municipal
060150294;Biblioteca Pública Municipal Barrio de San Roque (Badajoz);Biblioteca Pública Municipal Barrio de San Roque (Badajoz);Plaza Teresa Isturiz s/n;06008;Badajoz;Badajoz;Extremadura;España;;;Lunes-Viernes de 17'30-19'30;Acceso libre;;General/Pública;Administración local municipal
060150295;Biblioteca Pública Municipal Barrio Santa Isabel (Badajoz);Biblioteca Pública Municipal Barrio Santa Isabel (Badajoz);García de Paredes 11;06006;Badajoz;Badajoz;Extremadura;España;;;Lunes-Viernes de 17'30-19'30;Acceso libre;;General/Pública;Administración local municipal
060150300;Museo Extremeño e Iberoamericano de Arte Contemporáneo. MEIAC (Badajoz). Biblioteca;Museo Extremeño e Iberoamericano de Arte Contemporáneo. MEIAC (Badajoz);Museo s/n;06003;Badajoz;Badajoz;Extremadura;España;;1995;Lunes-viernes de 9-14;Acceso libre;;Especializada;Administración autonómica
060150302;Instituto de Educación Secundaria. IES Bioclimático (Badajoz). Biblioteca;InstitJunta de Extremadura;Juan Miro s/n;06011;Badajoz;Badajoz;Extremadura;España;;;Horario escolar;Acceso restringido;para alumnos;Escolar;Administración autonómica
060150303;Instituto de Educación Secundaria. IES San José (Badajoz). Biblioteca;Junta de Extremadura;Avda. Padre Tacoronte 11 A;06007;Badajoz;Badajoz;Extremadura;España;;;Lunes-viernes de 8'30-14'30 y de 16'30-18'30;Acceso libre;para alumnos;Escolar;Administración autonómica
060150304;Instituto de Educación Secundaria. IES San Roque (Badajoz). Biblioteca;Junta de Extremadura;Lino Duarte Insúa s/n;06009;Badajoz;Badajoz;Extremadura;España;;;;Acceso restringido;para alumnos;Escolar;Administración autonómica
060150305;Instituto de Educación Secundaria. IES Maestro Domingo Cáceres (Badajoz). Biblioteca;Junta de Extremadura;Tomás Romero de Castilla s/n;06011;Badajoz;Badajoz;Extremadura;España;;;;Acceso restringido;para alumnos;Escolar;Administración autonómica
060150311;Biblioteca de Extremadura (Badajoz);Biblioteca de Extremadura (Badajoz);Plaza Ibn Marwan s/n;06001;Badajoz;Badajoz;Extremadura;España;;2002;Lunes-Viernes de 9'30-13'30 y de 17-20. Verano de 8'15-14'45;Acceso libre;;Nacional/Regional CC.AA.;Administración autonómica
060150312;Biblioteca Pública Municipal Guadiana del Caudillo (Badajoz);Biblioteca Pública Municipal Guadiana del Caudillo (Badajoz);Mayor 19;06186;Badajoz;Badajoz;Extremadura;España;;;Lunes-Viernes de .;Acceso libre;;General/Pública;Administración local municipal
060150313;Biblioteca Pública Municipal de Valdebotoa (Badajoz);Biblioteca Pública Municipal de Valdebotoa (Badajoz);Milagrosa;06194;Badajoz;Badajoz;Extremadura;España;;;Lunes-Viernes de 17'30-19'30;Acceso libre;;General/Pública;Administración local municipal
060150314;Museo Provincial de Bellas Artes (Badajoz). Biblioteca;Museo Provincial de Bellas Artes (Badajoz);Duque de San Germán 3;06001;Badajoz;Badajoz;Extremadura;España;;1993;Martes-Domingos de 10-14;Acceso restringido;para investigadores;Especializada;Admón local provincial, insular, etc.
060150315;Archivo Histórico Provincial (Badajoz). Biblioteca Auxiliar;Archivo Histórico Provincial (Badajoz);Avda. Europa 2, 3ª planta;06004;Badajoz;Badajoz;Extremadura;España;;1944;Lunes-Viernes de 8'30-14'30;Acceso restringido;;Especializada;Administración pública central
060150316;Escuela de Estudios de Ciencias de la Salud y de la Atencíón Sociosanitaria (Badajoz). Biblioteca;Junta de Extremadura;Jerusalén 2;06003;Badajoz;Badajoz;Extremadura;España;;2000;Lunes-viernes de 8-15;Acceso restringido;;Especializada;Administración autonómica;Nacional, C17
060150330;Agencia de Lectura de Alvarado (Badajoz);Agencia de Lectura de Alvarado (Badajoz);Plaza Mayor s/n;06170;Badajoz;Badajoz;Extremadura;España;;;;Acceso libre;;General/Pública;Administración local municipal
060150331;Agencia de Lectura de Balboa (Badajoz);Agencia de Lectura de Balboa (Badajoz);Rio 7;06195;Badajoz;Badajoz;Extremadura;España;;;Lunes-Viernes de 17'30-19'30, Verano de 11'30-13'30;Acceso libre;;General/Pública;Administración local municipal
060150332;Agencia de Lectura de Sagrajas (Badajoz);Agencia de Lectura de Sagrajas (Badajoz);Guadalupe 6;06181;Badajoz;Badajoz;Extremadura;España;;;Lunes-Viernes de 17'30-19'30, Verano de 11'30-13'30;Acceso libre;;General/Pública;Administración local municipal
060150361;Agencia de Lectura de Novelda del Guadiana (Badajoz);Agencia de Lectura de Novelda del Guadiana (Badajoz);Ayuntamiento;06183;Badajoz;Badajoz;Extremadura;España;;;;Acceso libre;;General/Pública;Administración local municipal
060160113;Biblioteca Pública Municipal Francisco de Peñaranda (Barcarrota, Badajoz);Biblioteca Pública Municipal Francisco de Peñaranda (Barcarrota, Badajoz);Plaza del Altozano 5;06160;Barcarrota;Badajoz;Extremadura;España;;1956;Lunes-viernes de 12-14 y de 17-22;Acceso libre;;General/Pública;Administración local municipal
060160166;Instituto de Educación Secundaria. IES Virgen del Soterraño (Barcarrota, Badajoz). Biblioteca;Junta de Extremadura;Palmela s/n;06160;Barcarrota;Badajoz;Extremadura;España;;1987;Lunes-viernes horario lectivo;Acceso restringido;para profesores y alumnos;Escolar;Administración autonómica
060170269;Agencia de Lectura (Baterno, Badajoz);Agencia de Lectura (Baterno, Badajoz);Cuatro Caminos 10;06659;Baterno;Badajoz;Extremadura;España;;;;Acceso libre;;General/Pública;Administración local municipal
060180270;Agencia de Lectura (Benquerencia de la Serena, Badajoz);Agencia de Lectura (Benquerencia de la Serena, Badajoz);Altillo 26;06429;Benquerencia de la Serena;Badajoz;Extremadura;España;;;;Acceso libre;;General/Pública;Administración local municipal
060180333;Agencia de Lectura de Helechal (Benquerencia de la Serena, Badajoz);Agencia de Lectura de Helechal (Benquerencia de la Serena, Badajoz);Carretera s/n;06613;Benquerencia de la Serena;Badajoz;Extremadura;España;;;;Acceso libre;;General/Pública;Administración local municipal
060180334;Agencia de Lectura de la Nava (Benquerencia de la Serena, Badajoz);Agencia de Lectura de la Nava (Benquerencia de la Serena, Badajoz);Carretera s/n;06615;Benquerencia de la Serena;Badajoz;Extremadura;España;;;;Acceso libre;;General/Pública;Administración local municipal
060190167;Biblioteca Pública Municipal (Berlanga, Badajoz);Biblioteca Pública Municipal (Berlanga, Badajoz);Fuentes 3;06930;Berlanga;Badajoz;Extremadura;España;;1988;Lunes-viernes de 18-21, Sábado de 10-13;Acceso libre;;General/Pública;Administración local municipal
060200168;Biblioteca Pública Municipal Antonio Bienvenida (Bienvenida, Badajoz);Biblioteca Pública Municipal Antonio Bienvenida (Bienvenida, Badajoz);Plaza de España 1;06250;Bienvenida;Badajoz;Extremadura;España;;1986;Lunes-viernes de 18-20, Verano de 12-14;Acceso libre;;General/Pública;Administración local municipal
060210136;Biblioteca Pública Municipal San Blas (Bodonal de la Sierra, Badajoz);Biblioteca Pública Municipal San Blas (Bodonal de la Sierra, Badajoz);Rua 25;06394;Bodonal de la Sierra;Badajoz;Extremadura;España;;1987;Lunes-viernes de 17-19;Acceso libre;;General/Pública;Administración local municipal
060220046;Biblioteca Pública Municipal Luis Chamizo (Burguillos del Cerro, Badajoz);Ayuntamiento de Burguillos del Cerro;Nuestra Señora de Guadalupe 3;06370;Burguillos del Cerro;Badajoz;Extremadura;España;;1978;Lunes-viernes de 17'30-19'30, Verano de 18-20;Acceso libre;;General/Pública;Administración local municipal
060220271;Biblioteca Pública Municipal del Centro Sociocultural (Burguillos del Cerro, Badajoz);Ayuntamiento de Burguillos del Cerro;Avda. de la Juventud s/n;06370;Burguillos del Cerro;Badajoz;Extremadura;España;;1995;;Acceso libre;;General/Pública;Administración local municipal
060230114;Biblioteca Pública Municipal (Cabeza del Buey, Badajoz);Biblioteca Pública Municipal (Cabeza del Buey, Badajoz);Plaza de la Fuente s/n;06600;Cabeza del Buey;Badajoz;Extremadura;España;;1982;Lunes-viernes de 18-21, Verano de 10-13;Acceso libre;;General/Pública;Administración local municipal
060230169;Instituto de Educación Secundaria. IES Muñoz Torrero (Cabeza de Buey, Badajoz). Biblioteca;Junta de Extremadura;Avda. de Belén s/n;06600;Cabeza del Buey;Badajoz;Extremadura;España;;1977;Lunes-viernes horario lectivo;Acceso restringido;para profesores y alumnos;Escolar;Administración autonómica
060230355;Bibloteca Pública Municipal Casimiro Barbado González (Cabeza de Buey, Badajoz);Bibloteca Pública Municipal Casimiro Barbado González (Cabeza de Buey, Badajoz);Plaza de la Fuente s/n;06600;Cabeza del Buey;Badajoz;Extremadura;España;;;Lunes-Viernes de 9-14;Acceso libre;;General/Pública;Administración local municipal
060240237;Biblioteca Pública Municipal Diego María de la Tordoya (Cabeza la Vaca, Badajoz);Biblioteca Pública Municipal Diego María de la Tordoya (Cabeza la Vaca, Badajoz);Bastimento 21;06293;Cabeza la Vaca;Badajoz;Extremadura;España;;1991;Lunes-viernes de 17-20;Acceso libre;;General/Pública;Administración local municipal
060250238;Biblioteca Pública Municipal (Calamonte, Badajoz);Biblioteca Pública Municipal (Calamonte, Badajoz);Doctor Marañón 3;06810;Calamonte;Badajoz;Extremadura;España;;1988;Lunes-viernes de 11'30-14 y de 15'30-20'30;Acceso libre;;General/Pública;Administración local municipal
060260115;Biblioteca Pública Municipal (Calera de León, Badajoz);Biblioteca Pública Municipal (Calera de León, Badajoz);Ayuntamiento;06292;Calera de León;Badajoz;Extremadura;España;;1987;Lunes-viernes de 19-21, Verano de 18-22;Acceso libre;;General/Pública;Administración local municipal
060270170;Agencia de Lectura (Calzadilla de los Barros, Badajoz);Agencia de Lectura (Calzadilla de los Barros, Badajoz);Barrio 59;06249;Calzadilla de los Barros;Badajoz;Extremadura;España;;1986;Lunes-viernes de 17-19, Verano de 19-20'30;Acceso libre;;General/Pública;Administración local municipal
060280105;Biblioteca Pública Municipal José Gallardo (Campanario, Badajoz);Biblioteca Pública Municipal José Gallardo (Campanario, Badajoz);Avda. de la Constitución s/n;06460;Campanario;Badajoz;Extremadura;España;;1955;Lunes-viernes de 17-20, Sábado de 11-13;Acceso libre;;General/Pública;Administración local municipal;a nivel local
060290171;Biblioteca Pública Municipal (Campillo de Llerena, Badajoz);Biblioteca Pública Municipal (Campillo de Llerena, Badajoz);Pilar s/n;06443;Campillo de Llerena;Badajoz;Extremadura;España;;1980;Lunes-viernes de 17-20;Acceso libre;;General/Pública;Administración local municipal
060310239;Agencia de Lectura  (Carmonita, Badajoz);Agencia de Lectura  (Carmonita, Badajoz);Avda. de Extremadura 3;06488;Carmonita;Badajoz;Extremadura;España;;;Lunes-viernes tardes;Acceso libre;;General/Pública;Administración local municipal
060330240;Biblioteca Pública Municipal Espronceda (Casas de Don Pedro, Badajoz);Biblioteca Pública Municipal Espronceda (Casas de Don Pedro, Badajoz);La Carrera 51;06770;Casas de Don Pedro;Badajoz;Extremadura;España;;1982;Lunes-viernes 3 horas;Acceso libre;;General/Pública;Administración local municipal
060350116;Biblioteca Pública Municipal (Castilblanco, Badajoz);Biblioteca Pública Municipal (Castilblanco, Badajoz);Plaza de España 1;06680;Castilblanco;Badajoz;Extremadura;España;;1978;Lunes-viernes de 16-19, Verano de 17-20;Acceso libre;;General/Pública;Administración local municipal
060360010;Biblioteca Pública Municipal Gonzalo Soubrier (Castuera, Badajoz);Ayuntamiento de Castuera;Gabriel y Galán 2;06420;Castuera;Badajoz;Extremadura;España;;1941;Lunes-sábados de 9-14'30 y de 16-21'30;Acceso libre;;General/Pública;Administración local municipal
060360219;Instituto de Educación Secundaria. IES La Serena (Castuera, Badajoz). Biblioteca;Junta de Extremadura;Pilar 47;06420;Castuera;Badajoz;Extremadura;España;;1976;Lunes-viernes horario lectivo;Acceso restringido;para profesores y alumnos;Escolar;Administración autonómica
060370245;Biblioteca Pública Municipal (La Codosera, Badajoz);Biblioteca Pública Municipal (La Codosera, Badajoz);Travesía Miguel de Cervantes;06518;Codosera (La);Badajoz;Extremadura;España;;1995;Lunes-viernes de 17-21, Jueves de 14'30-15'30, Sábado de 10-13;Acceso libre;;General/Pública;Administración local municipal
060380357;Biblioteca Pública Municipal (Cordobilla de Lácara, Badajoz);Biblioteca Pública Municipal (Cordobilla de Lácara, Badajoz);Avda. del Progreso s/n;06487;Cordobilla de Lácara;Badajoz;Extremadura;España;;;;Acceso libre;;General/Pública;Administración local municipal
060390106;Biblioteca Pública Municipal Antonio Horrillo Arias (La Coronada, Badajoz);Biblioteca Pública Municipal Antonio Horrillo Arias (La Coronada, Badajoz);Calle Real 46;06469;Coronada (La);Badajoz;Extremadura;España;;1986;Lunes-viernes 16-20;Acceso libre;;General/Pública;Administración local municipal;a nivel local
060400173;Biblioteca Pública Municipal (Corte de Peleas, Badajoz);Biblioteca Pública Municipal (Corte de Peleas, Badajoz);Avda. de Extremadura 16;06196;Corte de Peleas;Badajoz;Extremadura;España;;1987;Lunes-viernes de 17-20;Acceso libre;;General/Pública;Administración local municipal
060410337;Agencia de Lectura (Cristina, Badajoz);Agencia de Lectura (Cristina, Badajoz);Santa Cristina 45;06479;Cristina;Badajoz;Extremadura;España;;;;Acceso libre;;General/Pública;Administración local municipal
060420356;Biblioteca Pública Municipal Victoria Díez (Cheles, Badajoz);Biblioteca Pública Municipal Victoria Díez (Cheles, Badajoz);Morón 41;06105;Cheles;Badajoz;Extremadura;España;;;;Acceso libre;;General/Pública;Administración local municipal
060430272;Agencia de Lectura Luis Álvarez Lencero (Don Álvaro, Badajoz);Agencia de Lectura Luis Álvarez Lencero (Don Álvaro, Badajoz);Plaza de España 5;06820;Don Álvaro;Badajoz;Extremadura;España;;;;Acceso libre;;General/Pública;Administración local municipal
060440011;Instituto de Educación Secundaria. IES Donoso Cortés (Don Benito, Badajoz). Biblioteca;Junta de Extremadura;Avda. Alonso Martín 12;06400;Don Benito;Badajoz;Extremadura;España;;1955;Lunes-viernes de 9'30-13'30;Acceso restringido;para profesores y alumnos;Escolar;Administración autonómica
060440012;Instituto de Educación Secundaria. IES Luis Chamizo (Don Benito, Badajoz). Biblioteca;Junta de Extremadura;Avda. Vegas Altas 111;06400;Don Benito;Badajoz;Extremadura;España;;1967;Lunes-viernes de 8'30-14'30 y de 19-23;Acceso restringido;para profesores y alumnos;Escolar;Administración autonómica
