X,Y,OBJECTID_1,OBJECTID,ID_EVENTO,EVENTO,GRATUITO,DIAS_SEMANA,FECHA,HORA,TIPO,ACTIVIDAD,INSTALACION,CONTENT_UR,URL_ACTIVI,URL_INSTAL
-3.608621735999975,40.405286127000068,11,11,7654668,Actividades. Actuación del Coro Rociero 'Oro Viejo',No,"L,M,X,J,V,S,D",24-10-2014,19:00, ,Actividades. Programación del Centro El Madroño. Octubre 2014,Centro Cultural el Madroño (Vicálvaro),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8ad97acec80c8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a7c55aab080c8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=57b63d0b5e71c010VgnVCM1000000b205a0aRCRD
-3.608621735999975,40.405286127000068,12,12,7654679,Actividades. Actuación del Grupo de Baile 'Aire Nuevo' de Vicálvaro,No,"L,M,X,J,V,S,D",25-10-2014,18:00, ,Actividades. Programación del Centro El Madroño. Octubre 2014,Centro Cultural el Madroño (Vicálvaro),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cfb97acec80c8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a7c55aab080c8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=57b63d0b5e71c010VgnVCM1000000b205a0aRCRD
-3.62127587599997,40.399831518000042,13,13,7654166,Actividades. Actuación del Grupo de Folklore Extremeño Aires de la Serena,No,"L,M,X,J,V,S,D",24-10-2014,19:00, ,Actividades. Centro Valdebernardo (Vicálvaro). Octubre 2014,Centro Cultural Valdebernardo (Vicálvaro),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=032944ba130c8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64f5dc5bed1b8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD
-3.637340449999954,40.436420336000026,14,14,7673268,Actividades. Centro Cultural Príncipe de Asturias (Ciudad Lineal). Actividades infantiles: La casa del abuelo,Sí,"L,M,X,J,V,S,D",29-11-2014,18:00,/contenido/actividades/ActividadesInfantiles,Actividades. Centro Cultural Príncipe de Asturias (Ciudad Lineal). Actividades infantiles: Noviembre 2014,Centro Cultural Príncipe de Asturias (Ciudad Lineal),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9022ebfbe9ee8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=96fdebfbe9ee8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.637340449999954,40.436420336000026,15,15,7673265,Actividades. Centro Cultural Príncipe de Asturias (Ciudad Lineal). Actividades infantiles: Los náufragos y la isla perdida,Sí,"L,M,X,J,V,S,D",08-11-2014,18:00,/contenido/actividades/ActividadesInfantiles,Actividades. Centro Cultural Príncipe de Asturias (Ciudad Lineal). Actividades infantiles: Noviembre 2014,Centro Cultural Príncipe de Asturias (Ciudad Lineal),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ce70ebfbe9ee8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=96fdebfbe9ee8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.637340449999954,40.436420336000026,16,16,7673097,Actividades. Centro Cultural Príncipe de Asturias (Ciudad Lineal). Noviembre 2014. Cine: Vivir es fácil con los ojos cerrados,Sí,"L,M,X,J,V,S,D",28-11-2014,19:00,/contenido/actividades/Peliculas,Actividades. Centro Cultural Príncipe de Asturias (Ciudad Lineal). Noviembre 2014,Centro Cultural Príncipe de Asturias (Ciudad Lineal),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4aaeac4b87ee8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4a88ac4b87ee8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.637340449999954,40.436420336000026,17,17,7673230,Actividades. Centro Cultural Príncipe de Asturias (Ciudad Lineal). Noviembre 2014. Exposición Segunda vida,Sí,"L,M,X,J,V,S,D",01-11-2014,0:00,/contenido/actividades/Exposiciones,Actividades. Centro Cultural Príncipe de Asturias (Ciudad Lineal). Noviembre 2014,Centro Cultural Príncipe de Asturias (Ciudad Lineal),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=87abebfbe9ee8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4a88ac4b87ee8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.637340449999954,40.436420336000026,18,18,7673101,Actividades. Centro Cultural Príncipe de Asturias (Ciudad Lineal). Noviembre 2014. Gigantes del clasicismo,Sí,"L,M,X,J,V,S,D",21-11-2014,19:00,/contenido/actividades/Conciertos,Actividades. Centro Cultural Príncipe de Asturias (Ciudad Lineal). Noviembre 2014,Centro Cultural Príncipe de Asturias (Ciudad Lineal),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9930ac4b87ee8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4a88ac4b87ee8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.637340449999954,40.436420336000026,19,19,7673163,Actividades. Centro Cultural Príncipe de Asturias (Ciudad Lineal). Noviembre 2014. Pizza Barbacoa,Sí,"L,M,X,J,V,S,D",15-11-2014,19:00,/contenido/actividades/ObrasTeatro,Actividades. Centro Cultural Príncipe de Asturias (Ciudad Lineal). Noviembre 2014,Centro Cultural Príncipe de Asturias (Ciudad Lineal),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3b18139009ee8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4a88ac4b87ee8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.637340449999954,40.436420336000026,20,20,7673138,Actividades. Centro Cultural Príncipe de Asturias (Ciudad Lineal). Noviembre 2014. Teatro: Reinas sin corona,Sí,"L,M,X,J,V,S,D",07-11-2014,19:00,/contenido/actividades/Conciertos,Actividades. Centro Cultural Príncipe de Asturias (Ciudad Lineal). Noviembre 2014,Centro Cultural Príncipe de Asturias (Ciudad Lineal),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7df1ac4b87ee8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4a88ac4b87ee8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.658033350999972,40.452241660000027,21,21,7671928,Actividades. Centro Cultural San Juan Bautista (Ciudad Lineal). Noviembre 2014. Cine: La herida,Sí,"L,M,X,J,V,S,D",29-11-2014,19:00,/contenido/actividades/Peliculas,Actividades. Centro Cultural San Juan Bautista (Ciudad Lineal). Noviembre 2014,Centro Cultural San Juan Bautista (Ciudad Lineal),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3fb6dd57d2ae8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=df681555af9e8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.658033350999972,40.452241660000027,22,22,7671947,Actividades. Centro Cultural San Juan Bautista (Ciudad Lineal). Noviembre 2014. Danza Flá: su vida en la danza,Sí,"L,M,X,J,V,S,D",22-11-2014,19:00,/contenido/actividades/DanzaBallet,Actividades. Centro Cultural San Juan Bautista (Ciudad Lineal). Noviembre 2014,Centro Cultural San Juan Bautista (Ciudad Lineal),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=40198c9464ae8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=df681555af9e8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.658033350999972,40.452241660000027,23,23,7672412,Actividades. Centro Cultural San Juan Bautista (Ciudad Lineal). Noviembre 2014. Exposición: Fernando Jiménez García,Sí,"L,M,X,J,V,S,D",07-11-2014,0:00,/contenido/actividades/Exposiciones,Actividades. Centro Cultural San Juan Bautista (Ciudad Lineal). Noviembre 2014,Centro Cultural San Juan Bautista (Ciudad Lineal),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=66a463ae46ae8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=df681555af9e8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.658033350999972,40.452241660000027,24,24,7672387,Actividades. Centro Cultural San Juan Bautista (Ciudad Lineal). Noviembre 2014. Teatro Vagos y maleantes,Sí,"L,M,X,J,V,S,D",14-11-2014,19:00,/contenido/actividades/Conciertos,Actividades. Centro Cultural San Juan Bautista (Ciudad Lineal). Noviembre 2014,Centro Cultural San Juan Bautista (Ciudad Lineal),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cf6163ae46ae8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=df681555af9e8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.658033350999972,40.452241660000027,25,25,7672055,Actividades. Centro Cultural San Juan Bautista (Ciudad Lineal). Noviembre 2014. Teatro. Sainetes,Sí,"L,M,X,J,V,S,D",07-11-2014,19:00,/contenido/actividades/ObrasTeatro,Actividades. Centro Cultural San Juan Bautista (Ciudad Lineal). Noviembre 2014,Centro Cultural San Juan Bautista (Ciudad Lineal),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=efa34d07b4ae8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=df681555af9e8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.658033350999972,40.452241660000027,26,26,7672395,Actividades. Centro Cultural San Juan Bautista (Ciudad Lineal). Noviembre 2014. Teatro: Las heridas del viento,Sí,"L,M,X,J,V,S,D",21-11-2014,19:00,/contenido/actividades/ObrasTeatro,Actividades. Centro Cultural San Juan Bautista (Ciudad Lineal). Noviembre 2014,Centro Cultural San Juan Bautista (Ciudad Lineal),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4e7163ae46ae8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=df681555af9e8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.62127587599997,40.399831518000042,27,27,7654233,Actividades. Compañía Elías Aguirre Lucha o vuelo,No,"L,M,X,J,V,S,D",17-10-2014,19:00, ,Actividades. Centro Valdebernardo (Vicálvaro). Octubre 2014,Centro Cultural Valdebernardo (Vicálvaro),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f6593e43740c8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64f5dc5bed1b8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD
-3.636648316999981,40.399225546000025,28,28,7650016,Actividades. La tarde más joven,No,S,04-10-2014,0:00,/contenido/actividades/VisitasGuiadasTuristicas,Actividades. Centro Sociocultural Juvenil Moratalaz. Octubre 2014,Centro Sociocultural Juvenil Moratalaz,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=512c85ce457a8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0f87e300147a8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bf388899fc81c010VgnVCM1000000b205a0aRCRD
