X,Y,OBJECTID_1,OBJECTID,ID_EVENTO,EVENTO,GRATUITO,DIAS_SEMANA,FECHA,HORA,TIPO,ACTIVIDAD,INSTALACION,CONTENT_UR,URL_ACTIVI,URL_INSTAL
-3.70009110899997,40.394517086000064,96,96,7661330,Concierto. El arte de volar bailotocando,Sí,"L,M,X,J,V,S,D",26-10-2014,12:00,/contenido/actividades/Conciertos,Actividades. Centro Cultural Casa del Reloj (Arganzuela). Octubre 2014,Centro Cultural Casa del Reloj (Arganzuela),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0ce600b51bbc8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=988c00b51bbc8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD
-3.64306814899993,40.474560021000059,97,97,7684421,"Concierto. Entre España, México y Argentina",Sí,"L,M,X,J,V,S,D",26-11-2014,18:30,/contenido/actividades/Conciertos,Actividades. Centro Cultural Huerta de la Salud (Hortaleza). Noviembre 2014,Centro Cultural Huerta de la Salud (Hortaleza),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d0917f3f81319410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0bd97f3f81319410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dc581e79ee71c010VgnVCM1000000b205a0aRCRD
-3.756260148999957,40.395524231000024,98,98,7599098,Concierto. Hispanoamérica en canciones,Sí,"L,M,X,J,V,S,D",31-10-2014,19:00,/contenido/actividades/Conciertos,Actividades. Centro Cultural Fernando de los Ríos (Latina). Octubre 2014,Centro Cultural Fernando de los Ríos (Latina),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f290f47197b87410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=866cf47197b87410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3d973d0b5e71c010VgnVCM1000000b205a0aRCRD
-3.698595027999943,40.405967701000066,99,99,7610117,Concierto. James Blunt,No,"L,M,X,J,V,S,D",15-11-2014,21:00,/contenido/actividades/Conciertos,Concierto. James Blunt,Teatro Circo Price,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=228d39c5b6de7410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=af5c39c5b6de7410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=432257258ae5d010VgnVCM1000000b205a0aRCRD
-3.698595027999943,40.405967701000066,100,100,7650599,Concierto. Jamie Cullum: The Jazz Interlude,No,"L,M,X,J,V,S,D",22-10-2014,21:00,/contenido/actividades/Conciertos,Concierto. Jamie Cullum: The Jazz Interlude,Teatro Circo Price,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=579002a477aa8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cf7d02a477aa8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=432257258ae5d010VgnVCM1000000b205a0aRCRD
-3.613113379999959,40.380739559000062,101,101,7664958,Concierto. Luis López (solista),No,"L,M,X,J,V,S,D",24-10-2014,20:00,/contenido/actividades/ConferenciasColoquios,Actividades. Centro Socio Cultural Pilar Miró (Villa de Vallecas). Octubre 2014,Centro Cultural Pilar Miró (Vallecas Villa),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=55d6f3e35f4d8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6db982768e4d8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b2a730b5ac746410VgnVCM1000000b205a0aRCRD
-3.642028325999945,40.476863091000041,102,102,7683670,Concierto. Mala Hierba,Sí,"L,M,X,J,V,S,D",21-11-2014,19:00,/contenido/actividades/Conciertos,Actividades. Centro Cultural Hortaleza. Noviembre 2014,Centro Cultural Hortaleza,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7eccb657ece09410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=15f99cc479e09410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=86381e79ee71c010VgnVCM1000000b205a0aRCRD
-3.71023364499996,40.427942144000042,103,103,7665615,Concierto. Marisa Manchado y José del Saz - Orozco,No,"L,M,X,J,V,S,D",22-10-2014,20:00,/contenido/actividades/Conciertos,Ciclo Conciertos de otoño. Música y Poesía,Centro Conde Duque,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=824db446765d8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c5204300955d8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD
-3.70009110899997,40.394517086000064,104,104,7661448,Concierto. Mis coplas y yo,Sí,"L,M,X,J,V,S,D",24-10-2014,19:00,/contenido/actividades/Conciertos,Actividades. Centro Cultural Casa del Reloj (Arganzuela). Octubre 2014,Centro Cultural Casa del Reloj (Arganzuela),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0dffc184bcbc8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=988c00b51bbc8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD
-3.621734796999931,40.420279762000064,105,105,7648482,Concierto. Musica Popular. Orquesta de Pulso y Púa Arpegios,No,"L,M,X,J,V,S,D",25-10-2014,19:00,/contenido/actividades/Conciertos,Centro Cultural Antonio Machado. Junta de San Blas. Canillejas,Centro Cultural Antonio Machado (San Blas - Canillejas),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=298e8873632a8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=94219789122a8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cce43d0b5e71c010VgnVCM1000000b205a0aRCRD
-3.770576188999939,40.455466202000025,106,106,7684712,Concierto. Noche de guitarra,Sí,"L,M,X,J,V,S,D",16-10-2014,19:00,/contenido/actividades/Conciertos,Ciclo de conciertos Clásica Total. Distrito de Moncloa - Aravaca. Octubre 2014,Fundación AMYC (Arte Moderno y Contemporáneo). Casa - Museo Fuente del Rey,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9d40ae1a56319410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ea3d706785319410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5c1260101310f210VgnVCM1000000b205a0aRCRD
-3.718869474999963,40.435195200000067,107,107,7684724,Concierto. Noche de música de cámara,Sí,"L,M,X,J,V,S,D",21-10-2014,19:00,/contenido/actividades/Conciertos,Ciclo de conciertos Clásica Total. Distrito de Moncloa - Aravaca. Octubre 2014,Centro Cultural Moncloa (Moncloa - Aravaca),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1840ae1a56319410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ea3d706785319410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=982a1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.718869474999963,40.435195200000067,108,108,7684762,Concierto. Noche de música de cámara,Sí,"L,M,X,J,V,S,D",28-10-2014,19:00,/contenido/actividades/Conciertos,Ciclo de conciertos Clásica Total. Distrito de Moncloa - Aravaca. Octubre 2014,Centro Cultural Moncloa (Moncloa - Aravaca),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7accca4577319410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ea3d706785319410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=982a1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.770576188999939,40.455466202000025,109,109,7684777,Concierto. Noche de música de cámara,Sí,"L,M,X,J,V,S,D",30-10-2014,19:00,/contenido/actividades/Conciertos,Ciclo de conciertos Clásica Total. Distrito de Moncloa - Aravaca. Octubre 2014,Fundación AMYC (Arte Moderno y Contemporáneo). Casa - Museo Fuente del Rey,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b530ca4577319410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ea3d706785319410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5c1260101310f210VgnVCM1000000b205a0aRCRD
-3.770576188999939,40.455466202000025,110,110,7684730,Concierto. Noche de música de cámara,Sí,"L,M,X,J,V,S,D",23-10-2014,19:00,/contenido/actividades/Conciertos,Ciclo de conciertos Clásica Total. Distrito de Moncloa - Aravaca. Octubre 2014,Fundación AMYC (Arte Moderno y Contemporáneo). Casa - Museo Fuente del Rey,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fcacca4577319410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ea3d706785319410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5c1260101310f210VgnVCM1000000b205a0aRCRD
-3.73269458599998,40.406477685000027,111,111,7598877,Concierto. Recital clásico de guitarra eléctrica,Sí,"L,M,X,J,V,S,D",24-10-2014,19:00,/contenido/actividades/Conciertos,Actividades. Centro Socio Cultural San José de Calasanz (Latina). Octubre 2014,Centro Cultural San José de Calasanz (Latina),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0e50fafac2b87410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ccf9fafac2b87410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2bae598d1351c010VgnVCM1000000b205a0aRCRD
-3.71023364499996,40.427942144000042,112,112,7665604,Concierto. Romanticismo alemán,No,"L,M,X,J,V,S,D",15-10-2014,20:00,/contenido/actividades/Conciertos,Ciclo Conciertos de otoño. Música y Poesía,Centro Conde Duque,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3fd8b446765d8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c5204300955d8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD
-3.664825056999973,40.429355885000064,113,113,7641016,Concierto. Zarzuela goyesca,No,"L,M,X,J,V,S,D",18-10-2014,18:00,/contenido/actividades/VisitasGuiadasTuristicas,Actividades. Centro Cultural Maestro Alonso,Centro Municipal de Mayores 'Maestro Alonso',http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bdce76fb37888410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=99ca76fb37888410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dd5b79262ef5d010VgnVCM1000000b205a0aRCRD
-3.721461264999959,40.48026023500006,114,114,7643526,Concierto: 'Música Iberoamericana' a cargo de Huemul,Sí,"L,M,X,J,V,S,D",24-10-2014,19:00,/contenido/actividades/Conciertos,Actividades. Centro Sociocultural Rafael de León (Fuencarral - El Pardo). Octubre 2014,Centro Sociocultural Rafael de León (Fuencarral - El Pardo),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=76e4b5bb8bd88410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=245bb5bb8bd88410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7e0b1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.676224151999975,40.448109833000046,115,115,7657738,Conciertos. Ciclo Jóves Talentos del Centro Superior Katarina Gurska,Sí,"L,M,X,J,V,S,D",30-10-2014,19:00,/contenido/actividades/Conciertos,Actividades. Centro Cultural Nicolás Salmerón (Chamartín). Octubre 2014,Centro Cultural Nicolás Salmerón (Chamartín),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2696617d2f5c8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f2d9ebc2d65c8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.610559776999935,40.43329426400004,116,116,7628632,"Conferencia II República, Esperanza de un pueblo, en la Biblioteca Pública Municipal José Hierro.",Sí,"L,M,X,J,V,S,D",30-10-2014,18:30,/contenido/actividades/ConferenciasColoquios,"Conferencia  II República, Esperanza de un pueblo, en la Biblioteca Pública Municipal José Hierro.",Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=febce043b7a48410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=191ce043b7a48410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD
-3.676224151999975,40.448109833000046,117,117,7657677,Conferencia musical. Ciclo aproximación a Tchaikovski,Sí,"L,M,X,J,V,S,D",22-10-2014,19:00,/contenido/actividades/ConferenciasColoquios,Actividades. Centro Cultural Nicolás Salmerón (Chamartín). Octubre 2014,Centro Cultural Nicolás Salmerón (Chamartín),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=61ea617d2f5c8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f2d9ebc2d65c8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.676224151999975,40.448109833000046,118,118,7657586,Conferencia musical. Ciclo aproximación a Tchaikovski,Sí,"L,M,X,J,V,S,D",15-10-2014,19:00,/contenido/actividades/ConferenciasColoquios,Actividades. Centro Cultural Nicolás Salmerón (Chamartín). Octubre 2014,Centro Cultural Nicolás Salmerón (Chamartín),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d5cb08db3e5c8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f2d9ebc2d65c8410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.606169930999954,40.382857195000042,119,119,7664468,Conferencia. 100 años de la I Guerra Mundial,No,X,15-10-2014,0:00,/contenido/actividades/VisitasGuiadasTuristicas,Actividades. Centro Cultural Zazuar. (Villa de Vallecas). Octubre de 2014.,Centro Cultural Zazuar (Villa de Vallecas),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4302baf84e0d8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2b85e6409d0d8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9d8c1e79ee71c010VgnVCM1000000b205a0aRCRD
-3.70451954899994,40.448634823000077,120,120,7636044,"Conferencia. 100 años de la I Guerra Mundial. El mundo antes de 1914. Eva María Puig, historiadora",No,"L,M,X,J,V,S,D",15-10-2014,11:00,/contenido/actividades/Peliculas,Actividades. Centro Sociocultural José de Espronceda (Distrito Tetuán). Octubre 2014,Centro Sociocultural José Espronceda (Tetuán),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=652ffcea98878410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5d9784e436878410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD
-3.70451954899994,40.448634823000077,121,121,7636048,"Conferencia. 100 años de la I Guerra Mundial. Grandes líneas del conflicto. Europa después de la Gran Guerra. Eva María Puig, historiadora",No,"L,M,X,J,V,S,D",22-10-2014,11:00,/contenido/actividades/Peliculas,Actividades. Centro Sociocultural José de Espronceda (Distrito Tetuán). Octubre 2014,Centro Sociocultural José Espronceda (Tetuán),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0a60fcea98878410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5d9784e436878410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD
-3.710880241999973,40.412073178000071,122,122,7672672,Conferencia. Adivinación ctónica y adivinación apolínea: la evolución del discursos religioso de la mántica griega,Sí,"L,M,X,J,V,S,D",11-11-2014,19:00,/contenido/actividades/ConferenciasColoquios,Conferencia. Adivinación ctónica y adivinación apolínea: la evolución del discursos religioso de la mántica griega,Museo de San Isidro. Los orígenes de Madrid,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bdbd7540fbae8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=29cc7540fbae8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7b7aef4d7f71c010VgnVCM1000000b205a0aRCRD
-3.613113379999959,40.380739559000062,123,123,7664893,Conferencia. Alimentación saludable. Dieta Mediterránea,No,"L,M,X,J,V,S,D",22-10-2014,10:30,/contenido/actividades/ConferenciasColoquios,Actividades. Centro Socio Cultural Pilar Miró (Villa de Vallecas). Octubre 2014,Centro Cultural Pilar Miró (Vallecas Villa),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c25f82768e4d8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6db982768e4d8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b2a730b5ac746410VgnVCM1000000b205a0aRCRD
-3.70451954899994,40.448634823000077,124,124,7636334,"Conferencia. Arquitectura de juguete. Imparte Noelia Pedraza, Arquitecto",No,"L,M,X,J,V,S,D",16-10-2014,19:00,/contenido/actividades/ConferenciasColoquios,Conferencias. Conmemoración del VII Ciclo que Tetuán dedica a la Arquitectura,Centro Sociocultural José Espronceda (Tetuán),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a9bc973f5e878410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cc9540a10d878410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD
-3.710447574999932,40.433715644000074,125,125,7672089,Conferencia. Arquitectura modernista en Madrid,No,"L,M,X,J,V,S,D",30-10-2014,19:00,/contenido/actividades/ConferenciasColoquios,Conferencia. Arquitectura modernista en Madrid,Centro Cultural Galileo (Chamberí),http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fba3323835ae8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=86ae323835ae8410VgnVCM2000000c205a0aRCRD,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=30181e79ee71c010VgnVCM1000000b205a0aRCRD
