NÈMERO CATµLOGO;CATALOGACI‡N PG97;CATALOGACI‡N A 27/07/18;BIC_BIP;DENOMINACI‡N;OBSERVACIONES;VIA_CLASE_TX;VIA_NOMBRE;APP_NUM;APP_CLF;UTMX_ETRS;UTMY_ETRS
32074;Singular;Integral;;CMU. CESAR CARLOS - EDIF. DORMITORIOS;;CALLE;DON RAMON MENENDEZ PIDAL;3;;438960,26;4477727,7
32075;Singular;Integral;;CMU. CESAR CARLOS - RECEPCI‡N;;CALLE;DON RAMON MENENDEZ PIDAL;3;;438960,26;4477727,7
32076;Singular;Descatalogado;;CMU. CESAR CARLOS VIVIENDA PORTERO;;CALLE;DON RAMON MENENDEZ PIDAL;3;;438960,26;4477727,7
32089;Singular;Estructural;;HOSPITAL CL÷NICO;;CALLE;MANUEL BARTOLOME COSSIO;2;;438870,16;4476837,29
26736;Singular;Estructural;;;;CALLE;O'DONNELL;50;;443066,53;4474717,68
30648;VolumÇtrico;Ambiental;;;Poblado Ca§o Roto;;;;;;
02415;Singular;Parcial;BIC-Monumento;;;CALLE;ALCALA;14;;440584,53;4474325,65
02418;Singular;Parcial;BIC-Monumento;;;PLAZA;CANALEJAS;1;;440553,72;4474252,01
07297;Integral;Parcial;;;;CALLE;ALCALA;8;;440498,57;4474300,84
04523;Estructural;Ambiental;;;;PASEO;PRADO;30;;441183,14;4473668,2
07299;Estructural;Parcial;;;;CALLE;ALCALA;12;;440549,51;4474315,49
13189;Sin Catalogar;Estructural;;;;PASEO;EDUARDO DATO;16;;441413,23;4476027,95
14886;Estructural;Desaparecido por demolici¢n total;;;;CALLE;GENERAL ORAA;73;;442626,96;4476358,36
14918;Ambiental;Desaparecido por demolici¢n total;;;;CALLE;PRINCIPE DE VERGARA;76;;442398,41;4476268,92
20681;Ambiental;Desaparecido por demolici¢n total;;;;CALLE;CACERES;30;;440811,49;4472257,52
20682;Ambiental;Desaparecido por demolici¢n total;;;;CALLE;EMBAJADORES;111;A;440785,32;4472270,49
22491;No Catalogado;VolumÇtrico;;;;CALLE;DOCTOR TOLOSA LATOUR;16;A;440233,3;4469590,62
22492;No Catalogado;Estructural;;;;AVENIDA;ALBUFERA;42;;443451,93;4471996,62
28369;Parcial;VolumÇtrico;;;;CARRETERA;EL PARDO;25;;436427,62;4479890,01
28763;Estructural;Integral;BIC-Sitio Hist¢rico;;;PASEO;PUERTA DEL ANGEL;5;;437837,74;4474168,31
60003;No catalogado;Integral;BIC-Sitio Hist¢rico;CRUZ ROJA III. APARECE EN PE CON NÈMERO 03;;PASEO;VIEJO;1;;438444,56;4474234,06
60004;No catalogado;Integral;BIC-Sitio Hist¢rico;CRUZ ROJA IV. APARECE EN PE CON NÈMERO 04;;PASEO;VIEJO;3;;438401,55;4474245,92
60005;No catalogado;Integral;BIC-Sitio Hist¢rico;RESIDENCIA MAYORES. SERVICIOS SOCIALES. APARECE EN PE CON NÈMERO 05;;CALLE;PISTA;4;;438287,8;4474148,36
60026;No catalogado;Integral;BIC-Sitio Hist¢rico;OBRA SINDICAL DEL HOGAR/ICONA (CAM). APARECE EN PE CON NÈMERO 26;;CALLE;HEXAGONOS;1;;437144,47;4473866,63
60030;No catalogado;Singular;BIC-Sitio Hist¢rico;PABELL‡N PRINCIPAL/CONVENCIONES. APARECE EN PE CON NÈMERO 30;;AVENIDA;PRINCIPAL;1;;437261,11;4473737,14
60041;No catalogado;Singular;BIC-Sitio Hist¢rico;M. VIVIENDA/EXPOSICIONES. APARECE EN PE CON NÈMERO 41;;CALLE;CUESTA NUEVA;4;;437043,49;4473898,06
60045;No catalogado;Integral;BIC-Sitio Hist¢rico;LA PIPA. APARECE EN PE CON NÈMERO 45;;AVENIDA;PRINCIPAL;6;;437218,06;4473905,95
60047;No catalogado;Integral;BIC-Sitio Hist¢rico;INST. NAC. PREVISI‡N/OFICINAS (IFEMA). APARECE EN PE CON NÈMERO 47;;AVENIDA;PRINCIPAL;12;;437235,56;4474019,42
60050;No catalogado;Integral;BIC-Sitio Hist¢rico;I.N.I. APARECE EN PE CON NÈMERO 50;;AVENIDA;PRINCIPAL;15;;437263,71;4474053,61
60052;No catalogado;Integral;BIC-Sitio Hist¢rico;ARGENTINA. APARECE EN PE CON NÈMERO 52;;AVENIDA;PRINCIPAL;19;;437372,71;4474078,01
60001;No catalogado;Estructural;BIC-Sitio Hist¢rico;CRUZ ROJA I.  APARECE EN PE CON NÈMERO 01;;PASEO;VIEJO;2;;438484,68;4474247,84
60002;No catalogado;Estructural;BIC-Sitio Hist¢rico;CRUZ ROJA II.  APARECE EN PE CON NÈMERO 02;;PASEO;VIEJO;4;;438418,41;4474260,01
60007;No catalogado;Estructural;BIC-Sitio Hist¢rico;SANTANDER/POLIC÷A ECOL‡GICA;;CALLE;GANADERIA;3;;438088,76;4474148,86
60009;No catalogado;Estructural;BIC-Sitio Hist¢rico;PONTEVEDRA/RESTAURANTE A CASI•A. APARECE EN PE CON NÈMERO 09;;PASEO;PUERTA DEL ANGEL;4;;437982,9;4474125,37
60010;No catalogado;Estructural;BIC-Sitio Hist¢rico;CATALU•A/LA MAS÷A. APARECE EN PE CON NÈMERO 10;;CALLE;PRINCIPAL DE PROVINCIAS;4;;437973,2;4474040,51
60011;No catalogado;Estructural;BIC-Sitio Hist¢rico;BURGOS. APARECE EN PE CON NÈMERO 11;;CALLE;PRINCIPAL DE PROVINCIAS;3;;437982,46;4474030,13
60012;No catalogado;Estructural;BIC-Sitio Hist¢rico;VIZCAYA/RESTAURANTE CURRITO. APARECE EN PE CON NÈMERO 12;;CALLE;PRINCIPAL DE PROVINCIAS;6;;437933,11;4474025,76
60015;No catalogado;Estructural;BIC-Sitio Hist¢rico;CµCERES. APARECE EN PE CON NÈMERO 15;;CALLE;PRINCIPAL DE PROVINCIAS;9;;437855,45;4473979,91
60016;No catalogado;Estructural;BIC-Sitio Hist¢rico;µLAVA (A.M.E.R.C.). APARECE EN PE CON NÈMERO 16;;CALLE;FERIAL;7;;437766,56;4474050,96
60017;No catalogado;Estructural;BIC-Sitio Hist¢rico;ASTURIAS. APARECE EN PE CON NÈMERO 17;;CALLE;PRINCIPAL DE PROVINCIAS;12;;437746,55;4473961,97
60019;No catalogado;Desaparecido por demolici¢n total;BIC-Sitio Hist¢rico;GUIPÈZCOA. APARECE EN PE CON NÈMERO 19;;CALLE;PRINCIPAL DE PROVINCIAS;13;;437708,96;4473939,89
60022;No catalogado;Estructural;BIC-Sitio Hist¢rico;SEGOVIA. APARECE EN PE CON NÈMERO 22;;CALLE;PRINCIPAL DE PROVINCIAS;17;;437626,57;4473864,94
60027;No catalogado;Estructural;BIC-Sitio Hist¢rico;PATRIMONIO FORESTAL/ICONA II (CAM). APARECE EN PE CON NÈMERO 27;;AVENIDA;PRINCIPAL;3;;437200,71;4473844,28
60031;No catalogado;Estructural;BIC-Sitio Hist¢rico;ESTRELLA. APARECE EN PE CON NÈMERO 31;;TRAVES÷A;VINO;1;;437255,14;4473667,02
60033;No catalogado;Estructural;BIC-Sitio Hist¢rico;MUSEO DEL VINO/ESCUELA DE VID. APARECE EN PE CON NÈMERO 33;;TRAVES÷A;VINO;3;;437139,61;4473637,51
60034;No catalogado;Estructural;BIC-Sitio Hist¢rico;GUADALAJARA. APARECE EN PE CON NÈMERO 34;;CALLE;HEXAGONOS;3;;437024,74;4473761,92
60035;No catalogado;Estructural;BIC-Sitio Hist¢rico;VINO ESPA•OL/ESCUELA DE VID. APARECE EN PE CON NÈMERO 35;;CALLE;VID;2;;437015,95;4473606,66
60036;No catalogado;Estructural;BIC-Sitio Hist¢rico;C‡RDOBA. APARECE EN PE CON NÈMERO 36;;RONDA;PROVINCIAS;6;;436988,69;4473714,34
60037;No catalogado;Estructural;BIC-Sitio Hist¢rico;CAPACIT. ENOL‡GICA/INDUSTRIAS LµCTEAS. APARECE EN PE CON NÈMERO 37;;RONDA;PROVINCIAS;5;;436987,01;4473658,44
60043;No catalogado;Estructural;BIC-Sitio Hist¢rico;VALENCIA. APARECE EN PE CON NÈMERO 43;;AVENIDA;PRINCIPAL;7;;437132,66;4473897,79
60044;No catalogado;Estructural;BIC-Sitio Hist¢rico;TEATRO. APARECE EN PE CON NÈMERO 44;;AVENIDA;PRINCIPAL;11;;437125,71;4473957,29
60049;No catalogado;Estructural;BIC-Sitio Hist¢rico;USA/PROTECCI‡N CIUDADANA. APARECE EN PE CON NÈMERO 49;;RONDA;LAGO;6;;437094,6;4474182,55
60053;No catalogado;Estructural;BIC-Sitio Hist¢rico;ALIMENTACI‡N BANCADAS. APARECE EN PE CON NÈMERO 53;;AVENIDA;PRINCIPAL;21;;437420,87;4474101,41
60056;No catalogado;Estructural;BIC-Sitio Hist¢rico;MµLAGA/ESCUELA DE HOSTELER÷A. APARECE EN PE CON NÈMERO 56;;CALLE;FERIAL;2;;437867,74;4474101,41
60059;No catalogado;Estructural;BIC-Sitio Hist¢rico;PISCINA MUNICIPAL EL LAGO. APARECE EN PE CON NÈMERO 59;;RONDA;LAGO;1;;437651,49;4474189,79
30521;Ambiental;Desaparecido por demolici¢n Total;;;;CALLE;CANTERAS DE TILLY;1;;448676,24;4472585,13
32145;Singular;Descatalogado;;UNED-ECON‡MICAS;;PASEO;SENDA DEL REY;9;;437589,52;4476559,48
34994;VolumÇtrico;Ambiental;;;;CALLE;ANGEL DE DIEGO ROLDAN;40;;443384,86;4478587,77
30904;Estructural;VolumÇtrico;;INSTALACIONES MILITARES CAMPAMENTO: CUARTEL ALFONSO XIII-EDIFICIO DERECHA;;PASEO;EXTREMADURA;384;;433950,08;4471228,25
