id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30446093,APARTAMENTO CÉNTRICO Y CON ENCANTO,32950687,María Del Carmen,Centro,Embajadores,40.40848,-3.69695,Entire home/apt,70,3,26,2019-06-25,4.11,1,22
30454344,Ubicación ideal,8024441,François,Centro,Justicia,40.42421,-3.69262,Entire home/apt,1000,2,0,,,1,12
30456655,Preciosa habitación con desayuno incluido.,60508336,Kukesita,Villa de Vallecas,Casco Histórico de Vallecas,40.37361,-3.62907,Private room,35,2,18,2019-06-09,2.58,1,195
30458970,Private room in the heart of Barrio de Salamanca,5145567,Colomba,Salamanca,Recoletos,40.42834,-3.68336,Private room,65,3,1,2019-06-03,0.79,1,83
30460578,"Departamento 90m² en el centro de Madrid, Lavapies",16135762,Paul,Centro,Embajadores,40.40795,-3.69944,Entire home/apt,120,3,1,2019-01-02,0.16,2,17
30461659,Alegre y luminoso  piso familiar en Retiro,3387630,Andrea,Retiro,Estrella,40.41233,-3.66541,Entire home/apt,100,6,0,,,2,9
30463100,Habitación privada en centro de Madrid (MALASAÑA),118213727,Marinela,Centro,Universidad,40.42515,-3.70398,Private room,24,1,57,2019-06-26,7.92,1,209
30464219,Habitación Doble En Madrid Rio,49737510,Rebeca,Arganzuela,Chopera,40.3956,-3.69845,Private room,37,2,8,2019-06-02,1.12,1,365
30464486,Habitación cerca del Aeropuerto de Madrid Barajas.,228719717,Kenin,San Blas - Canillejas,Rejas,40.44425,-3.57817,Private room,25,1,10,2019-02-11,1.41,1,0
30464565,Excelente habitación individual,198936630,Natalia,Chamartín,Prosperidad,40.4446,-3.67033,Private room,20,3,6,2019-01-20,0.84,1,0
30465041,Mirador de Huertas  -2,227331675,Maria Araceli,Centro,Cortes,40.41341,-3.69676,Private room,66,2,1,2019-05-19,0.57,9,365
30467014,WizinkCenter,111956049,Ana,Salamanca,Goya,40.42429,-3.6721,Entire home/apt,89,4,11,2019-06-30,1.65,1,140
30468132,Alojamiento Madrid,228746790,José Wilmer,San Blas - Canillejas,Canillejas,40.44197,-3.61157,Entire home/apt,100,1,1,2018-12-03,0.14,1,0
30468383,"Dormitorio privado en Montecarmelo, Madrid",216371993,Daniella,Fuencarral - El Pardo,El Goloso,40.51051,-3.69246,Private room,26,1,11,2019-05-04,1.56,1,0
30468961,Hermosa y Céntrica Habitación en Ópera.,29071867,Silvina,Centro,Palacio,40.41764,-3.70983,Private room,40,2,4,2019-07-08,1.48,1,31
30469385,Preciosa habitación con baño privado y terraza,29288261,Ana,Chamartín,Prosperidad,40.44799,-3.66388,Private room,45,2,8,2019-06-24,1.25,1,169
30488431,WiFi+Patio Madrid Centro-Atocha-Museo Reina Sofía,27526991,Leticia Y Fer,Centro,Embajadores,40.40801,-3.69505,Entire home/apt,59,1,14,2019-06-24,2.16,43,160
30489062,Apartamento diseño industrial 6 pax B° Salamanca,109948084,Nacho,Salamanca,Goya,40.42866,-3.67481,Entire home/apt,75,1,32,2019-06-30,4.64,5,59
30490126,Habitación tipo Suite  Centro de Madrid - Chueca,174711165,Pedro,Centro,Justicia,40.42107,-3.6986,Private room,40,1,68,2019-06-23,9.86,2,94
30490798,Habitacion en centro Madrid,39468599,Lorena,Centro,Universidad,40.42303,-3.70628,Private room,30,1,2,2018-12-08,0.27,1,0
30491625,COMFLY APARTMENT IN MADRID CENTER,226653200,Pepe,Centro,Embajadores,40.41287,-3.70646,Entire home/apt,38,2,1,2019-06-04,0.81,2,58
30496615,2561 - AM Luxury Madrid Apartment 3D - Wonderful 2-Bedroom Apartment in Madrid with a Communal Pool,170721055,Toni,Retiro,Adelfas,40.39985,-3.6733,Entire home/apt,97,32,0,,,13,361
30497198,Double room  in 4 Bedroom(LaLatina),33633793,Nikita,Centro,Embajadores,40.40862,-3.70717,Private room,31,2,5,2019-07-01,0.78,13,52
30497205,Spacious Double in 4 Bedroom (Latina),33633793,Nikita,Centro,Embajadores,40.40855,-3.70747,Private room,31,2,8,2019-06-23,1.27,13,36
30497691,Habitación doble frente de Palacio Real.,22530326,Laura,Centro,Palacio,40.4205,-3.71156,Private room,20,3,3,2018-12-26,0.42,1,364
30498116,Freshen up in the Traditional Tiled Shower at an Urban Pad,158262143,Familia R. Tellez,Centro,Sol,40.41456,-3.70654,Entire home/apt,139,2,39,2019-07-04,6.00,5,61
30498347,OFERTA!!!! HABITACIÓ DOBLE EN PLE CENTRE DE MADRID,99767327,Christian,Centro,Embajadores,40.40637,-3.69814,Private room,25,1,28,2019-06-25,3.93,2,283
30499675,Apartamento céntrico Madrid Chueca,228900223,Redpiso,Centro,Justicia,40.42512,-3.69742,Entire home/apt,85,1,15,2019-06-02,2.36,1,81
30500564,MADRID 15 min centro Wifi,172206647,Emma,Ciudad Lineal,Quintana,40.43784,-3.64358,Shared room,14,1,0,,,2,193
30501697,En Madrid Rio Puente de Toledo,228911582,Beatriz,Carabanchel,Comillas,40.39532,-3.71478,Private room,17,1,27,2019-06-15,3.80,2,50
30501823,Cozy & Refurbished Apartment in La Latina,228908441,Jacob,Centro,Embajadores,40.40771,-3.71042,Entire home/apt,73,2,21,2019-06-09,2.93,1,111
30502692,Habitación a 15 min del centro Madrid,228916624,Luna,Latina,Puerta del Angel,40.41097,-3.73313,Private room,14,1,1,2019-03-10,0.24,1,0
30502982,"Habitación en el Centro de Madrid, en  Lavapiés.",16135762,Paul,Centro,Embajadores,40.40925,-3.69935,Private room,40,2,12,2019-05-29,1.65,2,162
30504121,Spacious and sunny flat in the heart of Madrid,2710477,Adriana V,Centro,Sol,40.4188,-3.70199,Entire home/apt,200,2,1,2019-01-02,0.16,2,7
30507176,Habitación 1° linea 1 metro tetuan. Madrid- España,38765097,Shelton,Tetuán,Valdeacederas,40.46323,-3.69992,Private room,30,3,16,2019-06-19,2.25,16,327
30515811,SUIT luminosa con vistas para pareja,79807330,Miguel,Moncloa - Aravaca,Valdezarza,40.46785,-3.71855,Private room,70,5,2,2019-06-05,0.28,2,89
30516576,LITERA HABITACION FEMENINA DE 4. DESAYUNO INCLUIDO,45935972,Manuel,Centro,Justicia,40.42018,-3.69963,Shared room,17,1,1,2019-04-22,0.37,15,365
30518080,OFERTA!! HABITACION DOBLE EN EL CENTRO DE MADRID,99767327,Christian,Centro,Embajadores,40.40794,-3.69818,Private room,24,1,11,2019-06-25,1.53,2,305
30518562,Paulina´s 4 - Elegance,22416437,Hugo Y Silvia,Carabanchel,Opañel,40.39303,-3.72356,Private room,25,30,0,,,10,297
30518779,Madrid Rio-Puerta Toledo,228911582,Beatriz,Carabanchel,Comillas,40.39569,-3.71483,Private room,35,1,3,2019-06-16,0.43,2,84
30518968,Solfai Vacacional 27,91506664,Elmi Jose,Centro,Palacio,40.41516,-3.71224,Entire home/apt,45,2,14,2019-05-31,2.00,33,357
30519268,Habitación privada en Madrid centro,229023532,Shirley,Puente de Vallecas,Palomeras Sureste,40.38406,-3.63828,Private room,16,2,2,2019-05-08,0.32,2,0
30519796,2575 - Luxury Madrid Apartment 6B - Modern 1-Bedroom Apartment in Madrid with  Communal Pool,170721055,Toni,Retiro,Adelfas,40.39928,-3.67131,Entire home/apt,70,32,2,2019-06-16,1.50,13,313
30519797,PUERTA DEL SOL CITY CENTER IV,26205011,Paula,Centro,Sol,40.41615,-3.707,Entire home/apt,120,3,0,,,8,343
30520014,Private room+parking area+wifi+train/metro/bus,6552020,Angeles,Latina,Aguilas,40.38319,-3.76833,Private room,28,2,5,2019-06-03,1.03,1,362
30520132,"Centrally Apartment close to Rastro , zone Latina",2711109,/Arcadia Int&Serv.S.L/,Centro,Embajadores,40.40855,-3.70531,Entire home/apt,100,1,1,2018-12-23,0.15,19,122
30520169,2558 - AM Luxury Madrid Apartment 5B - Wonderful 2-Bedroom Apartment in Madrid with a Communal Pool,170721055,Toni,Retiro,Adelfas,40.40093,-3.67315,Entire home/apt,97,32,2,2019-05-17,0.30,13,359
30520478,Triplex with pool,12030420,Ignacio & Diego MyCityHome,Chamberí,Almagro,40.43226,-3.69559,Entire home/apt,47,1,12,2019-07-09,2.20,36,322
30520927,"PLAZA MAYOR, GREAT VIEWS AND LOCATION",229026881,Isabel Y Marta,Centro,Palacio,40.41638,-3.70908,Entire home/apt,65,3,23,2019-07-06,3.24,1,138
30521059,Habitación preciosa y acogedora en Lavapiés/Atocha,229022110,Cecilia,Centro,Embajadores,40.40942,-3.69819,Private room,35,6,4,2019-06-01,1.30,2,232
30521736,Habitación 2° 200 metros de Linea 1  metro Madrid,38765097,Shelton,Tetuán,Valdeacederas,40.46165,-3.69845,Private room,30,4,16,2019-07-01,2.70,16,363
30523508,habitacion  con baňo en alquiler,228576623,Maria,Puente de Vallecas,Palomeras Bajas,40.38134,-3.66294,Shared room,50,1,0,,,1,0
30524600,Lovely Studio with terrace next to La Castellana,229055723,Gonzalo,Chamberí,Rios Rosas,40.44136,-3.6963,Entire home/apt,65,1,18,2019-06-22,2.56,1,66
30524805,STUDIO MALASAÑA 2- 4PAX- Madrid downtown,227112559,Antonio Y Marina,Centro,Universidad,40.42759,-3.70954,Entire home/apt,80,3,28,2019-07-08,4.33,2,140
30525974,Piso Barrio Salamanca,192297897,José,Salamanca,Goya,40.42402,-3.67666,Private room,330,2,0,,,4,21
30526613,Arturo Soria - López de Hoyos.,16829950,Edu,Ciudad Lineal,Colina,40.45567,-3.66028,Entire home/apt,79,4,9,2019-06-14,1.45,15,355
30526661,BONITA Y AMPLIA HABITACIÓN,169249434,María José,Salamanca,Guindalera,40.4345,-3.67415,Shared room,40,1,1,2018-12-10,0.14,1,159
30527429,PLAZA DE TOROS LAS VENTAS,229073483,Lula,Ciudad Lineal,Ventas,40.42727,-3.65825,Private room,150,3,5,2019-05-24,0.77,1,89
30528118,Apartamento de 2 Dormitorios con Terraza y Vistas,49405175,Apartamentos El Capricho,Latina,Cármenes,40.40292,-3.73087,Entire home/apt,75,1,0,,,6,339
30528270,Bonito Atico en el centro de la Capital,154670560,Aroa,Moncloa - Aravaca,Argüelles,40.42096,-3.71644,Entire home/apt,47,3,2,2019-06-24,2,2,348
30529205,Bright and Modern - 2 BD / 2 BTH - La Latina,229084062,Elena,Centro,Palacio,40.41161,-3.71253,Entire home/apt,100,2,17,2019-07-01,2.60,1,9
30529299,A2 . HABITACION  POCOS DIAS ESTUDIANTES -EXAMENES,151519737,Maria,Salamanca,Guindalera,40.43497,-3.67386,Private room,16,4,14,2019-06-23,2.10,4,308
30530397,A1. HABITACION ESTUDIANTE/VENTILADOR OFERTA 4DIAS,151519737,Maria,Salamanca,Guindalera,40.43499,-3.67451,Private room,21,4,18,2019-06-15,2.50,4,316
30531299,Hogar familia,229098668,Vivían,Carabanchel,San Isidro,40.3988,-3.73399,Private room,35,1,0,,,1,89
30531644,Torr Apartments / Tourist Housing in Madrid,149257574,Apartamentos Torr En Madrid,Chamartín,Prosperidad,40.44382,-3.67166,Entire home/apt,80,1,1,2019-04-16,0.35,12,323
30531941,madrid centro nueva numancia,1718458,Juan,Puente de Vallecas,Numancia,40.39674,-3.6653,Private room,20,3,4,2019-05-17,0.56,16,310
30531971,Chic & Stylish 1BR Apartment | CENTRE,229103928,Javi Y Ainoa,Centro,Palacio,40.41127,-3.7138,Entire home/apt,51,2,42,2019-07-01,5.94,1,79
30532689,Suite con baño,187954394,Bea,Chamberí,Rios Rosas,40.44495,-3.6984,Private room,37,2,2,2018-12-30,0.28,1,0
30533712,Habitación privada con balcón,62266764,Yvan,Arganzuela,Palos de Moguer,40.40383,-3.70067,Private room,30,1,0,,,1,0
30534288,madrid centro nueva numancia 2,1718458,Juan,Puente de Vallecas,Numancia,40.39724,-3.66472,Private room,20,3,2,2019-01-05,0.28,16,306
30536211,Open the Shutters for Views of the Imposing Teatro Real,186465037,Nessun Dorma,Centro,Palacio,40.41806,-3.71014,Entire home/apt,250,2,34,2019-07-04,5.26,1,309
30536431,EL CAPRICHO DE NINA,723539,Eloisa,Centro,Embajadores,40.40667,-3.70152,Entire home/apt,60,3,27,2019-06-26,3.80,9,149
30536448,Luxury in Princesa - Argüelles & Plaza de España,229128353,Dani Y Mireia,Moncloa - Aravaca,Argüelles,40.42984,-3.71949,Entire home/apt,299,2,21,2019-06-15,2.96,1,101
30537790,Best Location in Madrid City,229138489,Antonio,Salamanca,Recoletos,40.42266,-3.68939,Entire home/apt,70,3,41,2019-07-06,5.97,1,98
30538071,Habitación privada en el centro de Madrid,229023532,Shirley,Puente de Vallecas,Palomeras Sureste,40.38547,-3.63963,Private room,18,1,2,2019-06-02,0.97,2,18
30542173,Acogedora Habitación en Madrid,84781246,Omar,Chamberí,Gaztambide,40.43075,-3.71293,Private room,40,1,1,2019-07-07,1,2,303
30545887,Urban & Cosy 1bed in Madrid City Center,227994458,Enrique,Centro,Cortes,40.41796,-3.69591,Entire home/apt,65,1,23,2019-06-26,3.25,1,355
30546138,Madrid Center Palacio Real,207940934,Jorge,Moncloa - Aravaca,Argüelles,40.42123,-3.71658,Private room,34,1,28,2019-06-24,3.94,7,347
30548903,Dormitorio Paseo castellana Santiago Bernabeu,2346360,Carmen,Tetuán,Cuatro Caminos,40.45229,-3.69704,Private room,35,3,5,2019-05-21,1.18,1,89
30549127,"Habitación doble, céntrica y luminosa",49283072,Lia,Centro,Palacio,40.41294,-3.71337,Private room,40,1,3,2018-12-31,0.43,1,0
30550478,APARTAMENTO LUJO - ARGANZUELA - LEGAZPI - RODIO 4,229219431,Pedro,Arganzuela,Legazpi,40.39107,-3.69108,Entire home/apt,75,14,1,2018-12-06,0.14,1,0
30551594,Duplex penthouse SantiagoBernabeu/Chamberi/AZCA,10247475,Abel,Tetuán,Cuatro Caminos,40.4474,-3.70179,Entire home/apt,500,2,0,,,1,0
30552084,Habitación muy luminosa cerca del Bernabéu,63191466,Rodrigo,Chamberí,Rios Rosas,40.44447,-3.70193,Private room,250,1,0,,,3,0
30553214,Original-Luminoso-Aire Acondicionado-Zona Malasaña,33647555,Angel Peluaga,Centro,Universidad,40.42384,-3.70202,Entire home/apt,60,2,20,2019-04-28,2.82,12,31
30553217,"Habitación doble, zona San diego, Vallecas ,",229237883,Luisa,Puente de Vallecas,San Diego,40.38487,-3.66891,Private room,30,2,15,2019-06-30,2.10,1,139
30554018,Espectacular habitación s/ Paseo de la Castellana!,208044350,Tomas,Chamartín,Castilla,40.4804,-3.68461,Private room,120,2,0,,,2,0
30554500,Viscoelastic bed with a light a/c in quite home.,88328128,Leticia,Ciudad Lineal,Ventas,40.43187,-3.65298,Private room,28,1,33,2019-06-21,4.65,3,146
30554998,Habitación cerca del estadio Santiago Bernabéu,63191466,Rodrigo,Chamberí,Rios Rosas,40.44456,-3.70219,Private room,125,1,0,,,3,0
30555994,STYLISH NEST 1BD | PLAZA MAYOR - SOL,229257833,Adri,Centro,Embajadores,40.41043,-3.69768,Entire home/apt,51,2,31,2019-06-19,4.49,1,187
30556219,Velarde Maravilloso Estudio en Malasaña A/C,160491999,Javier &  Iris,Centro,Universidad,40.42602,-3.70223,Entire home/apt,77,2,15,2019-06-23,2.37,2,179
30556451,Nice studio with pool access & Wifi,142945848,"Loic, Estelle & Co",Chamartín,Nueva España,40.46256,-3.68259,Entire home/apt,146,1,1,2019-03-04,0.23,18,358
30556838,Estudio Quillo,99328304,David,Centro,Universidad,40.42382,-3.70257,Entire home/apt,45,2,0,,,1,280
30557013,Free parking. Unique apartment Almagro/Chamberí,47778358,José,Chamberí,Almagro,40.43209,-3.69444,Entire home/apt,100,1,65,2019-07-07,9.11,1,126
30557313,Studio Apartment in Calle Ventura,36963267,Urban Vida Stays,Centro,Cortes,40.41545,-3.70011,Entire home/apt,50,31,0,,,35,284
30557837,ESTUDIO CÉNTRICO MADRID,34828413,Alvaro,Tetuán,Almenara,40.467,-3.69223,Entire home/apt,129,2,2,2019-06-02,0.28,1,12
30558391,Penthouse Apartment in Calle Ventura,36963267,Urban Vida Stays,Centro,Cortes,40.41491,-3.70006,Entire home/apt,51,30,1,2019-06-23,1,35,285
30558484,Modern & Elegant 3BD 2BTH - CHUECA,229271411,Santiago,Centro,Justicia,40.42299,-3.69959,Entire home/apt,210,2,18,2019-06-28,2.80,1,15
30559141,Awesome apartment DOWNTOWN,229277443,Eduardo,Centro,Cortes,40.41216,-3.69499,Entire home/apt,100,3,24,2019-06-26,3.69,1,39
30561163,Habitacion con vista en centro Madrid/ Chueca.,143109043,Omar Marco,Centro,Justicia,40.42147,-3.70002,Private room,32,25,3,2019-05-05,0.42,1,0
30562671,TU HOGAR EN EL Bº DE SALAMANCA-AVDA AMERICA,140446987,Enrique,Salamanca,Castellana,40.43541,-3.68414,Entire home/apt,55,3,14,2019-06-24,2.22,4,240
30565629,"Cozy Apartment close to Atocha Station, Madrid",88266123,Vany,Arganzuela,Palos de Moguer,40.40353,-3.691,Entire home/apt,56,28,1,2019-06-11,1,2,365
30573738,Cosy attic in the coolest neighbourhood of Madrid,70225653,April,Centro,Embajadores,40.40743,-3.70287,Entire home/apt,50,3,6,2019-05-06,0.92,1,10
30575055,Moderna y nueva corrala en el corazón de Madrid,135752094,Jesus P.,Centro,Embajadores,40.40859,-3.69865,Entire home/apt,55,2,46,2019-07-07,6.67,3,115
30575060,El Chato Apartamento Madrid,11650026,Ana,Latina,Cármenes,40.40291,-3.74187,Entire home/apt,65,3,0,,,4,130
30575203,Habitación en Bernabeu con baño privado,62422731,Jesús,Tetuán,Cuatro Caminos,40.45307,-3.6996,Private room,70,1,2,2019-01-02,0.28,2,0
30576686,Habitación coqueta cerca de Aeropuerto T4 e IFEMA,37528170,Gino,Hortaleza,Valdefuentes,40.48332,-3.66166,Private room,26,2,2,2019-07-01,2,2,15
30577028,Nuevo y acogedor apartamento en el centro,3722900,Basile,Centro,Embajadores,40.40581,-3.70158,Entire home/apt,44,2,36,2019-06-26,5.07,2,19
30577401,"Bright, Cool and New - Princesa & Plaza de España",229358406,Nuria Y Dani,Moncloa - Aravaca,Argüelles,40.43219,-3.71829,Entire home/apt,99,1,26,2019-06-24,4.73,1,103
30577776,Stylish Boutique Apartment with Balconies,158262143,Familia R. Tellez,Centro,Sol,40.41524,-3.70774,Entire home/apt,140,2,46,2019-07-05,7.15,5,74
30580023,Habitación tranquila cama individual 1,229249895,Peralta,Centro,Cortes,40.41159,-3.69647,Private room,28,1,18,2019-07-04,2.77,3,354
30580469,Habitación tranquila cama grande Sol 3,229249895,Peralta,Centro,Cortes,40.41307,-3.6965,Private room,34,1,23,2019-06-25,3.99,3,356
30581142,Sofá cama en salón muy tranquilo.,19178426,Andres,Tetuán,Castillejos,40.45825,-3.69749,Shared room,180,1,0,,,1,0
30583391,MINI APARTAMENTO CENTRICO EMBAJADORES.EQUIPADO!,173781986,Francisco,Arganzuela,Acacias,40.40345,-3.70483,Entire home/apt,40,2,49,2019-07-01,6.87,2,269
30585384,Retro Inspired Minimalist Apartment with City Views,28786243,Emilio,Salamanca,Goya,40.42364,-3.67937,Entire home/apt,134,1,17,2019-06-30,2.38,53,112
30585916,Piso en Madrid Río y Pradera de San Isidro,6268173,Rebeca,Carabanchel,San Isidro,40.39902,-3.71787,Entire home/apt,40,30,0,,,3,159
30586517,Piso al lado del estadio Santiago Bernabéu,229437795,Jorge,Tetuán,Cuatro Caminos,40.45548,-3.6932,Private room,60,2,4,2019-07-07,0.63,1,181
30589357,Charming Puerta de Toledo II - Con Parking Gratis,229456904,David,Arganzuela,Acacias,40.4054,-3.71024,Entire home/apt,60,1,4,2019-06-16,0.59,2,87
30590489,COZY APT in the DISTINCTIVE district of  LasLetras,38737091,Kare & Fede,Centro,Cortes,40.41271,-3.69439,Entire home/apt,60,2,29,2019-06-23,4.58,2,144
30592997,Charming Chueca Center II - Studio with Balcony,4677030,Jaime,Centro,Justicia,40.4234,-3.6986,Entire home/apt,65,1,1,2019-01-08,0.16,13,158
30593032,Charming Chueca Center I - with Balcony,4677030,Jaime,Centro,Justicia,40.42182,-3.69921,Entire home/apt,80,1,0,,,13,145
30595141,Nice apartment in a cool neighborhood,23200625,Alberto,Centro,Justicia,40.4203,-3.69684,Entire home/apt,99,1,7,2019-07-03,1.09,3,52
30599921,Nice room in very good location,83558583,Emmanuel,Latina,Puerta del Angel,40.41157,-3.72619,Private room,50,1,3,2018-12-19,0.44,1,14
30610257,STUDIO MALASAÑA 1- 4PAX- Madrid downtown,227112559,Antonio Y Marina,Centro,Universidad,40.42573,-3.7075,Entire home/apt,80,3,22,2019-07-07,3.38,2,140
30616558,El mirador de Santa Eugenia,17518943,Patricia,Villa de Vallecas,Santa Eugenia,40.38689,-3.60876,Entire home/apt,45,3,4,2019-05-05,0.63,1,16
30620874,Habitación para una persona,142376736,Julian,Latina,Aguilas,40.37759,-3.78249,Private room,40,1,1,2019-06-03,0.77,2,364
30620887,Rooftop in Latina district,12030420,Ignacio & Diego MyCityHome,Centro,Palacio,40.40917,-3.71127,Entire home/apt,47,1,13,2019-06-30,2.04,36,323
30631994,Beautiful and confortable room in luxury area,12252321,Belen,Moncloa - Aravaca,Argüelles,40.42879,-3.72132,Private room,27,3,4,2019-06-30,0.68,4,187
30644841,Huertas V,159558182,Home,Centro,Cortes,40.41307,-3.70015,Entire home/apt,190,1,1,2019-03-11,0.25,109,328
30653051,Loft in central Madrid,2026182,Alessandra,Arganzuela,Imperial,40.41256,-3.71799,Entire home/apt,95,3,1,2019-01-02,0.16,1,321
30660353,La Latina. Private room. En el centro de Madrid,229575506,Rosa,Centro,Palacio,40.40926,-3.71187,Private room,24,1,60,2019-06-24,8.41,1,62
30666817,Stunning Location with Video Projector & Netflix,10302198,Miriam,Centro,Universidad,40.4245,-3.70582,Entire home/apt,90,3,0,,,2,66
30673870,"Habitación, 4mn Bus, 2 Camas,Cerca El Centro,Tren",222907396,Merry,Carabanchel,San Isidro,40.39547,-3.73708,Shared room,30,2,0,,,9,74
30683113,"Habitación principal, baño privado, cerca centro",116866105,Jose,Moratalaz,Media Legua,40.40913,-3.65378,Private room,180,1,0,,,1,0
30683411,Room in the center of Madrid (Malasaña),66415910,Carlotta,Centro,Universidad,40.42582,-3.70594,Private room,39,2,0,,,1,0
30687656,habitación matrimonio Chueca/ Gran Via con balcon,49081983,Alexandra,Centro,Justicia,40.42014,-3.69998,Private room,65,1,1,2018-12-13,0.14,1,0
30688429,YOUR TEMPORARY HOME WITH BREAKFAST.  BRAND NEW!,229707923,Lysh,Ciudad Lineal,Ventas,40.42702,-3.65986,Private room,32,1,29,2019-06-17,4.10,1,270
30688660,Habitacion comoda h.6 m.v,152361774,Nillere,Chamberí,Rios Rosas,40.44479,-3.70137,Private room,20,2,0,,,3,363
30689176,Nice sunny room near Matadero Cultural Center,130502,Patricia,Arganzuela,Delicias,40.3928,-3.69374,Private room,17,5,0,,,3,76
30689478,Cozy apartment Malasaña / Fuencarral / Gran Vía,229715855,Huan Sheng,Centro,Universidad,40.42434,-3.7031,Entire home/apt,75,2,11,2019-07-08,1.64,1,125
30693146,15min to the City center . New modern apartment,10019631,Kigwen,Ciudad Lineal,Ventas,40.43177,-3.64963,Entire home/apt,129,1,23,2019-06-22,3.59,3,18
30699284,4 Súper Suites de lujo con todos los servicios,1714620,Juanjo,Moncloa - Aravaca,Argüelles,40.42666,-3.71606,Entire home/apt,200,90,0,,,5,364
30700091,Puerta del Sol- Loft Entero,106697974,William,Centro,Sol,40.41507,-3.70422,Entire home/apt,180,2,6,2019-05-19,0.95,1,0
30700500,FREE WiFi Puerta del Sol Km0 Madrid centro,224313573,Ferdinand,Centro,Sol,40.41803,-3.7047,Entire home/apt,129,1,18,2019-06-27,2.89,6,134
30700690,Solfai Vacacional 28,91506664,Elmi Jose,Centro,Embajadores,40.40749,-3.69713,Entire home/apt,30,2,16,2019-06-14,2.42,33,363
30701391,FREE WiFi Puerta del Sol Km0 Madrid centro,224313573,Ferdinand,Centro,Sol,40.41668,-3.70496,Entire home/apt,129,1,9,2019-07-01,1.63,6,127
30702400,FREE WiFi Puerta del Sol Km0 Madrid centro,224313573,Ferdinand,Centro,Sol,40.41817,-3.70526,Entire home/apt,79,1,13,2019-06-27,1.88,6,104
30704082,FREE WiFi Puerta del Sol Km0 Madrid centro,224313573,Ferdinand,Centro,Sol,40.41684,-3.70508,Entire home/apt,129,1,15,2019-07-03,2.71,6,130
30705528,New Design Madrid Centre Apartment,43940819,Diego,Centro,Embajadores,40.40856,-3.69928,Entire home/apt,90,3,2,2019-07-10,0.31,2,100
30707024,Enjoy Madrid Rio,137261451,José Luis,Latina,Cármenes,40.40492,-3.72298,Private room,30,3,11,2019-06-23,2.31,3,37
30707924,Luxury Rooftop Apartment in the Heart of Goya,19300308,Ricardo,Salamanca,Goya,40.42392,-3.67367,Entire home/apt,75,3,12,2019-06-25,1.89,1,64
30708636,Coqueto y acogedor en el barrio de moda de Madrid,60358230,Sol,Chamberí,Rios Rosas,40.44631,-3.69945,Entire home/apt,99,2,16,2019-07-05,2.32,7,339
30712726,INDIVIDUAL ROOMS IN AN UNDERGRADUATE STUDENTS FLAT,38016337,Angel,Moncloa - Aravaca,Argüelles,40.43329,-3.71853,Private room,29,5,0,,,2,178
30713796,MAGNIFICO ÁTICO CON TERRAZA,102475038,Gustavo Enrique,Arganzuela,Palos de Moguer,40.40122,-3.69432,Entire home/apt,120,2,23,2019-07-01,3.73,4,82
30714597,"Full apartment Madrid Centre, Goya. Best location!",183676639,Zoilo,Salamanca,Goya,40.42602,-3.67849,Entire home/apt,70,3,25,2019-07-03,4.14,2,131
30720140,Life in white,44267738,Madrid Central,Centro,Palacio,40.41044,-3.71184,Entire home/apt,499,1,16,2019-06-20,2.34,21,354
30722916,Habitación a 10 minutos del Metro Barajas y IFEMA.,229965424,Herve,Barajas,Timón,40.46953,-3.58422,Private room,40,1,50,2019-07-07,7.14,1,71
30722936,FREE WiFi Puerta del Sol Km0 Madrid centro,224313573,Ferdinand,Centro,Sol,40.41669,-3.70382,Entire home/apt,79,1,12,2019-06-27,1.81,6,96
30723034,Views to PLAZA DE LAS VENTAS-4PAX,228184115,Angel,Salamanca,Guindalera,40.43112,-3.66333,Entire home/apt,55,2,31,2019-07-02,4.49,1,157
30723075,PISO PENTHOUSE - IFEMA - REAL MADRID parking+pool,73078329,Miguel,Hortaleza,Valdefuentes,40.48956,-3.65542,Entire home/apt,70,2,7,2019-06-16,2.06,1,352
30723278,Antonia Merce IV,159558182,Home,Salamanca,Goya,40.42368,-3.67323,Entire home/apt,329,1,0,,,109,127
30725229,PRADO 1,226793524,Beleco Sl,Centro,Cortes,40.41358,-3.69972,Entire home/apt,275,4,2,2019-04-21,0.52,11,89
30725335,Apartamento de un dormitorio,49405175,Apartamentos El Capricho,Latina,Cármenes,40.40482,-3.72998,Entire home/apt,55,1,0,,,6,345
30726544,Apartamento de Dos Dormitorios,49405175,Apartamentos El Capricho,Latina,Cármenes,40.4043,-3.72991,Entire home/apt,60,1,1,2019-02-16,0.21,6,356
30726705,Apartamento de un Dormitorio con Terraza,49405175,Apartamentos El Capricho,Latina,Cármenes,40.40444,-3.72966,Entire home/apt,60,1,0,,,6,329
30726727,Apartamento Estudio,49405175,Apartamentos El Capricho,Latina,Cármenes,40.40406,-3.73089,Entire home/apt,55,1,0,,,6,299
30726754,Apartamento de Dos Dormitorios con Terraza,49405175,Apartamentos El Capricho,Latina,Cármenes,40.40481,-3.73072,Entire home/apt,70,1,0,,,6,344
30727442,Well-located flat in Malasaña for up to 4 guests,22146896,Laura,Centro,Universidad,40.4255,-3.70249,Entire home/apt,85,1,6,2019-05-05,0.93,1,15
