MXASSETNUM,C,12;DESCRIPTIO,C,105;MINTDISTRI,C,20;NOMBRE_DIS,C,20;MINTBARRIO,C,10;NOMBRE_BAR,C,50;ESTADO,C,50;INSTALLDAT,D;MINTTIPOVI,C,15;MINTNOMBRE,C,254;MINTNUMERO,C,25;MINTNDP,C,20;MODELO,C,254
457615;SITUADO APARCABICICLETAS - C/ JULIAN ROMEA Nº20;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;CALLE;JULIAN ROMEA;20;11042850;
457625;SITUADO APARCABICICLETAS - C/ JOAQUIN MARIA LOPEZ Nº50;07;CHAMBERI;071;GAZTAMBIDE;OPERATIVO;;CALLE;JOAQUIN MARIA LOPEZ;50;20013348;
457626;SITUADO APARCABICICLETAS - C/ GUZMAN EL BUENO Nº75;07;CHAMBERI;071;GAZTAMBIDE;OPERATIVO;;CALLE;GUZMAN EL BUENO;75;11039033;
457627;SITUADO APARCABICICLETAS - C/ FERNANDO EL CATOLICO Nº52;07;CHAMBERI;071;GAZTAMBIDE;OPERATIVO;;CALLE;FERNANDO EL CATOLICO;52;20013232;
457630;SITUADO APARCABICICLETAS - Pz. MONCLOA Nº1;09;MONCLOA-ARAVACA;092;ARGUELLES;OPERATIVO;;PLAZA;MONCLOA;1;31044251;
457631;SITUADO APARCABICICLETAS - C/ FERNANDO EL CATOLICO Nº77;07;CHAMBERI;071;GAZTAMBIDE;OPERATIVO;;CALLE;FERNANDO EL CATOLICO;77;11038665;
457633;SITUADO APARCABICICLETAS - C/ MELENDEZ VALDES Nº67;07;CHAMBERI;071;GAZTAMBIDE;OPERATIVO;;CALLE;MELENDEZ VALDES;67;11038645;
457634;SITUADO APARCABICICLETAS - C/ ROMERO ROBLEDO Nº15;09;MONCLOA-ARAVACA;092;ARGUELLES;OPERATIVO;;CALLE;ROMERO ROBLEDO;15;20016982;
457635;SITUADO APARCABICICLETAS - Pº PINTOR ROSALES Nº62;09;MONCLOA-ARAVACA;092;ARGUELLES;OPERATIVO;;PASEO;PINTOR ROSALES;62;20017012;
457637;SITUADO APARCABICICLETAS - C/ ALBERTO AGUILERA Nº23;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;CALLE;ALBERTO AGUILERA;23;11006483;
457639;SITUADO APARCABICICLETAS - C/ VALLEHERMOSO Nº15;07;CHAMBERI;072;ARAPILES;OPERATIVO;;CALLE;VALLEHERMOSO;15;11039765;
457641;SITUADO APARCABICICLETAS - C/ GALILEO Nº39;07;CHAMBERI;072;ARAPILES;OPERATIVO;;CALLE;GALILEO;39;20013552;
457644;SITUADO APARCABICICLETAS - C/ ARAPILES Nº12;07;CHAMBERI;072;ARAPILES;OPERATIVO;;CALLE;ARAPILES;12;11039612;
457646;SITUADO APARCABICICLETAS - Pz. CONDE DEL VALLE SUCHIL Nº6;07;CHAMBERI;072;ARAPILES;OPERATIVO;;PLAZA;CONDE DEL VALLE DE SUCHIL;6;11039774;
457648;SITUADO APARCABICICLETAS - C/ SAN BERNARDO Nº93;07;CHAMBERI;072;ARAPILES;OPERATIVO;;CALLE;SAN BERNARDO;93;20013640;
457651;SITUADO APARCABICICLETAS - C/ FUENCARRAL Nº123;07;CHAMBERI;073;TRAFALGAR;OPERATIVO;;CALLE;FUENCARRAL;123;11039923;
457653;SITUADO APARCABICICLETAS - C/ SAN BERNARDO Nº107;07;CHAMBERI;072;ARAPILES;OPERATIVO;;CALLE;SAN BERNARDO;107;11039630;
457654;SITUADO APARCABICICLETAS - C/ MAGALLANES Nº3;07;CHAMBERI;072;ARAPILES;OPERATIVO;;CALLE;MAGALLANES;3;11039624;
457656;SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº32;07;CHAMBERI;072;ARAPILES;OPERATIVO;;CALLE;BRAVO MURILLO;32;11040240;
457658;SITUADO APARCABICICLETAS - C/ BRAVO MURILLO Nº49;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;CALLE;BRAVO MURILLO;49;31044176;
457661;SITUADO APARCABICICLETAS - C/ CEA BERMUDEZ Nº26;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;CALLE;CEA BERMUDEZ;26;11042545;
457678;SITUADO APARCABICICLETAS - C/ GRAL. ALVAREZ DE CASTRO Nº46;07;CHAMBERI;073;TRAFALGAR;OPERATIVO;;CALLE;GENERAL ALVAREZ DE CASTRO;46;11040310;
457681;SITUADO APARCABICICLETAS - C/ GRAL. ALVAREZ DE CASTRO Nº46;07;CHAMBERI;073;TRAFALGAR;OPERATIVO;;CALLE;GENERAL ALVAREZ DE CASTRO;46;11040310;
457683;SITUADO APARCABICICLETAS - C/ JOSE ABASCAL Nº39;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;CALLE;JOSE ABASCAL;39;11041733;
457688;SITUADO APARCABICICLETAS - Pº CASTELLANA Nº53;07;CHAMBERI;075;RIOS ROSAS;OPERATIVO;;PASEO;CASTELLANA;53;31046076;
457689;SITUADO APARCABICICLETAS - C/ ALONSO CANO Nº 19;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;CALLE;ALONSO CANO;19;20014366;
457693;SITUADO APARCABICICLETAS - C/ SANTA ENGRACIA Nº69;07;CHAMBERI;073;TRAFALGAR;OPERATIVO;;CALLE;SANTA ENGRACIA;69;11040521;
457698;SITUADO APARCABICICLETAS - C/ TRAFALGAR Nº22;07;CHAMBERI;073;TRAFALGAR;OPERATIVO;;CALLE;TRAFALGAR;22;11040052;
457702;SITUADO APARCABICICLETAS - Pz. CHAMBERI Nº12;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;PLAZA;CHAMBERI;12;31051021;
457706;SITUADO APARCABICICLETAS - Pº EDUARDO DATO Nº2;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;PASEO;EDUARDO DATO;2;31012940;
457716;SITUADO APARCABICICLETAS - C/ FERNANDEZ DE LA HOZ Nº27;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;CALLE;FERNANDEZ DE LA HOZ;27;11041298;
457719;SITUADO APARCABICICLETAS - Pº GRAL. MARTINEZ CAMPOS Nº31;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;PASEO;GENERAL MARTINEZ CAMPOS;31;11041370;
457722;SITUADO APARCABICICLETAS - Pº GRAL. MARTINEZ CAMPOS Nº37;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;PASEO;GENERAL MARTINEZ CAMPOS;37;11041557;
457723;SITUADO APARCABICICLETAS - C/ MIGUEL ANGEL Nº1;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;CALLE;MIGUEL ANGEL;1;11041249;
457725;SITUADO APARCABICICLETAS - C/ FORTUNY Nº49;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;CALLE;FORTUNY;49;20014210;
457728;SITUADO APARCABICICLETAS - Pº CASTELLANA Nº35;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;PASEO;CASTELLANA;35;11041192;
457729;SITUADO APARCABICICLETAS - C/ ZURBARAN Nº21;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;CALLE;ZURBARAN;21;11040978;
457731;SITUADO APARCABICICLETAS - C/ ALMAGRO Nº7;07;CHAMBERI;074;ALMAGRO;OPERATIVO;;CALLE;ALMAGRO;7;20014094;
457734;SITUADO APARCABICICLETAS - C/ SANTA ENGRACIA Nº15;07;CHAMBERI;073;TRAFALGAR;OPERATIVO;;CALLE;SANTA ENGRACIA;15;11040784;
457737;SITUADO APARCABICICLETAS - C/ FRANCISCO DE ROJAS Nº14;07;CHAMBERI;073;TRAFALGAR;OPERATIVO;;CALLE;FRANCISCO DE ROJAS;14;31037600;
457741;SITUADO APARCABICICLETAS - C/ SERRANO ANGUITA Nº13;01;CENTRO;014;JUSTICIA;OPERATIVO;;CALLE;SERRANO ANGUITA;13;11005281;
457747;SITUADO APARCABICICLETAS - Pz. DOS DE MAYO Nº3;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;PLAZA;DOS DE MAYO;3;11006142;
457752;SITUADO APARCABICICLETAS - C/ EVARISTO SAN MIGUEL Nº7;09;MONCLOA-ARAVACA;092;ARGUELLES;OPERATIVO;;CALLE;EVARISTO SAN MIGUEL;7;11052385;
457755;SITUADO APARCABICICLETAS - C/ VENTURA RODRIGUEZ Nº17;09;MONCLOA-ARAVACA;092;ARGUELLES;OPERATIVO;;CALLE;VENTURA RODRIGUEZ;17;11052307;
457758;SITUADO APARCABICICLETAS - Pz. CONDE DE TORENO Nº4;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;PLAZA;CONDE DE TORENO;4;31037162;
457762;SITUADO APARCABICICLETAS - C/ MARQUES DE LEGANES Nº5;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;CALLE;MARQUES DE LEGANES;5;11007091;
457765;SITUADO APARCABICICLETAS - C/ LIBREROS Nº16;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;CALLE;LIBREROS;16;11007082;
457767;SITUADO APARCABICICLETAS - Pz. SAN ILDEFONSO Nº2;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;PLAZA;SAN ILDEFONSO;2;11005585;
457774;SITUADO APARCABICICLETAS - C/ FUENCARRAL Nº35;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;CALLE;FUENCARRAL;35;11005641;
457776;SITUADO APARCABICICLETAS - C/ FUENCARRAL Nº29;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;CALLE;FUENCARRAL;29;11005638;
457777;SITUADO APARCABICICLETAS - C/ VALVERDE Nº22;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;CALLE;VALVERDE;22;11005658;
457780;SITUADO APARCABICICLETAS - C/ FUENCARRAL Nº3;01;CENTRO;015;UNIVERSIDAD;OPERATIVO;;CALLE;FUENCARRAL;3;20006418;
457781;SITUADO APARCABICICLETAS - Pz. PEDRO ZEROLO Nº6;01;CENTRO;014;JUSTICIA;OPERATIVO;;PLAZA;PEDRO ZEROLO;6;11004562;
457782;SITUADO APARCABICICLETAS - C/ SAN GREGORIO Nº15;01;CENTRO;014;JUSTICIA;OPERATIVO;;CALLE;SAN GREGORIO;15;11004837;
457784;SITUADO APARCABICICLETAS - C/ SAN GREGORIO Nº10;01;CENTRO;014;JUSTICIA;OPERATIVO;;CALLE;SAN GREGORIO;10;31037770;
457785;SITUADO APARCABICICLETAS - C/ BELEN Nº7;01;CENTRO;014;JUSTICIA;OPERATIVO;;CALLE;BELEN;7;11005011;
457900;SITUADO APARCABICICLETAS - Pz. PUERTA DEL SOL Nº8;01;CENTRO;016;SOL;OPERATIVO;;PLAZA;PUERTA DEL SOL;8;20006804;
457904;SITUADO APARCABICICLETAS - C/ MAYOR Nº8;01;CENTRO;016;SOL;OPERATIVO;;CALLE;MAYOR;8;20007086;
457906;SITUADO APARCABICICLETAS - C/ MAYOR Nº26;01;CENTRO;016;SOL;OPERATIVO;;CALLE;MAYOR;26;11007812;
457908;SITUADO APARCABICICLETAS - C/ MAYOR Nº32;01;CENTRO;016;SOL;OPERATIVO;;CALLE;MAYOR;32;11007815;
457910;SITUADO APARCABICICLETAS - C/ CAVA DE SAN MIGUEL Nº2;01;CENTRO;016;SOL;OPERATIVO;;CALLE;CAVA DE SAN MIGUEL;2;20104677;
457942;SITUADO APARCABICICLETAS - C/ SAN JUSTO Nº1;01;CENTRO;011;PALACIO;OPERATIVO;;CALLE;SAN JUSTO;1;11000634;
457963;SITUADO APARCABICICLETAS - C/ JOAQUIN DICENTA Nº1;06;TETUAN;064;ALMENARA;OPERATIVO;;CALLE;JOAQUIN DICENTA;1;11032551;
458000;SITUADO APARCABICICLETAS - Av. PABLO IGLESIAS Nº46;06;TETUAN;061;BELLAS VISTAS;OPERATIVO;;AVENIDA;PABLO IGLESIAS;46;11027780;
4732942;SITUADOS_APARCABICICLETAS - ROC 30 ROCÓDROMO DE MADRID;11;CARABANCHEL;113;SAN ISIDRO;OPERATIVO;12/01/18;PASEO;SAN ILLAN;10;31045280;
458013;SITUADO APARCABICICLETAS - Pz. MARQUES DE COMILLAS Nº1;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;PLAZA;MARQUES DE COMILLAS;1;20146709;
4737309;Situado Aparcabicicletas CALLE JUAN BRAVO 16;04;SALAMANCA;046;CASTELLANA;OPERATIVO;;CALLE;JUAN BRAVO;16;11019596;
4767401;SITUADOS_APARCABICICLETAS -  POLIDEPORTIVO MUNICIPAL DE ORCASITAS;12;USERA;127;PRADOLONGO;OPERATIVO;07/03/18;AVENIDA;RAFAELA YBARRA;85;20153855;
4767421;SITUADOS_APARCABICICLETAS - DENTRO PARQUE PRADOLONGO;12;USERA;127;PRADOLONGO;OPERATIVO;11/04/18;Avenida;Poblados;169;;
4767423;SITUADOS_APARCABICICLETAS - DENTRO PARQUE PRADOLONGO;12;USERA;127;PRADOLONGO;OPERATIVO;11/04/18;Avenida;Poblados;169;;
4767422;SITUADOS_APARCABICICLETAS - DENTRO PARQUE PRADOLONGO;12;USERA;127;PRADOLONGO;OPERATIVO;11/04/18;Anillo;Verde Ciclista;;;
4738110;SITUADO_APARCABICICLETAS - ESTACION CERCANIAS EL POZO;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;CALLE;PUERTO DE BALBARAN;10;20126524;
3913489;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/02/18;CALLE;FINA DE CALDERON;34;31043349;
528294;SITUADO_APARCABICICLETAS_COLEGIO PUBLICO MADRID SUR;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;VIRIDIANA;13F;20081150;
3913492;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/02/18;CALLE;LUIS MARTINEZ FEDUCHI;96;31041752;
3913494;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/02/18;CAMINO;HUERTA;25;20178427;
528353;SITUADO_APARCABICICLETAS_CENTRO BACHILLERATO VALDECAS;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;JAVIER DE MIGUEL;32;11094943;
3565629;SITUADO APARCABICICLETAS - C/ TRIBULETE Nº27;01;CENTRO;012;EMBAJADORES;OPERATIVO;10/07/17;CALLE;TRIBULETE;27;11002261;
3913497;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/02/18;CALLE;FINA DE CALDERON;14;31047672;
3913500;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/02/18;CALLE;FINA DE CALDERON;8;31039805;
3913503;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/02/18;CALLE;MARIA DE LAS MERCEDES DE BORBON;190;31052866;
528819;Situado aparcabicicletas;21;BARAJAS;215;CORRALEJOS;OPERATIVO;;CALLE;BAHIA DE POLLENSA;5;31011498;
528822;Situado aparcabicicletas;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;ANGEL LUIS DE LA HERRAN;35;20089609;
528824;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;SAMANIEGO;12;11136472;
528826;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;CALLE;AURORA REDONDO;4;20167083;
528827;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;;CALLE;IQUITOS;;;
528828;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;TORRE ARIA;7;;
528830;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;;CALLE;TELEMACO;11;20043588;
528831;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;;CALLE;JUAN IGNACIO LUCA DE TENA;23;20071600;
528832;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;;CALLE;TELEMACO;7;20043584;
528833;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;203;AMPOSTA;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;89;11135505;
528834;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;ONCE;7;31024847;
528835;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;204;ARCOS;OPERATIVO;;AVENIDA;GUADALAJARA;18;31044557;
528836;Situado aparcabicicletas;21;BARAJAS;211;ALAMEDA DE OSUNA;OPERATIVO;;CALLE;NORAY;11;20062430;
528837;Situado aparcabicicletas;15;CIUDAD LINEAL;155;SAN PASCUAL;OPERATIVO;;CALLE;MARTINEZ VILLERGAS;49;11111271;
528838;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;AVENIDA;MANOTERAS;49;31020648;
528839;Situado aparcabicicletas;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;EL PROVENCIO;;;
528840;Situado aparcabicicletas;21;BARAJAS;211;ALAMEDA DE OSUNA;OPERATIVO;;CALLE;CORBETA;12;11139982;
3565634;SITUADO APARCABICICLETAS - C/TRIBULETE Nº17;01;CENTRO;012;EMBAJADORES;OPERATIVO;10/07/17;CALLE;TRIBULETE;17;11002256;
528842;Situado aparcabicicletas;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;14;31025053;
528843;Situado aparcabicicletas;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;MANZANAR;12;31037956;
528844;Situado aparcabicicletas;16;HORTALEZA;163;CANILLAS;OPERATIVO;;PLAZA;NUESTRA SEÑORA DEL TRANSITO;12;11116399;
528845;Situado aparcabicicletas;15;CIUDAD LINEAL;155;SAN PASCUAL;OPERATIVO;;CALLE;AMARA;4;11111214;
528847;Situado aparcabicicletas;16;HORTALEZA;165;APOSTOL SANTIAGO;OPERATIVO;;CALLE;MONOVAR;19;11122150;
528848;Situado aparcabicicletas;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;AGUSTIN CALVO;8 A;20104818;
528849;Situado aparcabicicletas;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;PALERMO;48;11114868;
528850;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;CALLE;INFANTA CATALINA MICAELA;37;31030434;
529108;SITUADO_APARCABICICLETAS;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;CALLE;EMMA PENELLA;18;31043278;
529109;SITUADO_APARCABICICLETAS;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;CALLE;EMMA PENELLA;2;31039876;
529110;SITUADO_APARCABICICLETAS;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;CALLE;JUAN DANIEL FULLAONDO;16 B;31043442;
529111;SITUADO_APARCABICICLETAS;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;CAMINO;VALDEHIGUERA;24;20126754;
529112;SITUADO_APARCABICICLETAS;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;AVENIDA;NICETO ALCALA ZAMORA;43;31038266;
529113;SITUADO_APARCABICICLETAS;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;CALLE;PRINCIPE CARLOS;36;31017494;
529114;SITUADO_APARCABICICLETAS;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;AVENIDA;MANOTERAS;46;20138130;
529116;SITUADO_APARCABICICLETAS;16;HORTALEZA;165;APOSTOL SANTIAGO;OPERATIVO;;CALLE;PURCHENA;22;20060208;
529117;SITUADO_APARCABICICLETAS;16;HORTALEZA;165;APOSTOL SANTIAGO;OPERATIVO;;CALLE;SOMONTIN;26;11121638;
529118;SITUADO_APARCABICICLETAS;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;ABIZANDA;68;20089517;
529119;SITUADO_APARCABICICLETAS;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;MAR DE ARAL;1;11119346;
529120;SITUADO_APARCABICICLETAS;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;MAR MENOR;25;11119370;
529121;SITUADO_APARCABICICLETAS;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;MAR AMARILLO;12;11118983;
529122;SITUADO_APARCABICICLETAS;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;AREQUIPA;1;31049247;
529123;SITUADO_APARCABICICLETAS;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;JAVIER DEL QUINTO;12;31008306;
529124;SITUADO_APARCABICICLETAS;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;TORQUEMADA;5;31008854;
529125;SITUADO_APARCABICICLETAS;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;AYACUCHO;30;20139448;
529126;SITUADO_APARCABICICLETAS;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;LAS PEDROÑERAS;39;11117013;
529127;SITUADO_APARCABICICLETAS;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;AGUSTIN DE ITURBIDE;1;31044660;
529128;SITUADO_APARCABICICLETAS;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;RICARDO SAN JUAN;2;31034365;
529129;SITUADO_APARCABICICLETAS;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CARRETERA;CANILLAS;1;31041743;
529130;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;159;COSTILLARES;OPERATIVO;;CALLE;JAZMIN;15;11112772;
529131;SITUADO_APARCABICICLETAS;16;HORTALEZA;165;APOSTOL SANTIAGO;OPERATIVO;;CALLE;SOMONTIN;59;20064870;
529132;SITUADO_APARCABICICLETAS;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;ROSA DE CASTRO;17;20157452;
529133;SITUADO_APARCABICICLETAS;16;HORTALEZA;161;PALOMAS;OPERATIVO;;CALLE;PEONIAS;2;11113206;
529134;SITUADO_APARCABICICLETAS;21;BARAJAS;215;CORRALEJOS;OPERATIVO;;AVENIDA;PARTENON;5;20058452;
529135;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;AVENIDA;SEPTIMA;41;31054048;
529136;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;AVENIDA;SEXTA;6;31010276;
529137;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;PIRRA;14;31043339;
529138;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;ARCAUTE;4;31010974;
529139;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;NAVARIDAS;7;20090540;
529140;SITUADO_APARCABICICLETAS;21;BARAJAS;211;ALAMEDA DE OSUNA;OPERATIVO;;CALLE;BALANDRO;1;11140143;
529141;SITUADO_APARCABICICLETAS;21;BARAJAS;212;AEROPUERTO;OPERATIVO;;CALLE;MEDINA DE POMAR;12;11140202;
529143;SITUADO_APARCABICICLETAS;21;BARAJAS;211;ALAMEDA DE OSUNA;OPERATIVO;;CALLE;BERGANTIN;11;11139992;
529145;SITUADO_APARCABICICLETAS;21;BARAJAS;211;ALAMEDA DE OSUNA;OPERATIVO;;CALLE;SAN SEVERO;18;20152615;
529146;SITUADO_APARCABICICLETAS;21;BARAJAS;211;ALAMEDA DE OSUNA;OPERATIVO;;AVENIDA;LOGROÑO;70;11139809;
529147;SITUADO_APARCABICICLETAS;21;BARAJAS;214;TIMON;OPERATIVO;;CALLE;TIMON;20;11141287;
529148;SITUADO_APARCABICICLETAS;21;BARAJAS;214;TIMON;OPERATIVO;;AVENIDA;LOGROÑO;365;31027598;
529149;SITUADO_APARCABICICLETAS;21;BARAJAS;213;CASCO H.BARAJAS;OPERATIVO;;CALLE;ORION;3;11140690;
529150;SITUADO_APARCABICICLETAS;21;BARAJAS;215;CORRALEJOS;OPERATIVO;;CALLE;BAHIA DE MALAGA;5;20149956;
529151;SITUADO_APARCABICICLETAS;16;HORTALEZA;161;PALOMAS;OPERATIVO;;GLORIETA;MAR CARIBE;5;31049487;
529152;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;;CALLE;GENERAL ARANAZ;66;11139194;
529154;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;155;SAN PASCUAL;OPERATIVO;;CALLE;ARTURO SORIA;71;20039132;
529155;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;154;CONCEPCION;OPERATIVO;;CALLE;JUAN PEREZ ZUÑIGA;36;11110427;
529156;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;156;SAN JUAN BAUTISTA;OPERATIVO;;CALLE;ARTURO SORIA;126;20179812;
529157;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;156;SAN JUAN BAUTISTA;OPERATIVO;;CALLE;TORRECILLA DEL PUERTO;1;11111454;
529158;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;156;SAN JUAN BAUTISTA;OPERATIVO;;CALLE;DIEGO AYLLON;8;31022917;
529160;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;156;SAN JUAN BAUTISTA;OPERATIVO;;CALLE;RAMIREZ DE ARELLANO;30;11111309;
529161;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;156;SAN JUAN BAUTISTA;OPERATIVO;;CALLE;SORZANO;1;11111674;
529162;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;157;COLINA;OPERATIVO;;CALLE;LOPEZ DE HOYOS;310;20172418;
529163;SITUADO_APARCABICICLETAS;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;CARRIL DEL CONDE;57;11115457;
3913506;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/02/18;CALLE;LUIS MOYA BLANCO;75;31039813;
529164;SITUADO_APARCABICICLETAS;16;HORTALEZA;163;CANILLAS;OPERATIVO;;CALLE;ANDORRA;30;20000193;
529165;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;;CALLE;LOPEZ DE ARANDA;29;20109179;
529166;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;;CALLE;MARIA LOMBILLO;3;11139241;
529167;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;154;CONCEPCION;OPERATIVO;;CALLE;LOPEZ DE ARANDA;5;11110428;
529168;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;153;QUINTANA;OPERATIVO;;CALLE;ZIGIA;1;11108626;
529169;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;154;CONCEPCION;OPERATIVO;;CALLE;JOSE DEL HIERRO;5;20094448;
529171;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;154;CONCEPCION;OPERATIVO;;CALLE;JOSE DEL HIERRO;1;20094442;
529172;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;155;SAN PASCUAL;OPERATIVO;;CALLE;DEMETRIO LOPEZ;6;20164578;
529173;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;151;VENTAS;OPERATIVO;;AVENIDA;MARQUES DE CORBERA;6;11103497;
