MXASSETNUM,C,12;DESCRIPTIO,C,105;MINTDISTRI,C,20;NOMBRE_DIS,C,20;MINTBARRIO,C,10;NOMBRE_BAR,C,50;ESTADO,C,50;INSTALLDAT,D;MINTTIPOVI,C,15;MINTNOMBRE,C,254;MINTNUMERO,C,25;MINTNDP,C,20;MODELO,C,254
4990599;SITUADO APARCABICICLETAS - C/ LIBERTAD Nº 18;01;CENTRO;014;JUSTICIA;OPERATIVO;30/07/18;CALLE;LIBERTAD;18;20005614;
4990605;SITUADO APARCABICICLETAS - C/ INFANTAS Nº 6;01;CENTRO;014;JUSTICIA;OPERATIVO;30/07/18;CALLE;INFANTAS;6;20147761;
4990607;SITUADO APARCABICICLETAS - C/ INFANTAS Nº 10;01;CENTRO;014;JUSTICIA;OPERATIVO;30/07/18;CALLE;INFANTAS;10;11004324;
4990610;SITUADO APARCABICICLETAS - C/ INFANTAS Nº 11;01;CENTRO;014;JUSTICIA;OPERATIVO;30/07/18;CALLE;INFANTAS;11;20005568;
4990613;SITUADO APARCABICICLETAS - C/ INFANTAS Nº 17;01;CENTRO;014;JUSTICIA;OPERATIVO;30/07/18;CALLE;INFANTAS;17;20005570;
4990616;SITUADO APARCABICICLETAS - C/ INFANTAS Nº 25;01;CENTRO;014;JUSTICIA;OPERATIVO;30/07/18;CALLE;INFANTAS;25;11004281;
4990623;SITUADO APARCABICICLETAS - PLAZA DEL REY  Nº5;01;CENTRO;014;JUSTICIA;OPERATIVO;30/07/18;PLAZA;REY;5;20005506;
5068925;IES PIO BAROJA. CALLE TOLOSA;12;USERA;121;ORCASITAS;OPERATIVO;;Plaza;Puerta del Sol;s/n;11079512;
5068930;IES JUAN DE VILLANUEVA. CAMINO VIEJO VILLAVERDE;12;USERA;121;ORCASITAS;OPERATIVO;;Plaza;Puerta del Sol;s/n;11080808;
5068993;-;12;USERA;122;ORCASUR;OPERATIVO;;Calle;Camino Río;3;31048238;
5069903;SITUADOS_APARCABICICLETAS - CALLE GENERAL MARVA I.E.S PEDRO SALINAS;12;USERA;125;MOSCARDO;OPERATIVO;;CALLE;GENERAL MARVA;26;11084285;
5072113;SITUADO APARCABICICLETAS - C/ VALLEHERMOSO Nº43;07;CHAMBERI;072;ARAPILES;OPERATIVO;20/11/18;CALLE;VALLEHERMOSO;43 A;20013560;
5072125;SITUADO APARCABICICLETAS - C/ VALLEHERMOSO Nº83;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;22/02/16;CALLE;VALLEHERMOSO;83;20014750;
5072932;Situado Aparcabicicletas;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;;CALLE;JUAN DUQUE;46;11008104;
5090608;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;AVENIDA;NICETO ALCALA ZAMORA;48;31040776;
5104672;Situado Aparcabicicletas;03;RETIRO;033;ESTRELLA;OPERATIVO;;CALLE;PEZ AUSTRAL;13;11011967;
5105345;-;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;Calle;Pico Mampodre;10;20151619;
5166053;SITUADOS_APARCABICICLETAS - CEIP PRADOLONGO;12;USERA;126;ZOFIO;OPERATIVO;;CALLE;PARQUE DE LA PALOMA;44;11085751;
5166918;SITUADOS_APARCABICICLETAS - CEIP MARCELO USERA;12;USERA;124;ALMENDRALES;OPERATIVO;;CALLE;FELIPE DIAZ;2;11083517;
5173954;SITUADOS_APARCABICICLETAS - CEIP JUAN SEBASTIÁN ELCANO;12;USERA;125;MOSCARDO;OPERATIVO;;CALLE;MIRASIERRA;29;11084162;
5174286;SITUADOS_APARCABICICLETAS - CSS SAN FILIBERTO;12;USERA;125;MOSCARDO;OPERATIVO;;CALLE;SAN FILIBERTO;7;11085115;
5176400;SITUADOS APARCABICICLETAS;01;CENTRO;012;EMBAJADORES;OPERATIVO;02/02/16;CALLE;PEÑA DE FRANCIA;16;11001970;
5176413;Situado Aparcabicicletas;01;CENTRO;012;EMBAJADORES;OPERATIVO;02/02/16;CALLE;CASINO;26;31004027;
5180197;SITUADO APARCABICICLETAS - C/ FELIPE IV;01;CENTRO;011;PALACIO;OPERATIVO;15/08/13;CALLE;FELIPE V;2;11000279;
5182687;Situado aparcabicicletas;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;AVENIDA;DAROCA;91;20117835;
5182888;Situado aparcabicicletas;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;CALLE;ARRIAGA;73;11107027;
5182890;-;14;MORATALAZ;143;MARROQUINA;OPERATIVO;13/06/19;CALLE;CAMINO DE LOS VINATEROS;73;11101667;
5182899;-;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;13/06/19;CALLE;ARROYO DE LA MEDIA LEGUA;31;31048406;
5182933;-;14;MORATALAZ;143;MARROQUINA;OPERATIVO;13/06/19;AVENIDA;MORATALAZ;185;11101443;
