"tipo_elem";"distrito";"id";"id_cruce";"fecha_inst";"utm_x";"utm_y";"longitud";"latitud"
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3440;99;"2018-08-07 00:00:00";440084.55932561;4475697.1661555;-3.70636242919842;40.4297554351272
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3441;99;"2018-08-07 00:00:00";440137.352575343;4475729.9415948;-3.70574316393214;40.4300544918073
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3443;99;"2018-08-07 00:00:00";440177.252373879;4475682.00270962;-3.70526829256913;40.4296255072814
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3444;99;"2018-08-07 00:00:00";440177.393625095;4475658.70078526;-3.70526443453929;40.4294156032594
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3445;99;"2018-08-07 00:00:00";440128.469820229;4475632.49528487;-3.70583870050435;40.4291760125979
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3446;99;"2018-08-07 00:00:00";440112.045421117;4475631.28814549;-3.70603220370891;40.42916395587
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3439;99;"2018-08-07 00:00:00";440084.225377725;4475674.06463918;-3.70636418849723;40.4295473023131
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3442;99;"2018-08-07 00:00:00";440154.961564881;4475727.44575718;-3.70553534492091;40.4300332752242
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4397;2096;"2018-08-01 00:00:00";440904.693237389;4475344.33057998;-3.69666149023006;40.426635595373
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4396;2096;"2018-08-01 00:00:00";440891.671497772;4475344.92480164;-3.69681504511428;40.4266400233168
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4399;2096;"2018-08-01 00:00:00";440885.516692551;4475339.14158612;-3.6968870599384;40.4265874880818
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4398;2096;"2018-08-01 00:00:00";440887.225741854;4475345.36207075;-3.69686749212963;40.4266436465622
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4424;1843;"2004-09-23 00:00:00";441253.703866221;4475289.02737389;-3.69254225707277;40.4261621159905
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4425;1843;"2004-09-23 00:00:00";441240.577743991;4475274.00586736;-3.6926955979363;40.4260258681043
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8549;34;"2019-02-06 00:00:00";440394.438122403;4475632.66638453;-3.70270338164316;40.4291966539851
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3448;34;"2018-08-06 00:00:00";440408.270461269;4475647.5103993;-3.70254171224822;40.4293313666277
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3447;34;"2018-08-06 00:00:00";440417.855478121;4475656.67722218;-3.70242957935501;40.4294146321176
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3451;34;"2018-08-06 00:00:00";440425.077991865;4475571.30639059;-3.70233643669174;40.4286460901361
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3452;34;"2018-08-06 00:00:00";440425.451858358;4475564.93926928;-3.70233143276021;40.4285887589824
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8548;34;"2019-02-06 00:00:00";440399.878902329;4475621.15461851;-3.70263816433985;40.4290933406038
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8550;34;"2019-02-06 00:00:00";440413.533369326;4475604.51717565;-3.70247564098319;40.4289444411418
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8551;34;"2019-02-06 00:00:00";440407.651445081;4475617.60445709;-3.70254620595375;40.4290619159772
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3449;34;"2018-08-06 00:00:00";440474.583208867;4475639.02191828;-3.7017591955797;40.4292596463366
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3450;34;"2018-08-06 00:00:00";440492.864125837;4475632.18914475;-3.70154305324064;40.4291994015283
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8059;34;"2017-11-23 00:00:00";440484.434495161;4475608.87764213;-3.70164024249894;40.4289887978268
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8058;34;"2017-11-23 00:00:00";440478.442303978;4475600.67211907;-3.70171011225007;40.428914450002
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8057;34;"2017-11-23 00:00:00";440479.9538477;4475585.98855149;-3.701690918857;40.4287822818783
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;7276;34;"1960-01-01 00:00:00";440439.906952282;4475560.38598731;-3.70216060547914;40.4285487760134
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;7277;34;"1960-01-01 00:00:00";440433.81683698;4475555.47701402;-3.70223193744505;40.428504117688
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8174;35;"2018-04-02 00:00:00";440667.842164998;4475522.56291396;-3.69947011196755;40.4282243366084
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8109;35;"1960-01-01 00:00:00";440699.396066903;4475548.53393097;-3.69910057014503;40.4284605454279
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8173;35;"2018-04-02 00:00:00";440649.484022056;4475563.38416311;-3.69969033290959;40.4285907636825
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3453;35;"2018-08-02 00:00:00";440673.917968192;4475574.79003461;-3.69940336298464;40.4286952559193
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8172;35;"2018-04-02 00:00:00";440650.59582988;4475538.53767521;-3.69967490696462;40.4283670143944
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;3454;35;"2018-08-02 00:00:00";440662.779483503;4475569.9512627;-3.699534215181;40.4286508716039
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8110;35;"1960-01-01 00:00:00";440696.390791876;4475526.07345445;-3.69913390187084;40.4282579968441
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8175;35;"2018-04-02 00:00:00";440682.707520727;4475526.25018908;-3.69929521989274;40.4282586133844
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4413;36;"2018-08-20 00:00:00";441055.607742704;4475518.49917833;-3.69489866515269;40.4282152945535
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4415;36;"2018-08-20 00:00:00";440966.154604835;4475518.02483821;-3.69595311530443;40.4282046783577
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8170;36;"2018-03-28 00:00:00";441007.384952402;4475498.17180656;-3.69546524026132;40.4280287577672
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4417;36;"2018-08-20 00:00:00";440946.908433786;4475443.89456253;-3.69617310759783;40.4275355121123
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4419;36;"2018-08-20 00:00:00";440940.292379303;4475467.91492741;-3.69625332984934;40.4277514291464
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4418;36;"2018-08-20 00:00:00";440934.227801247;4475457.59715279;-3.69632386137766;40.4276580512318
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;8171;36;"2018-03-28 00:00:00";441025.222217062;4475489.42236237;-3.69525415938051;40.4279512033776
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4422;36;"2018-08-20 00:00:00";441017.015151068;4475422.46437971;-3.69534469353156;40.4273474325235
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4423;36;"2018-08-20 00:00:00";441032.053721296;4475435.79158986;-3.69516865381191;40.427468556415
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4420;36;"2018-08-20 00:00:00";440918.656819992;4475475.73094987;-3.69650909938561;40.4278203032648
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4421;36;"2018-08-20 00:00:00";440915.675506189;4475488.10932847;-3.69654539402109;40.4279316017502
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4412;36;"2018-08-20 00:00:00";441060.806915744;4475524.91453187;-3.69483797087552;40.428273455453
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4414;36;"2018-08-20 00:00:00";440985.85755924;4475524.30057202;-3.69572143495965;40.4282626110702
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4416;36;"2018-08-20 00:00:00";440959.075567913;4475439.63233633;-3.69602928424555;40.427497979576
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4387;415;"1970-08-12 00:00:00";440106.924061896;4475503.55656109;-3.70608054202898;40.4280129238009
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4386;415;"1970-08-12 00:00:00";440108.234466376;4475508.62737539;-3.7060655724799;40.428058698316
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;7929;415;"1970-08-12 00:00:00";440082.393760066;4475494.84305569;-3.70636888810506;40.4279326621902
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;7138;37;"1960-01-01 00:00:00";441167.7690334;4475316.46630927;-3.69355778545351;40.4264032264243
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;7137;37;"1960-01-01 00:00:00";441171.655987002;4475313.66742937;-3.69351170737914;40.4263782876466
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;7928;414;"1970-08-11 00:00:00";440064.504240605;4475400.47775343;-3.70657087612325;40.4270812884993
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;7926;414;"1970-08-11 00:00:00";440041.348145114;4475336.14579107;-3.70683777319098;40.4265000886717
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;7927;414;"1970-08-11 00:00:00";440049.095853018;4475354.81859063;-3.70674820473126;40.4266688600016
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4388;591;"1973-08-10 00:00:00";440516.916242143;4475279.21240596;-3.70122649131903;40.4260213452613
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4392;591;"1973-08-10 00:00:00";440527.869580636;4475301.96419062;-3.70109950340641;40.4262270869124
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4393;591;"1973-08-10 00:00:00";440516.284052274;4475315.83196419;-3.70123736956607;40.4263511859327
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4391;591;"1973-08-10 00:00:00";440521.230240948;4475289.89071005;-3.70117663758484;40.4261178487853
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4394;591;"1973-08-10 00:00:00";440512.064283229;4475321.31672622;-3.70128762493431;40.4264002934736
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4395;591;"1973-08-10 00:00:00";440504.196079951;4475318.40136678;-3.7013801017043;40.4263734679197
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4400;542;"1972-11-30 00:00:00";440875.702211747;4475285.15757852;-3.69699773225115;40.4261004773722
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4401;542;"1972-11-30 00:00:00";440863.957108801;4475290.31066946;-3.69713666115169;40.4261460640594
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;6211;542;"1972-11-30 00:00:00";440825.604171153;4475311.31960765;-3.69759071575285;40.4263325953466
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;6210;542;"1972-11-30 00:00:00";440822.134205952;4475296.92085774;-3.69763027912901;40.4262026378489
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4317;427;"1970-10-28 00:00:00";440271.657107776;4473787.41030328;-3.7039774664704;40.4125649240764
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4318;427;"1970-10-28 00:00:00";440261.067890241;4473781.53959424;-3.70410171422019;40.412511277989
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;7925;41;"1960-01-01 00:00:00";439989.072898148;4475217.14480247;-3.70744275646947;40.4254243050928
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;7924;41;"1960-01-01 00:00:00";440000.215669929;4475244.00055543;-3.70731394298724;40.42566703748
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;23;41;"1960-01-01 00:00:00";439997.433396011;4475210.65103591;-3.70734359248888;40.4253664093271
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;24;41;"1960-01-01 00:00:00";439990.290322404;4475216.13494334;-3.70742831050784;40.4254152956401
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4439;42;"1960-01-01 00:00:00";441373.771193675;4475196.04576908;-3.69111834385523;40.4253329625919
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4438;42;"1960-01-01 00:00:00";441361.040972716;4475208.31515396;-3.69126953593552;40.4254425939667
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4437;42;"1960-01-01 00:00:00";441365.40846044;4475220.81491988;-3.69121920578585;40.4255555056958
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4435;42;"1960-01-01 00:00:00";441410.846388983;4475232.95531395;-3.69068471230254;40.4256680733205
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4445;42;"1960-01-01 00:00:00";441435.711003937;4475081.95108986;-3.69037770458063;40.4243095048643
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4430;42;"1960-01-01 00:00:00";441490.573223578;4475235.28178967;-3.68974512243556;40.4256946421151
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4432;42;"1960-01-01 00:00:00";441486.987189199;4475201.14146637;-3.6897842519899;40.4253868373494
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4433;42;"1960-01-01 00:00:00";441418.086146994;4475229.44932177;-3.69059904845914;40.4256369994646
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4427;42;"1960-01-01 00:00:00";441456.857651019;4475259.36362028;-3.69014477241929;40.4259092110765
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4440;42;"1960-01-01 00:00:00";441366.639773813;4475182.49682039;-3.69120115771502;40.4252104045749
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4441;42;"1960-01-01 00:00:00";441373.796739446;4475138.32231137;-3.69111272031184;40.4248129636397
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4442;42;"1960-01-01 00:00:00";441382.785021426;4475135.13195092;-3.69100647548894;40.4247848566453
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4448;42;"1960-01-01 00:00:00";441400.807102849;4475086.80975939;-3.69078958421502;40.4243508165065
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4447;42;"1960-01-01 00:00:00";441422.830581143;4475084.52980649;-3.69052977091925;40.4243318284455
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4426;42;"1960-01-01 00:00:00";441434.241279104;4475263.95979757;-3.69041179399028;40.4259490238781
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4428;42;"1960-01-01 00:00:00";441471.009396039;4475259.0464673;-3.68997792469165;40.4259073497215
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4444;42;"1960-01-01 00:00:00";441456.088893535;4475094.45510711;-3.69013865022077;40.4244235812636
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4429;42;"1960-01-01 00:00:00";441484.643844863;4475256.189141;-3.68981694099089;40.4258825686323
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4443;42;"1960-01-01 00:00:00";441457.970274817;4475108.95360366;-3.69011780816604;40.4245543231373
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4436;42;"1960-01-01 00:00:00";441401.124912565;4475235.26537543;-3.69079952000903;40.4256881987965
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4434;42;"1960-01-01 00:00:00";441412.941100348;4475232.4960462;-3.69065997794786;40.4256640835281
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4446;42;"1960-01-01 00:00:00";441428.009720541;4475084.79553628;-3.69046874595352;40.4243345868904
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;7131;827;"1978-01-01 00:00:00";440548.18007126;4475168.44544807;-3.70084760111793;40.4250257399351
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;7129;827;"1978-01-01 00:00:00";440564.312346997;4475164.24439027;-3.70065704661568;40.424989047482
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;7128;827;"1978-01-01 00:00:00";440566.785595972;4475157.42636058;-3.70062725550198;40.4249278041865
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;7130;827;"1978-01-01 00:00:00";440556.609240547;4475170.96274735;-3.700748476274;40.4250490192251
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;5769;442;"1971-04-20 00:00:00";440999.167085127;4475126.06131851;-3.695527582049;40.4246760280757
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;6532;2206;"2014-12-05 00:00:00";441286.403601886;4474672.92216622;-3.69209990837235;40.4206142510264
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;6531;2206;"2014-12-05 00:00:00";441294.220278834;4474670.19355919;-3.69200752200707;40.4205902219111
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;26;176;"1966-06-07 00:00:00";439845.165459639;4475088.31659334;-3.70912690744051;40.424253370213
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;25;176;"1966-06-07 00:00:00";439840.946642097;4475095.86992284;-3.70917735141012;40.4243211089595
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;7090;347;"1969-04-23 00:00:00";439987.344641476;4475085.37845577;-3.70745069193256;40.4242371697077
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE)";1;7089;347;"1969-04-23 00:00:00";439995.536332893;4475099.27091943;-3.70735544334112;40.4243629101327
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4406;826;"1978-01-01 00:00:00";441115.53315652;4475018.77926948;-3.69414596844229;40.4237178240907
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4404;826;"1978-01-01 00:00:00";441112.360306225;4475036.22975161;-3.69418498435392;40.4238748018263
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4405;826;"1978-01-01 00:00:00";441111.263735261;4475021.73104207;-3.69419656739713;40.4237441129003
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4407;826;"1978-01-01 00:00:00";441122.535946842;4475018.23607211;-3.69406337311043;40.4237134262875
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;39;39;"1960-01-01 00:00:00";439685.606243205;4475028.83235297;-3.71100206951592;40.4237059580554
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;41;39;"1960-01-01 00:00:00";439676.728801285;4475014.03616205;-3.71110530783302;40.4235720237811
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;42;39;"1960-01-01 00:00:00";439665.253607675;4475005.40578937;-3.71123975141189;40.4234934454835
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;8674;39;"2014-04-24 00:00:00";439709.049330002;4474971.71461384;-3.71072032069546;40.4231931150165
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;43;39;"1960-01-01 00:00:00";439708.421212717;4475014.9944988;-3.71073182816041;40.4235829540605
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;8675;39;"2019-04-24 00:00:00";439721.079136393;4474986.14202447;-3.71057988922968;40.4233239552075
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;44;39;"1960-01-01 00:00:00";439718.660726098;4475006.14557182;-3.7106102921981;40.4235039808995
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;48;39;"1960-01-01 00:00:00";439661.497607628;4474986.08558604;-3.7112821914593;40.4233191280969
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;40;39;"1960-01-01 00:00:00";439674.077344727;4475020.95389487;-3.71113721785674;40.4236341495646
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;47;39;"1960-01-01 00:00:00";439686.276477865;4474972.39893017;-3.71098881638556;40.4231976291659
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4453;40;"1960-01-01 00:00:00";441393.900231678;4474986.24497989;-3.69086173053303;40.4234443937376
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4451;40;"1960-01-01 00:00:00";441364.797240734;4474990.51862274;-3.69120517346822;40.4234808423255
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4450;40;"1960-01-01 00:00:00";441332.89933664;4475001.53728196;-3.69158218388979;40.423577855193
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4454;40;"1960-01-01 00:00:00";441399.919138661;4474984.17365078;-3.69079059232407;40.4234261581357
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4463;40;"1960-01-01 00:00:00";441304.369939827;4474975.56577917;-3.69191607481296;40.4233418792047
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4464;40;"1960-01-01 00:00:00";441306.819611466;4474964.14107006;-3.69188614505093;40.4232391327075
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4461;40;"1960-01-01 00:00:00";441340.251733203;4474950.42918525;-3.69149080328867;40.4231179670981
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4460;40;"1960-01-01 00:00:00";441345.71787069;4474934.62414892;-3.69142491414708;40.4229759730185
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4459;40;"1960-01-01 00:00:00";441368.394583187;4474932.77116516;-3.69115744547373;40.4229608787157
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4458;40;"1960-01-01 00:00:00";441376.096044358;4474932.36163763;-3.69106662809662;40.4229577321577
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4457;40;"1960-01-01 00:00:00";441385.137067286;4474928.4815475;-3.69095970097027;40.4229234153829
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4456;40;"1960-01-01 00:00:00";441405.249078728;4474942.6342264;-3.6907239383992;40.4230523261861
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4455;40;"1960-01-01 00:00:00";441406.873621526;4474947.90044507;-3.69070527461009;40.4230998812486
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4449;40;"1960-01-01 00:00:00";441327.676910949;4475003.82869247;-3.69164395430254;40.4235981290703
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4462;40;"1960-01-01 00:00:00";441340.342506389;4474966.89433409;-3.6914912522126;40.4232662995378
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4465;40;"1960-01-01 00:00:00";441307.464297873;4474948.28395711;-3.69187708226653;40.4230963296377
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4466;40;"1960-01-01 00:00:00";441312.923258634;4474946.34125926;-3.69181255631014;40.4230792139364
"AVISADOR ACUSTICO (ANTIGUO - RELOJ INDEPENDIENTE O MECANICO)";1;4452;40;"1960-01-01 00:00:00";441387.023551041;4474989.40383122;-3.6909430799565;40.4234723657967
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4538;374;"2018-08-22 00:00:00";440680.953401455;4474907.55419374;-3.69925817542164;40.42268498638
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4540;374;"2018-08-22 00:00:00";440682.709026711;4474910.80304293;-3.69923778447396;40.4227143787037
"AVISADOR ACUSTICO (MODERNO - DIGITAL PROGRAMABLE - BLUETOOTH)";1;4537;374;"2018-08-22 00:00:00";440671.38888422;4474911.51493939;-3.69937128436571;40.4227199847045
