FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
27/07/19;ES28;1=;504;490;342;337;396;436;396;410;424;381;355;279
27/07/19;ES28;2-;238;175;115;118;145;262;299;379;443;506;552;655
27/07/19;ES28;2=;631;661;413;419;483;590;618;645;545;446;367;296
27/07/19;ES29;1-;1073;869;684;588;484;500;675;819;890;1134;1342;1322
27/07/19;ES29;1=;1462;1457;1527;1214;1125;1153;1232;1323;1342;1236;1140;1077
27/07/19;ES29;2-;1170;999;714;498;407;404;624;714;853;1111;1341;1543
27/07/19;ES29;2=;1725;1503;1584;1341;1148;1366;1441;1545;1556;1674;1427;1099
27/07/19;ES30;1-;249;224;178;131;107;91;112;112;166;202;300;318
27/07/19;ES30;1=;341;372;335;245;254;241;224;275;298;328;281;252
27/07/19;ES30;2-;281;269;240;208;157;150;192;208;261;392;476;511
27/07/19;ES30;2=;574;602;547;362;329;360;372;488;553;542;491;378
27/07/19;ES31;1-;101;71;62;56;36;50;51;63;64;104;128;158
27/07/19;ES31;1=;191;213;180;102;109;103;103;146;181;157;133;89
27/07/19;ES31;2-;77;62;52;39;31;49;44;49;57;100;171;155
27/07/19;ES31;2=;188;168;182;101;86;100;120;147;169;149;97;80
27/07/19;ES32;1-;330;306;250;216;189;157;194;228;255;377;438;478
27/07/19;ES32;1=;530;479;480;380;320;366;416;538;579;584;462;349
27/07/19;ES32;2-;287;297;242;162;117;122;140;149;142;229;293;311
27/07/19;ES32;2=;395;406;427;317;289;272;317;308;331;380;375;349
27/07/19;ES33;1-;346;290;149;104;79;99;187;264;332;431;543;729
27/07/19;ES33;1=;715;839;784;497;425;529;658;681;712;722;527;412
27/07/19;ES33;2-;253;178;86;61;54;64;99;192;266;404;434;571
27/07/19;ES33;2=;726;728;685;469;350;389;403;431;438;448;405;243
27/07/19;ES34;1-;201;288;196;189;293;184;195;235;310;272;613;474
27/07/19;ES34;1=;342;261;261;254;224;272;294;308;298;272;239;215
27/07/19;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
27/07/19;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
27/07/19;ES36;1-;777;539;434;329;306;314;297;386;548;721;1010;1158
27/07/19;ES36;1=;1277;1157;842;823;975;949;934;1135;1249;933;859;976
27/07/19;ES36;2-;471;330;201;145;133;225;262;410;672;979;1235;1254
27/07/19;ES36;2=;1323;1162;714;826;976;1203;1401;1517;1453;951;699;683
27/07/19;ES37;1-;444;280;209;180;183;251;297;367;500;698;867;1010
27/07/19;ES37;1=;959;953;654;637;645;621;626;722;718;608;555;531
27/07/19;ES37;2-;303;205;123;119;178;287;363;493;705;832;1002;1052
27/07/19;ES37;2=;1181;1031;602;584;728;775;904;1056;1091;681;498;431
27/07/19;ES38;1-;46;458;144;326;11;224;417;64;103;109;183;240
27/07/19;ES38;1=;292;306;259;415;92;77;97;90;370;500;77;44
27/07/19;ES38;2-;113;77;41;28;24;43;72;106;131;209;235;311
27/07/19;ES38;2=;352;351;270;142;166;192;263;254;257;229;159;130
27/07/19;ES39;1-;0;0;0;0;0;0;0;0;0;0;0;0
27/07/19;ES39;1=;0;0;0;0;0;0;0;0;0;0;0;0
27/07/19;ES39;2-;0;0;0;0;0;0;0;0;0;0;0;0
27/07/19;ES39;2=;0;0;0;0;0;0;0;0;0;0;0;0
27/07/19;ES40;1-;613;386;289;237;291;347;417;580;825;1041;1176;1295
27/07/19;ES40;1=;1385;1188;810;741;856;1047;1117;1205;1286;869;637;688
27/07/19;ES40;2-;556;369;259;231;255;396;472;577;755;962;1215;1257
27/07/19;ES40;2=;1361;1163;760;763;839;881;973;1127;1122;809;604;617
27/07/19;ES41;1-;361;306;232;179;237;258;335;395;579;692;823;877
27/07/19;ES41;1=;902;771;594;567;623;675;689;688;670;556;500;459
27/07/19;ES41;2-;264;221;168;133;171;171;258;304;400;473;551;606
27/07/19;ES41;2=;636;599;419;449;473;539;613;593;548;526;372;365
27/07/19;ES42;1-;242;201;216;189;250;401;323;202;373;678;597;580
27/07/19;ES42;1=;817;1184;1181;590;1022;1029;1297;936;497;335;327;732
27/07/19;ES42;2-;259;227;179;96;101;145;130;241;323;475;575;597
27/07/19;ES42;2=;684;535;312;350;375;423;529;558;582;380;322;337
27/07/19;ES43;1-;246;173;122;113;99;116;187;228;275;359;408;467
27/07/19;ES43;1=;475;458;453;295;283;347;464;454;466;432;392;264
27/07/19;ES43;2-;331;290;179;148;93;84;147;175;235;324;361;421
27/07/19;ES43;2=;473;481;497;334;327;318;379;379;431;448;416;354
27/07/19;ES44;1-;727;568;428;403;357;459;413;517;752;1015;1251;1429
27/07/19;ES44;1=;1520;1374;1028;1109;1213;1302;1524;1585;1513;1115;836;770
27/07/19;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
27/07/19;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
27/07/19;ES45;1-;892;671;500;361;344;396;486;583;770;935;1113;1382
27/07/19;ES45;1=;1452;1269;954;996;1059;1176;1346;1419;1459;1145;1000;949
27/07/19;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
27/07/19;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
27/07/19;ES46;1-;192;153;141;116;141;249;312;356;504;609;715;740
27/07/19;ES46;1=;784;651;449;390;469;500;568;452;482;504;358;295
27/07/19;ES46;2-;279;167;132;126;120;212;308;364;504;559;637;673
27/07/19;ES46;2=;734;723;434;437;471;544;622;646;692;546;466;404
27/07/19;ES47;1-;439;325;238;203;177;263;310;414;524;632;691;805
27/07/19;ES47;1=;818;736;580;515;635;579;734;695;771;757;542;589
27/07/19;ES47;2-;434;365;258;254;225;263;319;380;451;563;672;688
27/07/19;ES47;2=;696;689;524;487;513;575;590;604;571;566;494;448
27/07/19;ES48;1-;219;145;86;92;117;254;283;357;429;499;524;536
27/07/19;ES48;1=;612;555;374;406;416;506;505;561;517;446;334;285
27/07/19;ES48;2-;323;159;80;109;91;201;208;286;373;517;656;653
27/07/19;ES48;2=;653;565;427;382;390;494;470;510;463;386;343;285
27/07/19;ES49;1-;220;142;81;70;55;104;173;235;351;451;481;580
27/07/19;ES49;1=;556;476;343;292;403;435;470;417;472;352;348;368
27/07/19;ES49;2-;157;110;67;49;51;48;48;76;100;142;213;259
27/07/19;ES49;2=;298;258;273;209;154;214;249;292;372;370;277;151
27/07/19;ES50;1-;566;471;330;376;654;389;158;244;300;617;753;725
27/07/19;ES50;1=;298;772;204;72;97;151;612;178;419;360;311;211
27/07/19;ES50;2-;160;169;133;75;86;91;77;101;137;264;234;311
27/07/19;ES50;2=;297;492;433;251;159;190;264;216;216;226;191;119
27/07/19;ES51;1-;146;88;80;68;59;51;85;103;128;171;219;274
27/07/19;ES51;1=;335;331;339;226;196;225;219;253;283;314;203;148
27/07/19;ES51;2-;123;84;73;47;52;39;54;88;109;124;188;265
27/07/19;ES51;2=;291;308;259;149;124;163;165;180;185;187;163;113
27/07/19;ES52;1-;168;146;91;58;74;57;72;99;109;173;261;307
27/07/19;ES52;1=;338;361;351;244;183;202;244;330;329;360;284;181
27/07/19;ES52;2-;238;164;143;197;173;103;139;132;196;166;209;455
27/07/19;ES52;2=;272;263;257;337;136;243;149;139;321;270;159;183
27/07/19;ES53;1-;195;148;108;83;66;80;76;105;134;164;199;239
27/07/19;ES53;1=;267;308;279;272;246;263;239;254;304;262;246;214
27/07/19;ES53;2-;287;222;224;140;136;131;188;196;246;308;328;411
27/07/19;ES53;2=;399;482;464;368;350;412;398;439;395;372;362;315
27/07/19;ES54;1-;169;101;67;45;36;35;55;75;153;147;175;217
27/07/19;ES54;1=;226;245;220;171;207;164;204;235;196;242;215;147
27/07/19;ES54;2-;235;116;128;64;45;57;60;92;119;134;204;214
27/07/19;ES54;2=;269;290;302;217;224;244;233;246;259;317;274;216
27/07/19;ES55;1-;95;63;42;24;12;23;55;70;96;139;161;195
27/07/19;ES55;1=;214;217;185;143;129;130;147;178;190;149;149;103
27/07/19;ES55;2-;88;66;46;23;33;27;55;101;79;112;133;172
27/07/19;ES55;2=;196;212;173;123;113;129;153;177;178;159;160;87
27/07/19;ES56;1-;0;0;0;0;0;0;0;0;0;0;0;0
27/07/19;ES56;1=;0;0;0;0;0;0;0;0;0;0;0;0
27/07/19;ES56;2-;0;0;0;0;0;0;0;0;0;0;0;0
27/07/19;ES56;2=;0;0;0;0;0;0;0;0;0;0;0;0
27/07/19;ES57;1-;131;74;58;45;46;79;116;190;244;372;427;439
27/07/19;ES57;1=;463;366;270;262;308;329;341;349;344;306;254;231
27/07/19;ES57;2-;118;48;48;37;39;71;114;136;229;257;367;363
27/07/19;ES57;2=;433;387;232;201;246;346;405;486;427;306;188;170
27/07/19;ES58;1-;121;73;49;35;59;77;94;155;214;250;345;343
27/07/19;ES58;1=;308;281;182;188;224;237;293;284;260;210;153;125
27/07/19;ES58;2-;71;45;28;23;29;36;58;84;136;183;236;247
27/07/19;ES58;2=;253;174;116;105;127;157;154;203;210;158;126;99
27/07/19;ES59;1-;77;41;36;24;33;40;71;68;95;123;152;135
27/07/19;ES59;1=;102;127;99;84;101;100;111;117;128;124;101;111
27/07/19;ES59;2-;42;21;23;26;32;66;85;102;128;151;167;181
27/07/19;ES59;2=;144;114;105;87;99;104;125;118;94;92;74;51
27/07/19;ES60;1-;125;82;55;53;63;99;139;185;303;372;466;464
27/07/19;ES60;1=;423;357;201;221;270;315;391;322;294;185;160;150
27/07/19;ES60;2-;148;92;72;61;57;74;100;162;229;307;362;466
27/07/19;ES60;2=;494;432;278;257;274;305;355;388;407;298;250;236
28/07/19;ES01;1-;764;599;400;318;301;331;191;186;135;219;333;489
28/07/19;ES01;1=;549;510;393;669;761;842;868;1016;938;882;876;594
28/07/19;ES01;2-;584;513;377;262;231;305;209;230;261;395;576;798
28/07/19;ES01;2=;755;727;605;643;766;872;914;838;803;587;570;366
28/07/19;ES02;1-;532;422;370;314;243;285;285;286;301;411;481;605
28/07/19;ES02;1=;652;647;585;560;639;658;784;740;726;680;529;441
28/07/19;ES02;2-;622;616;482;383;312;278;267;255;258;327;477;588
28/07/19;ES02;2=;666;789;733;612;578;674;759;835;904;881;793;724
28/07/19;ES03;1-;516;439;316;227;214;178;217;397;350;430;629;813
28/07/19;ES03;1=;933;982;997;723;668;760;989;950;1046;1077;825;671
28/07/19;ES03;2-;415;321;199;158;121;109;130;155;243;194;298;425
28/07/19;ES03;2=;584;641;698;577;424;475;573;618;725;867;681;450
28/07/19;ES04;1-;371;337;268;189;129;108;135;138;156;225;301;408
28/07/19;ES04;1=;466;584;641;443;403;513;690;789;923;865;756;597
28/07/19;ES04;2-;182;171;118;91;75;64;92;115;127;167;225;307
28/07/19;ES04;2=;424;434;437;266;209;304;278;328;336;367;275;176
28/07/19;ES05;1-;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES05;1=;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES05;2-;698;576;386;263;228;249;411;418;553;555;739;989
28/07/19;ES05;2=;1030;1092;1133;787;774;969;1246;1419;1480;1436;1282;988
28/07/19;ES06;1-;156;85;65;54;56;84;118;93;172;229;302;368
28/07/19;ES06;1=;338;341;244;242;261;307;377;391;373;290;206;140
28/07/19;ES06;2-;171;103;71;47;52;92;85;86;142;207;290;305
28/07/19;ES06;2=;366;300;225;247;280;320;323;416;342;281;191;143
28/07/19;ES07;1-;1194;895;590;428;350;328;477;517;544;644;967;1526
28/07/19;ES07;1=;1655;1768;1585;1318;1172;1440;1505;1634;1669;1738;1563;1155
28/07/19;ES07;2-;1302;683;413;273;236;345;714;662;638;811;1235;1506
28/07/19;ES07;2=;1581;1733;1638;1038;1109;1609;1889;2042;2148;1990;1651;1207
28/07/19;ES08;1-;754;728;664;594;498;406;473;422;464;496;597;627
28/07/19;ES08;1=;656;697;603;735;748;800;795;776;687;620;519;449
28/07/19;ES08;2-;815;753;716;609;585;502;477;476;512;655;716;785
28/07/19;ES08;2=;808;785;702;849;756;804;841;833;816;710;657;496
28/07/19;ES09;1-;668;740;714;637;627;594;519;468;518;337;506;828
28/07/19;ES09;1=;873;929;887;812;713;718;696;762;762;649;595;569
28/07/19;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES10;2-;365;384;246;184;154;158;191;198;193;313;379;416
28/07/19;ES10;2=;454;509;474;349;352;392;465;479;455;502;407;353
28/07/19;ES11;1-;411;381;255;155;105;89;169;334;377;395;509;716
28/07/19;ES11;1=;859;952;1066;977;593;564;778;892;975;1003;924;762
28/07/19;ES11;2-;670;1589;1092;584;333;261;120;37;41;52;162;164
28/07/19;ES11;2=;281;379;474;425;981;284;486;591;784;870;1882;1455
28/07/19;ES12;1-;1247;1075;846;616;552;568;480;523;582;909;1065;1355
28/07/19;ES12;1=;1499;1475;1086;1171;1444;1635;1743;1933;1816;1809;1581;1074
28/07/19;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES13;1-;783;634;468;391;388;357;230;219;251;391;468;595
28/07/19;ES13;1=;708;651;520;534;707;698;793;930;920;769;647;521
28/07/19;ES13;2-;999;911;760;630;545;463;305;312;297;451;673;695
28/07/19;ES13;2=;797;847;617;743;829;888;938;1048;1061;969;832;692
28/07/19;ES14;1-;106;71;47;57;42;42;76;58;75;96;132;168
28/07/19;ES14;1=;171;162;137;115;124;158;150;157;135;114;112;82
28/07/19;ES14;2-;56;52;34;21;22;16;31;34;52;66;74;119
28/07/19;ES14;2=;157;149;86;95;105;100;127;137;98;93;78;44
28/07/19;ES15;1-;128;120;96;65;68;95;128;125;174;216;287;344
28/07/19;ES15;1=;369;327;254;224;290;322;373;447;411;260;245;158
28/07/19;ES15;2-;76;48;34;34;31;50;83;96;99;149;205;269
28/07/19;ES15;2=;332;316;213;210;246;339;391;441;423;309;247;338
28/07/19;ES16;1-;678;577;453;328;312;333;279;279;335;509;635;855
28/07/19;ES16;1=;836;820;650;623;712;739;814;920;882;771;699;518
28/07/19;ES16;2-;472;359;321;232;183;271;190;219;253;395;514;583
28/07/19;ES16;2=;670;701;445;472;535;712;808;843;785;642;525;379
28/07/19;ES17;1-;886;676;548;450;394;433;433;481;569;936;1206;1501
28/07/19;ES17;1=;1666;1583;1125;1187;1637;2152;2195;2514;2377;2093;1654;1153
28/07/19;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES18;1-;286;238;188;151;142;134;82;119;188;283;342;385
28/07/19;ES18;1=;429;350;256;295;306;349;382;414;372;304;221;169
28/07/19;ES18;2-;428;364;233;195;162;144;69;108;146;203;283;386
28/07/19;ES18;2=;473;389;308;297;392;497;549;623;572;413;353;197
28/07/19;ES19;1-;447;361;344;274;241;277;275;299;258;394;561;597
28/07/19;ES19;1=;640;564;430;394;505;558;619;661;596;510;430;302
28/07/19;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES20;1-;4062;3960;2692;1777;1372;1152;1180;1940;2217;2401;3019;4189
28/07/19;ES20;1=;5370;5830;6148;5680;5095;4548;5090;5782;6555;6821;6781;6286
28/07/19;ES20;2-;4040;3851;2614;1518;1071;984;1224;2416;2747;2638;3240;4623
28/07/19;ES20;2=;5436;6242;7158;6876;4808;4823;5727;6922;7435;7750;7755;6990
28/07/19;ES21;1-;179;154;101;74;73;109;96;147;191;287;385;453
28/07/19;ES21;1=;537;467;296;313;335;385;464;474;445;348;300;178
28/07/19;ES21;2-;194;147;125;108;99;107;143;154;186;369;474;572
28/07/19;ES21;2=;690;575;363;318;500;570;592;710;612;429;356;201
28/07/19;ES22;1-;520;496;344;287;228;207;253;271;332;327;515;691
28/07/19;ES22;1=;749;878;703;578;536;653;796;713;671;657;625;524
28/07/19;ES22;2-;602;617;469;380;329;278;302;294;320;292;568;819
28/07/19;ES22;2=;936;949;924;753;617;664;763;864;914;916;757;706
28/07/19;ES23;1-;1056;1067;839;684;594;485;579;496;452;209;63;60
28/07/19;ES23;1=;120;116;78;75;720;1178;1372;1584;1651;1530;1411;1168
28/07/19;ES23;2-;1819;1875;1653;1405;1200;989;959;772;671;713;853;1238
28/07/19;ES23;2=;1488;1570;1587;1492;1534;1535;1517;1615;1641;1689;1564;1436
28/07/19;ES24;1-;488;471;383;268;196;203;195;140;188;258;376;425
28/07/19;ES24;1=;569;592;570;422;384;442;438;513;526;561;545;436
28/07/19;ES24;2-;363;323;290;228;214;201;164;235;143;448;580;636
28/07/19;ES24;2=;652;562;423;352;408;449;556;561;465;391;318;276
28/07/19;ES25;1-;146;151;147;120;100;76;110;69;82;87;114;125
28/07/19;ES25;1=;145;134;117;142;120;154;142;157;108;110;104;89
28/07/19;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES26;1-;490;438;365;324;306;262;307;315;296;423;513;485
28/07/19;ES26;1=;535;456;428;487;511;515;547;489;455;448;321;281
28/07/19;ES26;2-;162;194;155;113;85;91;86;64;67;92;95;91
28/07/19;ES26;2=;106;125;104;93;107;126;131;152;126;127;109;102
28/07/19;ES27;1-;1084;966;807;700;741;672;558;600;854;1031;1203;1288
28/07/19;ES27;1=;1307;1325;1196;1079;1160;1283;1336;1382;1203;1087;966;800
28/07/19;ES27;2-;876;752;670;604;619;615;452;445;454;495;597;811
28/07/19;ES27;2=;763;789;640;744;5802;857;851;835;803;711;665;522
28/07/19;ES28;1-;179;115;112;96;79;138;156;165;199;276;398;428
28/07/19;ES28;1=;469;426;344;340;417;453;484;535;524;448;329;259
28/07/19;ES28;2-;230;161;107;116;145;205;254;271;268;397;500;517
28/07/19;ES28;2=;573;576;445;456;536;623;689;771;742;617;536;339
28/07/19;ES29;1-;1033;901;675;599;520;497;613;620;699;890;1217;1480
28/07/19;ES29;1=;1553;1754;1850;1603;1377;1359;1497;1572;1565;1536;1427;1343
28/07/19;ES29;2-;1040;846;617;501;425;470;550;554;727;709;1076;1166
28/07/19;ES29;2=;1301;1392;1389;1225;1150;1345;1516;1721;1922;1792;1563;1457
28/07/19;ES30;1-;221;179;168;138;104;110;91;100;116;200;185;225
28/07/19;ES30;1=;284;311;317;241;194;215;288;297;337;347;322;264
28/07/19;ES30;2-;300;294;248;226;180;152;185;206;293;432;546;542
28/07/19;ES30;2=;648;597;491;331;298;351;455;561;589;572;498;407
28/07/19;ES31;1-;117;81;58;46;37;46;48;48;59;71;97;108
28/07/19;ES31;1=;184;177;173;91;80;108;128;137;178;176;126;109
28/07/19;ES31;2-;65;59;48;36;33;20;51;63;46;74;98;126
28/07/19;ES31;2=;168;191;140;90;79;118;133;147;191;158;139;80
28/07/19;ES32;1-;297;321;258;239;199;183;218;234;275;329;450;596
28/07/19;ES32;1=;676;580;508;382;338;377;428;515;511;521;394;329
28/07/19;ES32;2-;339;326;274;181;135;149;153;139;157;145;257;320
28/07/19;ES32;2=;373;447;444;387;355;303;307;348;348;366;364;292
28/07/19;ES33;1-;334;271;160;104;90;95;184;207;199;280;441;558
28/07/19;ES33;1=;701;725;735;443;458;555;733;779;854;852;715;541
28/07/19;ES33;2-;253;154;77;63;53;60;98;118;109;150;249;338
28/07/19;ES33;2=;481;594;543;345;302;320;414;474;542;509;446;320
28/07/19;ES34;1-;187;252;254;240;188;184;189;247;35;178;346;294
28/07/19;ES34;1=;339;397;305;257;268;293;303;245;240;199;151;143
28/07/19;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES36;1-;802;622;451;344;390;368;225;225;265;402;618;781
28/07/19;ES36;1=;966;962;677;795;933;953;973;1098;1051;830;873;582
28/07/19;ES36;2-;525;355;259;138;180;236;193;232;299;560;784;979
28/07/19;ES36;2=;1076;1046;652;708;940;1147;1349;1341;1149;906;820;476
28/07/19;ES37;1-;405;275;220;168;184;273;192;255;284;453;558;650
28/07/19;ES37;1=;769;749;561;588;647;694;703;694;697;576;492;344
28/07/19;ES37;2-;367;287;177;143;159;218;260;259;337;527;726;831
28/07/19;ES37;2=;941;908;550;543;668;827;953;1058;889;766;615;371
28/07/19;ES38;1-;349;31;19;8;6;8;12;21;138;245;57;85
28/07/19;ES38;1=;966;231;106;65;54;82;94;106;97;110;411;61
28/07/19;ES38;2-;119;74;54;34;30;25;68;98;89;139;212;219
28/07/19;ES38;2=;225;306;286;154;166;203;241;250;285;243;181;134
28/07/19;ES39;1-;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES39;1=;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES39;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES39;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES40;1-;523;381;292;252;201;301;308;350;408;672;859;1002
28/07/19;ES40;1=;1122;1119;753;789;944;1195;1322;1387;1311;1070;826;707
28/07/19;ES40;2-;497;382;311;206;213;326;319;324;446;641;823;990
28/07/19;ES40;2=;1127;986;720;710;851;932;1076;1250;1221;953;805;522
28/07/19;ES41;1-;378;276;257;225;178;227;253;256;377;481;652;695
28/07/19;ES41;1=;769;661;532;572;567;619;598;725;700;565;510;350
28/07/19;ES41;2-;295;240;187;161;154;156;187;215;239;354;456;552
28/07/19;ES41;2=;572;556;430;460;513;573;677;660;620;565;445;348
28/07/19;ES42;1-;310;483;646;418;349;572;105;113;598;210;542;832
28/07/19;ES42;1=;1035;657;514;291;518;644;716;554;436;399;265;152
28/07/19;ES42;2-;268;218;203;142;110;128;74;101;132;269;344;394
28/07/19;ES42;2=;480;481;295;280;417;435;535;551;482;392;311;231
28/07/19;ES43;1-;236;225;163;126;113;105;164;186;214;289;345;405
28/07/19;ES43;1=;458;446;387;250;282;365;379;462;496;429;379;289
28/07/19;ES43;2-;380;270;205;147;128;109;134;136;125;169;227;273
28/07/19;ES43;2=;380;494;423;306;310;375;387;408;446;463;479;356
28/07/19;ES44;1-;799;574;488;439;373;397;333;401;458;709;852;1023
28/07/19;ES44;1=;1073;1116;903;859;985;1155;1182;1171;1137;929;758;615
28/07/19;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES45;1-;929;687;500;396;315;370;340;415;507;733;941;1164
28/07/19;ES45;1=;1320;1383;1070;940;1016;1053;1105;1198;1181;965;900;719
28/07/19;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES46;1-;239;147;121;106;109;179;187;253;276;424;540;574
28/07/19;ES46;1=;616;525;402;387;411;552;551;538;527;478;380;220
28/07/19;ES46;2-;297;190;136;124;151;184;205;209;279;404;539;584
28/07/19;ES46;2=;646;587;428;376;451;541;672;712;701;689;505;354
28/07/19;ES47;1-;448;358;286;214;186;269;218;234;277;417;485;573
28/07/19;ES47;1=;666;682;606;502;555;614;731;817;865;837;607;468
28/07/19;ES47;2-;410;396;284;278;231;269;260;279;321;375;527;565
28/07/19;ES47;2=;593;557;471;498;483;509;532;590;585;545;419;302
28/07/19;ES48;1-;233;149;97;97;84;195;169;159;209;339;429;474
28/07/19;ES48;1=;558;534;362;344;384;502;531;563;641;491;313;238
28/07/19;ES48;2-;190;139;88;97;88;136;154;143;227;396;491;553
28/07/19;ES48;2=;554;530;343;329;362;431;503;493;436;387;280;197
28/07/19;ES49;1-;328;149;90;87;62;93;119;140;246;290;419;484
28/07/19;ES49;1=;545;508;325;335;382;440;441;449;478;385;308;228
28/07/19;ES49;2-;113;95;74;62;54;62;55;74;81;99;146;192
28/07/19;ES49;2=;274;319;285;222;158;238;268;369;372;321;273;157
28/07/19;ES50;1-;283;182;236;506;173;187;148;121;207;89;154;189
28/07/19;ES50;1=;668;535;992;528;213;245;246;327;341;380;337;403
28/07/19;ES50;2-;190;156;128;103;80;117;88;75;98;222;182;197
28/07/19;ES50;2=;221;192;222;143;145;142;210;170;199;197;175;132
28/07/19;ES51;1-;124;104;68;61;49;68;42;64;93;89;162;199
28/07/19;ES51;1=;218;271;279;197;161;157;187;243;260;296;234;167
28/07/19;ES51;2-;98;81;57;49;52;38;41;67;64;82;117;196
28/07/19;ES51;2=;214;227;210;140;136;156;178;187;198;209;128;113
28/07/19;ES52;1-;193;122;93;70;55;53;69;62;62;114;156;219
28/07/19;ES52;1=;269;312;331;228;214;244;294;390;438;446;326;263
28/07/19;ES52;2-;192;175;333;104;143;81;62;46;64;78;121;274
28/07/19;ES52;2=;191;196;288;507;101;120;128;169;194;163;271;252
28/07/19;ES53;1-;185;168;140;118;114;102;104;61;84;151;152;202
28/07/19;ES53;1=;191;270;253;217;215;183;206;247;226;240;244;178
28/07/19;ES53;2-;267;261;256;185;158;170;174;173;166;213;299;320
28/07/19;ES53;2=;382;382;376;337;338;338;396;428;406;435;330;284
28/07/19;ES54;1-;126;120;79;43;57;47;44;65;80;124;153;158
28/07/19;ES54;1=;205;197;194;172;135;164;185;204;188;189;185;135
28/07/19;ES54;2-;219;180;97;76;78;71;70;82;94;110;170;185
28/07/19;ES54;2=;205;230;272;189;196;194;222;272;269;305;266;239
28/07/19;ES55;1-;96;59;39;34;25;25;40;43;53;73;104;126
28/07/19;ES55;1=;146;156;154;122;109;116;134;153;167;177;155;116
28/07/19;ES55;2-;70;80;35;24;27;27;36;59;61;68;95;111
28/07/19;ES55;2=;131;135;97;114;119;117;126;140;157;163;162;103
28/07/19;ES56;1-;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES56;1=;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES56;2-;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES56;2=;0;0;0;0;0;0;0;0;0;0;0;0
28/07/19;ES57;1-;135;67;41;43;47;66;74;116;166;210;282;356
28/07/19;ES57;1=;360;297;241;252;262;338;320;382;394;263;207;121
28/07/19;ES57;2-;109;52;31;34;29;47;54;79;117;176;303;320
28/07/19;ES57;2=;417;377;233;231;302;398;439;509;437;353;216;129
28/07/19;ES58;1-;86;70;53;47;46;66;74;107;136;216;260;295
28/07/19;ES58;1=;285;213;182;193;240;313;321;305;280;211;125;98
28/07/19;ES58;2-;63;32;24;40;32;32;45;56;107;131;162;205
28/07/19;ES58;2=;242;166;113;112;136;146;155;200;239;166;112;70
28/07/19;ES59;1-;69;46;33;24;27;31;54;46;54;65;112;96
28/07/19;ES59;1=;108;111;111;93;103;112;131;133;154;125;113;61
28/07/19;ES59;2-;41;28;25;29;27;42;45;74;73;123;120;150
28/07/19;ES59;2=;130;109;86;66;83;97;97;111;103;98;72;47
28/07/19;ES60;1-;138;93;86;66;82;105;104;121;207;283;369;369
28/07/19;ES60;1=;360;278;199;170;247;274;367;341;251;184;120;97
28/07/19;ES60;2-;189;99;71;56;59;64;82;98;131;224;298;341
28/07/19;ES60;2=;427;406;226;233;281;302;341;465;486;365;262;161
29/07/19;ES01;1-;257;153;111;66;157;686;2017;2332;2024;1718;1712;1895
29/07/19;ES01;1=;1985;2202;1883;1597;1588;1812;1790;1432;1139;716;669;767
29/07/19;ES01;2-;209;152;99;71;116;328;785;1448;1476;1277;1334;1410
